X,ieee802154Narrow.anchor[8].appl/Number of AN Reports with ACK
1.86,20
4.28,27
6.7,29
9.12,36
11.54,35
13.96,40
16.38,32
18.8,39
21.22,39
23.64,43
26.06,39
28.48,40
30.9,43
33.32,42
35.74,44
38.16,44
40.58,43
43,45
45.42,45
47.84,43
50.26,45
52.68,38
55.1,41
57.52,41
59.94,39
62.36,44
64.78,44
67.2,44
69.62,51
72.04,49
74.46,50
76.88,50
79.3,48
81.72,51
84.14,54
86.56,52
88.98,48
91.4,53
93.82,56
96.24,54
98.66,57
101.08,57
103.5,56
105.92,55
108.34,50
110.76,56
113.18,52
115.6,58
118.02,53
120.44,56
122.86,57
125.28,58
127.7,54
130.12,54
132.54,57
134.96,56
137.38,56
139.8,57
142.22,56
144.64,56
147.06,57
149.48,57
151.9,56
154.32,57
156.74,57
159.16,58
161.58,58
164,55
166.42,57
168.84,57
171.26,58
173.68,56
176.1,57
178.52,59
180.94,58
183.36,58
185.78,58
188.2,56
190.62,56
193.04,57
195.46,57
197.88,58
200.3,55
202.72,51
205.14,55
207.56,55
209.98,51
212.4,53
214.82,55
217.24,50
219.66,53
222.08,47
224.5,51
226.92,49
229.34,54
231.76,53
234.18,53
236.6,53
239.02,55
241.44,53
243.86,54
246.28,57
248.7,56
251.12,53
253.54,52
255.96,56
258.38,57
260.8,58
263.22,58
265.64,56
268.06,51
270.48,57
272.9,55
275.32,58
277.74,55
280.16,54
282.58,57
285,57
287.42,58
289.84,57
292.26,57
294.68,57
297.1,56
299.52,56
301.94,58
304.36,58
306.78,57
309.2,57
311.62,55
314.04,56
316.46,54
318.88,56
321.3,56
323.72,59
326.14,58
328.56,57
330.98,57
333.4,56
335.82,55
338.24,59
340.66,57
343.08,58
345.5,60
347.92,60
350.34,62
352.76,56
355.18,60
357.6,59
360.02,62
362.44,61
364.86,62
367.28,57
369.7,60
372.12,60
374.54,59
376.96,56
379.38,59
381.8,59
384.22,54
386.64,56
389.06,58
391.48,56
393.9,57
396.32,57
398.74,55
401.16,53
403.58,52
406,51
408.42,52
410.84,49
413.26,48
415.68,46
418.1,45
420.52,45
422.94,42
425.36,38
427.78,34
430.2,33
432.62,31
435.04,31
437.46,32
439.88,32
442.3,30
444.72,30
447.14,31
449.56,32
451.98,31
454.4,31
456.82,34
459.24,35
461.66,38
464.08,39
466.5,41
468.92,40
471.34,39
473.76,39
476.18,40
478.6,42
481.02,41
483.44,44
