X,ieee802154Narrow.anchor[12].appl/Dropped Packets in AN - Max MAC BackOff tries
1.86,11
4.28,5
6.7,0
9.12,0
11.54,0
13.96,1
16.38,0
18.8,1
21.22,4
23.64,1
26.06,1
28.48,2
30.9,1
33.32,2
35.74,4
38.16,4
40.58,5
43,3
45.42,1
47.84,1
50.26,0
52.68,2
55.1,5
57.52,0
59.94,1
62.36,5
64.78,6
67.2,5
69.62,3
72.04,2
74.46,0
76.88,6
79.3,4
81.72,3
84.14,5
86.56,5
88.98,6
91.4,5
93.82,8
96.24,8
98.66,9
101.08,4
103.5,4
105.92,7
108.34,0
110.76,0
113.18,6
115.6,2
118.02,7
120.44,3
122.86,4
125.28,6
127.7,4
130.12,4
132.54,7
134.96,6
137.38,3
139.8,5
142.22,4
144.64,2
147.06,4
149.48,2
151.9,5
154.32,2
156.74,3
159.16,2
161.58,4
164,4
166.42,1
168.84,4
171.26,2
173.68,4
176.1,5
178.52,1
180.94,3
183.36,1
185.78,0
188.2,0
190.62,2
193.04,0
195.46,3
197.88,2
200.3,0
202.72,2
205.14,1
207.56,1
209.98,3
212.4,2
214.82,6
217.24,6
219.66,3
222.08,0
224.5,2
226.92,0
229.34,5
231.76,3
234.18,1
236.6,4
239.02,7
241.44,0
243.86,0
246.28,2
248.7,1
251.12,2
253.54,2
255.96,5
258.38,2
260.8,0
263.22,2
265.64,1
268.06,4
270.48,0
272.9,1
275.32,4
277.74,1
280.16,1
282.58,0
285,1
287.42,0
289.84,1
292.26,1
294.68,1
297.1,1
299.52,1
301.94,2
304.36,0
306.78,0
309.2,0
311.62,3
314.04,1
316.46,1
318.88,1
321.3,4
323.72,11
326.14,2
328.56,0
330.98,7
333.4,2
335.82,2
338.24,2
340.66,1
343.08,1
345.5,4
347.92,3
350.34,1
352.76,2
355.18,7
357.6,7
360.02,5
362.44,2
364.86,6
367.28,3
369.7,3
372.12,0
374.54,2
376.96,1
379.38,0
381.8,1
384.22,0
386.64,4
389.06,0
391.48,0
393.9,0
396.32,0
398.74,0
401.16,2
403.58,4
406,0
408.42,4
410.84,5
413.26,3
415.68,0
418.1,1
420.52,1
422.94,3
425.36,1
427.78,4
430.2,3
432.62,2
435.04,0
437.46,0
439.88,1
442.3,1
444.72,2
447.14,5
449.56,7
451.98,1
454.4,0
456.82,0
459.24,1
461.66,0
464.08,3
466.5,3
468.92,1
471.34,0
473.76,2
476.18,1
478.6,2
481.02,3
483.44,1
