X,ieee802154Narrow.anchor[12].appl/Dropped Packets in AN - Max MAC BackOff tries
1.86,16
4.28,2
6.7,1
9.12,1
11.54,2
13.96,0
16.38,2
18.8,2
21.22,1
23.64,1
26.06,5
28.48,1
30.9,3
33.32,6
35.74,2
38.16,2
40.58,1
43,1
45.42,1
47.84,2
50.26,3
52.68,10
55.1,2
57.52,1
59.94,1
62.36,0
64.78,0
67.2,1
69.62,0
72.04,3
74.46,1
76.88,2
79.3,2
81.72,1
84.14,3
86.56,2
88.98,1
91.4,0
93.82,0
96.24,5
98.66,5
101.08,5
103.5,1
105.92,1
108.34,1
110.76,3
113.18,2
115.6,3
118.02,3
120.44,1
122.86,1
125.28,2
127.7,2
130.12,2
132.54,3
134.96,1
137.38,2
139.8,0
142.22,0
144.64,1
147.06,5
149.48,1
151.9,0
154.32,1
156.74,0
159.16,1
161.58,0
164,2
166.42,1
168.84,0
171.26,2
173.68,2
176.1,1
178.52,0
180.94,1
183.36,2
185.78,0
188.2,0
190.62,3
193.04,0
195.46,0
197.88,0
200.3,0
202.72,0
205.14,0
207.56,0
209.98,0
212.4,0
214.82,2
217.24,3
219.66,2
222.08,4
224.5,9
226.92,0
229.34,2
231.76,1
234.18,1
236.6,2
239.02,1
241.44,0
243.86,0
246.28,0
248.7,2
251.12,4
253.54,7
255.96,3
258.38,5
260.8,1
263.22,4
265.64,1
268.06,4
270.48,1
272.9,5
275.32,1
277.74,2
280.16,0
282.58,4
285,10
287.42,2
289.84,4
292.26,1
294.68,4
297.1,1
299.52,0
301.94,5
304.36,4
306.78,1
309.2,2
311.62,4
314.04,6
316.46,3
318.88,0
321.3,0
323.72,1
326.14,1
328.56,1
330.98,2
333.4,3
335.82,2
338.24,1
340.66,3
343.08,1
345.5,1
347.92,1
350.34,1
352.76,0
355.18,1
357.6,2
360.02,2
362.44,4
364.86,3
367.28,4
369.7,1
372.12,1
374.54,0
376.96,1
379.38,1
381.8,0
384.22,1
386.64,0
389.06,0
391.48,0
393.9,1
396.32,1
398.74,1
401.16,1
403.58,1
406,0
408.42,1
410.84,1
413.26,1
415.68,0
418.1,0
420.52,0
422.94,0
425.36,0
427.78,0
430.2,0
432.62,2
435.04,2
437.46,1
439.88,3
442.3,4
444.72,0
447.14,2
449.56,0
451.98,0
454.4,0
456.82,0
459.24,0
461.66,0
464.08,1
466.5,0
468.92,0
471.34,0
473.76,2
476.18,1
478.6,0
481.02,0
483.44,0
