X,ieee802154Narrow.anchor[0].appl/Number of packets from this anchor,ieee802154Narrow.anchor[1].appl/Number of packets from this anchor,ieee802154Narrow.anchor[2].appl/Number of packets from this anchor,ieee802154Narrow.anchor[3].appl/Number of packets from this anchor,ieee802154Narrow.anchor[4].appl/Number of packets from this anchor,ieee802154Narrow.anchor[5].appl/Number of packets from this anchor,ieee802154Narrow.anchor[6].appl/Number of packets from this anchor,ieee802154Narrow.anchor[7].appl/Number of packets from this anchor,ieee802154Narrow.anchor[8].appl/Number of packets from this anchor,ieee802154Narrow.anchor[9].appl/Number of packets from this anchor,ieee802154Narrow.anchor[10].appl/Number of packets from this anchor,ieee802154Narrow.anchor[11].appl/Number of packets from this anchor,ieee802154Narrow.anchor[12].appl/Number of packets from this anchor,ieee802154Narrow.anchor[13].appl/Number of packets from this anchor,ieee802154Narrow.anchor[14].appl/Number of packets from this anchor,ieee802154Narrow.anchor[15].appl/Number of packets from this anchor,ieee802154Narrow.anchor[16].appl/Number of packets from this anchor,ieee802154Narrow.anchor[17].appl/Number of packets from this anchor,ieee802154Narrow.anchor[18].appl/Number of packets from this anchor,ieee802154Narrow.anchor[19].appl/Number of packets from this anchor,ieee802154Narrow.anchor[20].appl/Number of packets from this anchor,ieee802154Narrow.anchor[21].appl/Number of packets from this anchor,ieee802154Narrow.anchor[22].appl/Number of packets from this anchor,ieee802154Narrow.anchor[23].appl/Number of packets from this anchor,ieee802154Narrow.anchor[24].appl/Number of packets from this anchor
32.28,1,2,2,2,1,2,6,8,5,3,3,9,12,7,3,2,7,7,7,0,0,4,5,1,0
34.7,1,2,2,2,1,2,6,8,5,3,3,10,12,6,3,2,7,8,6,0,0,4,5,2,0
37.12,1,2,2,2,1,2,6,8,5,3,3,10,12,6,3,3,7,9,6,0,0,4,5,2,0
39.54,1,2,2,2,1,2,6,8,5,2,4,10,12,6,3,3,7,9,5,0,0,4,5,1,0
41.96,1,2,2,3,1,3,6,8,5,1,4,10,12,6,3,3,7,9,5,0,0,4,5,1,0
44.38,1,2,2,2,1,3,6,9,5,1,4,11,12,6,3,4,7,9,5,0,0,4,5,1,0
46.8,1,2,2,2,1,3,6,9,5,1,4,10,12,6,3,4,7,9,5,0,0,4,5,1,0
49.22,0,2,2,2,1,3,6,9,5,1,4,10,12,6,3,4,7,9,5,0,0,4,4,1,0
51.64,0,2,2,2,1,3,6,10,5,1,5,10,12,6,3,3,7,9,5,0,0,3,3,1,0
54.06,0,2,2,2,1,3,6,10,5,1,5,11,13,6,1,3,7,8,5,0,0,3,3,1,0
56.48,0,2,1,2,0,3,6,10,5,1,5,12,13,6,1,1,6,8,5,0,0,3,3,1,0
58.9,0,2,1,2,0,3,6,10,5,1,3,12,13,6,1,1,6,9,6,1,0,3,3,1,0
61.32,0,2,1,1,0,3,6,10,4,1,3,12,13,6,1,1,7,9,6,1,0,2,3,1,0
63.74,0,3,1,0,0,3,6,9,4,1,3,12,14,6,1,0,7,9,5,1,0,1,3,1,0
66.16,0,3,2,0,0,3,6,8,5,1,3,12,15,6,1,2,7,9,6,1,0,2,2,1,0
68.58,0,3,2,0,0,3,6,8,4,1,4,12,15,6,2,2,9,9,6,2,0,2,1,1,0
71,0,2,2,0,0,3,6,8,4,1,4,13,15,8,2,2,9,9,6,2,0,2,2,1,0
73.42,0,2,2,0,0,3,7,9,3,1,4,12,15,8,2,2,10,9,6,2,0,2,2,1,0
75.84,0,2,2,0,0,3,7,8,3,1,3,12,15,8,2,2,10,9,7,2,0,2,2,2,0
78.26,0,2,2,0,0,2,7,8,2,1,4,12,15,8,2,2,10,10,7,2,0,1,4,2,0
80.68,0,2,2,0,0,1,7,8,3,1,4,12,15,8,2,2,10,11,7,2,0,1,4,2,0
83.1,0,2,2,0,0,1,7,8,3,1,4,12,15,8,2,2,10,11,7,2,0,1,4,3,0
85.52,0,2,2,0,0,1,7,8,4,1,4,12,15,9,2,2,10,11,7,2,0,1,4,3,0
87.94,0,1,2,0,0,0,8,8,4,1,4,12,15,9,2,2,10,11,7,2,1,1,4,3,0
90.36,0,1,2,0,0,0,8,8,4,1,4,11,15,10,2,2,10,12,7,2,1,1,4,3,0
92.78,0,1,2,0,0,0,8,8,4,1,4,11,15,10,2,2,10,12,6,2,1,1,4,3,0
95.2,0,1,1,0,0,0,8,8,4,1,4,11,14,9,2,2,11,12,6,2,1,2,4,3,0
97.62,0,1,1,0,0,0,8,8,4,1,3,11,14,10,2,2,11,12,6,2,1,2,4,3,0
100.04,0,1,1,0,0,0,8,8,4,1,4,11,13,9,2,2,10,13,6,2,1,2,4,3,0
102.46,0,0,1,0,0,1,8,8,3,0,4,11,13,9,2,2,9,13,6,3,1,2,3,3,0
104.88,0,0,0,0,0,1,7,7,3,0,4,11,13,10,2,2,9,12,6,3,1,2,3,3,0
107.3,0,0,0,0,0,1,8,7,3,0,5,11,13,9,2,3,9,12,6,3,1,2,3,3,0
109.72,0,0,0,0,0,1,6,7,3,0,5,11,13,9,3,3,9,12,7,3,1,2,3,3,0
112.14,0,0,0,0,0,1,6,7,3,0,5,11,13,9,3,3,8,13,8,3,1,2,3,4,1
114.56,0,0,0,0,0,1,6,7,3,0,5,11,13,9,2,3,8,13,8,4,1,3,3,4,1
116.98,0,0,0,0,0,1,6,7,3,0,5,11,13,9,2,3,8,13,8,4,1,3,4,4,1
119.4,0,0,0,0,0,2,5,7,3,0,5,11,13,9,2,4,7,13,8,4,1,3,4,4,1
121.82,0,1,0,0,0,3,5,6,3,0,5,10,13,9,2,4,7,14,8,4,1,3,5,4,1
124.24,0,1,0,0,0,3,5,6,3,0,4,10,13,9,2,4,7,13,8,3,1,3,5,4,1
126.66,0,1,0,0,0,3,5,6,3,0,4,10,13,9,3,4,8,12,8,3,1,3,5,4,1
129.08,0,1,1,0,0,3,5,6,3,0,3,10,12,9,4,4,8,10,8,3,2,3,5,4,1
131.5,0,1,1,0,0,3,5,5,3,1,3,10,13,9,4,4,8,10,8,3,2,3,4,4,1
133.92,0,1,1,0,0,3,5,5,3,1,3,10,13,9,4,4,8,11,7,3,3,3,5,4,1
136.34,0,1,1,0,0,3,4,5,3,1,3,10,13,9,4,4,8,11,7,3,2,3,5,4,1
138.76,0,1,1,1,0,2,4,5,3,1,3,9,12,9,4,4,8,11,7,3,2,3,5,5,1
141.18,0,1,1,1,0,2,4,5,4,1,3,10,11,9,4,4,7,11,7,3,2,3,5,4,1
143.6,0,1,1,1,0,2,4,5,5,1,3,9,11,9,4,4,7,10,7,3,2,4,5,4,2
146.02,0,1,1,1,0,2,4,5,5,1,3,9,11,9,4,4,7,10,7,3,2,4,5,4,2
148.44,0,1,1,1,0,2,4,5,5,1,3,10,11,8,4,4,7,10,7,3,2,4,5,4,2
150.86,0,1,1,1,0,2,4,5,5,1,3,10,12,8,4,2,8,9,7,3,2,4,5,4,2
153.28,0,1,1,1,0,2,4,5,5,1,3,8,12,8,4,2,7,9,8,3,2,4,5,4,2
155.7,0,1,2,1,0,2,4,5,5,1,3,8,12,8,5,2,7,9,8,3,1,4,5,4,1
158.12,0,1,2,2,1,2,4,5,5,1,3,8,12,7,5,2,7,9,8,3,1,4,5,4,1
160.54,1,2,2,2,1,2,4,5,5,2,3,8,12,7,5,2,7,9,8,3,1,4,5,3,1
162.96,1,2,2,2,1,2,4,5,4,2,3,7,11,7,5,2,6,9,8,3,1,5,5,3,1
165.38,1,3,2,2,1,2,4,4,4,2,3,7,11,8,5,2,6,8,8,4,1,5,5,3,1
167.8,1,3,2,2,1,2,4,4,4,2,3,7,12,7,5,2,6,8,8,5,1,5,5,3,1
170.22,1,3,2,2,1,2,4,4,5,2,4,7,12,7,5,2,6,9,7,5,1,5,5,2,0
172.64,1,3,2,2,1,2,4,4,5,2,3,8,11,7,5,2,6,9,7,5,0,4,5,2,0
175.06,1,3,2,2,1,2,4,4,5,3,3,8,10,6,5,3,6,9,7,5,0,4,4,2,1
177.48,1,3,2,2,1,2,4,3,5,3,3,8,9,7,5,3,6,9,7,5,0,4,4,2,1
179.9,1,3,2,2,1,2,4,4,5,3,3,8,9,7,5,3,6,9,7,5,1,4,4,3,1
182.32,1,3,2,2,1,2,4,5,6,3,3,8,9,7,5,3,6,9,7,5,1,3,4,2,1
184.74,1,3,2,2,1,2,4,5,7,3,3,8,9,7,5,3,5,9,7,4,1,2,4,2,1
187.16,2,3,2,2,1,2,6,5,7,4,3,7,8,7,5,3,5,9,7,4,1,2,4,2,1
189.58,2,3,2,2,1,2,6,5,7,4,3,7,8,7,5,2,5,9,6,4,1,2,4,2,1
192,2,2,2,2,1,2,6,6,7,4,3,7,8,7,5,2,5,8,5,3,1,2,4,2,1
194.42,2,2,2,2,1,2,6,5,7,4,3,6,7,7,5,2,4,8,5,3,1,2,4,2,1
196.84,1,2,2,2,1,2,6,5,7,4,3,6,7,8,4,3,4,8,5,3,1,2,4,2,1
199.26,1,2,2,1,1,2,6,5,7,4,3,6,7,8,4,3,4,8,5,3,2,2,4,2,1
201.68,1,2,2,1,1,2,6,6,7,4,3,6,7,8,4,3,4,9,6,3,2,2,3,1,1
204.1,1,2,2,1,1,2,6,6,7,4,3,6,7,8,4,4,4,9,6,3,2,2,3,1,1
206.52,1,2,2,2,1,2,5,6,7,4,3,6,7,8,4,4,5,9,7,3,2,2,3,1,1
208.94,1,2,2,2,1,2,5,6,8,4,3,6,8,8,4,3,5,9,7,4,2,2,3,1,1
211.36,1,2,2,2,1,3,5,7,8,4,3,6,9,8,4,3,5,8,7,4,2,2,3,1,1
213.78,1,2,2,1,1,3,6,8,8,3,3,6,10,8,5,3,5,8,7,4,2,2,3,1,1
216.2,1,2,2,1,1,3,6,9,8,3,3,6,11,8,6,3,5,9,6,4,2,2,3,1,1
218.62,1,2,2,1,1,3,6,9,7,3,2,6,12,8,6,3,5,9,6,4,2,2,2,1,1
221.04,0,2,2,1,1,3,6,9,7,3,2,6,12,8,7,3,5,8,6,3,2,2,1,1,1
223.46,0,2,2,1,1,4,6,9,7,3,2,6,12,8,7,3,5,7,6,2,2,2,1,1,1
225.88,0,2,2,1,1,4,6,9,7,3,2,6,12,8,7,3,4,7,6,2,2,2,1,1,1
228.3,0,2,2,1,1,4,6,9,7,3,2,7,12,8,6,3,4,7,6,2,2,2,1,1,0
230.72,1,2,3,1,1,4,6,9,7,2,2,7,12,8,6,3,3,5,6,2,2,2,1,1,0
233.14,1,4,4,1,1,4,6,9,7,2,2,7,12,8,6,3,3,5,6,2,2,2,1,1,0
235.56,1,4,4,1,1,4,6,9,7,2,2,7,11,8,6,3,3,5,6,2,2,2,1,1,0
237.98,1,4,4,1,1,3,6,9,7,2,2,8,11,8,5,3,3,6,6,2,2,2,1,1,0
240.4,1,4,5,1,1,2,6,9,8,1,1,8,11,8,5,3,3,6,6,2,2,2,0,1,0
242.82,1,4,5,1,1,2,6,9,9,1,1,8,11,8,4,3,4,7,6,2,2,2,0,0,0
245.24,1,4,5,1,1,2,5,9,8,1,1,9,11,8,3,3,4,6,5,2,2,2,0,0,0
247.66,1,4,4,1,1,2,5,9,7,1,2,9,11,7,3,3,4,6,5,2,2,3,0,0,0
250.08,1,4,4,1,1,2,6,9,7,1,2,9,11,7,3,3,4,6,4,2,2,3,0,1,0
252.5,1,4,3,2,0,2,6,10,8,2,2,9,10,8,3,3,4,6,4,2,2,3,0,1,0
254.92,1,4,4,2,0,2,7,10,8,3,2,9,11,8,3,3,4,6,4,2,2,3,0,1,0
257.34,1,4,4,2,0,2,7,10,8,3,2,9,12,8,3,3,4,6,3,2,2,3,0,1,0
259.76,1,4,4,1,0,1,7,10,7,3,2,9,12,8,3,3,4,6,3,2,3,3,0,1,0
262.18,1,4,4,1,0,2,7,10,8,3,3,9,12,8,3,3,4,6,3,2,3,3,0,1,0
264.6,1,4,4,1,0,2,7,10,8,3,3,9,12,8,3,3,5,6,4,2,3,3,0,1,0
267.02,1,4,5,1,0,2,7,10,8,3,4,8,12,8,3,3,5,6,4,2,3,3,0,1,0
269.44,1,4,5,2,0,2,7,10,8,3,4,8,12,8,3,3,5,6,4,2,3,3,1,1,0
271.86,1,4,5,2,0,2,7,9,8,3,4,8,10,8,3,3,6,5,3,2,3,3,1,1,0
274.28,2,4,5,2,0,2,7,9,8,3,3,9,10,7,3,3,6,5,3,2,3,3,1,1,0
276.7,2,4,5,2,0,2,7,9,7,3,2,9,9,8,3,3,6,5,4,2,3,3,1,1,0
279.12,2,3,5,2,0,2,7,9,7,3,2,10,10,7,3,3,6,5,4,2,3,3,1,1,0
281.54,2,3,5,2,0,2,7,9,6,3,2,10,9,7,2,4,6,5,4,2,3,3,2,1,0
283.96,2,3,5,2,0,2,6,9,5,3,3,10,9,7,2,4,6,6,3,1,3,4,2,1,0
286.38,2,4,6,2,0,2,6,9,5,3,3,10,9,7,2,4,6,6,3,1,3,4,2,1,0
288.8,1,4,5,2,0,3,6,9,5,2,3,9,9,7,3,4,6,6,3,0,3,3,2,1,0
291.22,1,4,4,2,0,3,6,9,5,2,3,9,10,7,3,4,7,7,3,0,3,3,2,1,0
293.64,1,4,4,2,0,3,6,9,5,2,3,9,10,7,3,4,7,7,3,0,3,3,2,1,0
296.06,1,4,4,2,0,2,6,9,5,2,3,9,10,7,3,4,7,7,3,0,2,3,2,1,0
298.48,1,4,4,2,0,2,5,9,6,2,3,9,10,7,3,4,7,7,3,1,2,2,2,1,0
300.9,1,4,4,1,0,2,5,9,6,2,3,10,10,7,3,4,7,7,4,1,2,2,2,1,0
303.32,1,4,4,1,0,2,5,7,6,2,3,10,10,6,2,4,7,7,5,1,2,2,2,0,0
305.74,1,4,4,1,0,3,5,7,6,2,3,11,10,6,2,4,7,7,5,1,1,2,2,0,0
308.16,1,4,4,1,0,2,5,7,6,2,3,11,10,6,2,4,7,7,6,1,1,2,4,0,0
310.58,1,4,4,2,0,2,5,6,7,2,3,10,11,6,2,4,7,7,6,1,0,3,4,0,0
313,1,4,4,2,0,3,4,7,7,2,3,11,11,6,2,4,7,7,6,1,0,3,3,0,0
315.42,1,4,4,2,0,3,4,7,7,2,3,11,11,6,2,3,8,7,6,1,0,3,3,0,0
317.84,1,4,4,2,0,3,4,8,6,2,2,11,11,6,2,4,8,7,6,1,0,4,3,0,0
320.26,1,4,4,2,0,3,6,8,6,2,2,11,11,7,2,3,8,7,6,2,0,3,3,0,0
322.68,1,4,4,2,0,3,6,8,7,2,2,10,11,7,2,3,7,7,7,2,0,2,3,0,0
325.1,1,4,4,2,0,3,6,8,7,2,2,10,11,7,2,3,7,8,7,2,0,2,2,0,0
327.52,1,3,4,2,0,3,6,7,6,2,2,10,11,8,2,3,7,8,7,2,0,2,2,0,0
329.94,1,3,4,2,0,3,6,7,6,2,2,10,10,9,2,3,7,8,8,2,0,2,2,0,0
332.36,1,3,4,2,0,3,6,7,6,2,2,9,10,9,2,2,7,8,8,2,0,2,2,0,0
334.78,1,2,4,2,0,3,6,8,5,1,2,9,10,9,2,3,6,8,8,2,0,2,3,0,0
337.2,1,2,4,2,0,3,6,7,5,1,2,9,11,9,2,3,6,8,8,2,0,2,3,0,0
339.62,1,2,4,1,0,3,6,7,4,0,2,9,11,9,2,3,6,8,8,2,0,2,3,0,0
342.04,2,2,4,1,0,2,5,7,4,0,2,9,11,9,3,3,6,8,8,3,0,2,3,0,0
344.46,1,2,4,1,0,2,6,7,4,1,2,9,11,10,3,3,6,8,8,3,0,2,3,1,1
346.88,1,2,4,1,0,2,7,7,4,1,3,9,11,10,3,3,6,8,8,3,0,3,3,2,1
349.3,2,2,4,1,0,2,7,7,3,1,3,9,11,9,3,2,6,8,7,3,0,2,3,2,1
351.72,2,2,4,1,0,2,7,8,4,1,2,9,11,9,3,2,6,8,7,3,0,2,3,2,1
354.14,2,2,3,2,0,2,7,8,5,1,2,9,10,9,3,1,6,9,7,3,0,2,3,3,1
356.56,2,2,3,2,0,2,7,8,6,1,2,9,11,9,4,1,6,9,7,3,0,2,4,3,1
358.98,1,2,3,2,0,2,7,8,6,1,2,9,11,9,4,2,5,8,6,3,0,2,4,3,2
361.4,1,2,3,3,0,2,7,8,6,1,2,9,11,9,4,2,3,8,6,3,1,2,4,3,2
363.82,1,4,3,3,0,2,7,8,6,1,2,9,11,9,3,2,3,8,6,3,1,2,4,3,2
366.24,1,3,3,3,0,2,7,8,6,1,2,9,10,9,3,2,3,7,6,3,1,2,4,3,2
368.66,1,3,3,3,0,2,7,8,6,1,2,9,10,9,3,2,4,7,6,3,1,2,4,3,2
371.08,1,3,3,3,0,2,7,8,6,1,2,8,10,9,3,2,5,7,6,3,1,2,4,3,2
373.5,1,3,3,4,1,2,7,8,6,1,2,8,10,9,3,2,4,7,6,2,1,2,3,3,2
375.92,1,3,3,4,1,2,7,8,6,1,2,7,10,9,3,2,4,7,6,2,1,2,3,3,2
378.34,1,3,3,3,1,2,7,8,5,1,2,6,9,9,3,3,5,7,6,2,1,2,3,3,2
380.76,1,3,3,3,1,2,6,8,5,1,3,4,9,9,2,3,5,6,6,2,1,2,2,3,2
383.18,1,2,3,3,1,2,6,8,5,1,3,5,9,9,3,3,5,6,6,3,1,2,2,2,2
385.6,1,3,3,3,1,2,5,6,5,1,3,4,9,9,3,3,5,6,6,3,1,1,2,2,2
388.02,1,3,4,3,1,2,5,6,6,1,3,4,9,9,3,2,5,6,6,3,1,1,2,2,2
390.44,1,3,4,4,1,3,6,6,6,1,3,4,9,8,4,2,5,6,6,3,1,1,2,2,2
392.86,1,3,4,3,1,3,6,6,6,1,2,5,9,7,4,2,5,6,5,3,1,1,2,2,2
395.28,2,3,4,3,1,3,5,6,6,4,2,5,9,7,4,2,5,6,5,3,1,1,2,2,2
397.7,2,3,4,3,1,2,5,6,6,4,2,5,9,7,3,2,5,6,5,3,1,1,3,2,2
400.12,2,3,4,4,1,2,5,6,6,4,2,5,10,7,3,1,5,6,5,3,0,1,3,2,2
402.54,2,3,4,4,1,2,5,6,6,4,2,5,9,7,3,1,5,6,5,3,0,1,3,3,2
404.96,2,3,5,4,1,2,5,6,6,4,2,5,9,7,3,1,5,6,5,3,0,1,2,3,2
407.38,2,3,5,4,0,2,5,6,6,4,2,5,9,7,3,1,5,6,5,3,0,1,2,3,2
409.8,1,3,5,4,0,2,4,6,6,4,2,5,9,7,2,1,5,6,5,3,0,1,3,3,2
412.22,1,3,5,4,0,2,4,6,6,5,2,5,9,7,3,1,5,6,6,3,0,3,3,3,2
414.64,1,3,5,4,0,2,4,6,6,5,2,5,9,7,3,1,5,5,6,3,0,3,3,3,2
417.06,1,3,4,4,1,3,4,6,6,5,3,5,9,7,3,1,5,5,5,3,0,3,3,3,2
419.48,1,3,4,4,1,3,4,6,6,5,3,5,10,5,3,1,5,5,6,3,0,3,3,4,2
421.9,1,3,3,4,2,3,5,7,6,5,3,5,9,6,3,1,5,6,6,3,0,3,3,4,2
424.32,1,3,3,4,3,3,5,7,6,5,4,5,8,6,3,1,5,6,6,3,1,3,4,4,2
426.74,1,3,3,4,3,3,5,7,6,5,4,5,8,6,3,1,5,6,6,3,1,3,4,4,2
429.16,1,3,3,4,3,3,5,7,6,5,4,4,8,6,3,1,4,6,6,3,1,3,4,4,2
431.58,1,3,3,4,3,3,5,7,6,5,3,4,8,6,3,1,3,6,6,3,1,3,5,4,2
434,1,4,3,4,2,3,4,7,6,5,4,4,6,6,3,1,3,6,6,3,1,3,5,4,2
436.42,1,4,3,4,2,3,4,7,6,5,4,5,6,7,3,1,3,6,6,3,1,3,5,4,2
438.84,1,4,3,4,2,3,4,7,6,5,3,5,7,7,3,1,3,6,7,3,1,3,5,4,2
441.26,1,3,3,4,2,3,4,6,6,5,3,5,6,7,3,1,4,6,7,3,1,3,5,4,2
443.68,1,3,3,4,1,3,4,6,6,5,3,5,7,7,3,1,4,7,7,3,1,2,5,4,3
446.1,1,3,4,3,1,3,4,6,6,4,3,5,8,7,3,1,4,7,7,3,1,2,5,4,3
448.52,1,3,4,3,1,3,5,7,6,4,3,5,8,7,3,1,4,7,7,3,1,2,6,4,3
450.94,1,3,4,3,1,3,5,6,6,3,3,5,8,8,3,2,4,7,7,2,1,2,6,4,2
453.36,1,2,4,3,0,3,5,6,6,3,2,4,8,8,3,2,4,7,6,2,1,2,6,4,1
455.78,2,2,4,3,1,3,5,6,6,3,2,4,8,8,3,2,4,7,6,2,1,2,6,4,1
458.2,2,2,4,3,1,3,5,6,6,3,2,5,8,8,3,2,4,7,6,2,1,2,6,4,1
460.62,2,2,4,4,1,3,5,6,6,2,2,5,8,8,2,2,5,7,5,2,1,2,6,4,1
463.04,2,2,4,4,2,3,6,6,6,2,2,7,7,8,2,2,5,7,5,1,1,3,6,4,1
465.46,2,2,4,4,2,3,6,6,6,2,2,7,9,8,2,2,6,7,5,1,1,3,6,4,1
467.88,2,3,4,4,2,3,6,6,6,2,2,7,9,8,2,2,6,7,5,1,1,3,6,4,1
470.3,1,3,4,4,2,3,6,6,6,2,2,7,9,8,2,2,6,7,5,1,1,3,6,3,1
472.72,1,3,4,3,2,3,6,6,6,2,2,7,9,8,2,2,6,6,5,1,2,3,6,3,1
475.14,1,3,4,3,2,3,6,6,6,2,2,7,9,8,2,2,5,6,5,1,1,3,6,3,1
477.56,1,3,4,3,2,3,6,6,6,2,2,6,9,7,2,2,6,6,5,1,1,3,5,3,1
479.98,1,3,3,2,2,3,6,6,6,2,2,7,9,7,2,2,6,6,5,1,1,3,5,3,1
482.4,1,2,2,2,2,3,5,6,5,2,2,7,9,7,2,3,7,6,5,2,1,3,5,4,1
