X,ieee802154Narrow.computer[0].appl/Number of packets sent from anchor 12
1.86,3
4.28,6
6.7,7
9.12,8
11.54,8
13.96,8
16.38,8
18.8,10
21.22,10
23.64,10
26.06,10
28.48,12
30.9,12
33.32,12
35.74,12
38.16,12
40.58,12
43,13
45.42,14
47.84,13
50.26,14
52.68,12
55.1,14
57.52,12
59.94,14
62.36,14
64.78,14
67.2,13
69.62,13
72.04,13
74.46,13
76.88,13
79.3,12
81.72,14
84.14,14
86.56,13
88.98,13
91.4,12
93.82,12
96.24,12
98.66,12
101.08,12
103.5,12
105.92,12
108.34,12
110.76,12
113.18,11
115.6,11
118.02,11
120.44,9
122.86,11
125.28,10
127.7,9
130.12,10
132.54,10
134.96,9
137.38,10
139.8,8
142.22,8
144.64,8
147.06,9
149.48,10
151.9,10
154.32,10
156.74,10
159.16,9
161.58,10
164,9
166.42,10
168.84,10
171.26,10
173.68,10
176.1,11
178.52,11
180.94,10
183.36,10
185.78,9
188.2,10
190.62,11
193.04,11
195.46,12
197.88,11
200.3,12
202.72,12
205.14,13
207.56,14
209.98,14
212.4,14
214.82,14
217.24,14
219.66,14
222.08,14
224.5,14
226.92,14
229.34,13
231.76,13
234.18,14
236.6,14
239.02,14
241.44,14
243.86,14
246.28,14
248.7,14
251.12,12
253.54,14
255.96,12
258.38,13
260.8,13
263.22,12
265.64,11
268.06,12
270.48,12
272.9,12
275.32,12
277.74,13
280.16,13
282.58,12
285,11
287.42,11
289.84,11
292.26,13
294.68,13
297.1,14
299.52,14
301.94,14
304.36,13
306.78,11
309.2,11
311.62,11
314.04,11
316.46,10
318.88,9
321.3,9
323.72,9
326.14,9
328.56,9
330.98,10
333.4,8
335.82,8
338.24,8
340.66,8
343.08,7
345.5,7
347.92,7
350.34,6
352.76,7
355.18,7
357.6,7
360.02,8
362.44,9
364.86,9
367.28,9
369.7,9
372.12,9
374.54,8
376.96,8
379.38,8
381.8,10
384.22,10
386.64,10
389.06,11
391.48,11
393.9,10
396.32,11
398.74,11
401.16,11
403.58,11
406,10
408.42,11
410.84,11
413.26,11
415.68,11
418.1,11
420.52,11
422.94,9
425.36,10
427.78,10
430.2,10
432.62,10
435.04,10
437.46,10
439.88,10
442.3,10
444.72,11
447.14,11
449.56,11
451.98,9
454.4,9
456.82,9
459.24,9
461.66,8
464.08,8
466.5,9
468.92,8
471.34,8
473.76,8
476.18,8
478.6,8
481.02,8
483.44,8
