X,ieee802154Narrow.anchor[8].appl/Dropped Packets in AN - Max MAC BackOff tries
1.86,18
4.28,0
6.7,1
9.12,0
11.54,0
13.96,0
16.38,2
18.8,1
21.22,3
23.64,1
26.06,2
28.48,4
30.9,0
33.32,6
35.74,3
38.16,3
40.58,4
43,3
45.42,5
47.84,4
50.26,0
52.68,1
55.1,1
57.52,2
59.94,2
62.36,1
64.78,2
67.2,3
69.62,1
72.04,1
74.46,1
76.88,3
79.3,2
81.72,1
84.14,2
86.56,0
88.98,2
91.4,0
93.82,4
96.24,0
98.66,0
101.08,2
103.5,2
105.92,3
108.34,4
110.76,4
113.18,1
115.6,2
118.02,1
120.44,2
122.86,2
125.28,4
127.7,3
130.12,1
132.54,1
134.96,1
137.38,0
139.8,1
142.22,0
144.64,0
147.06,1
149.48,2
151.9,2
154.32,5
156.74,4
159.16,1
161.58,4
164,2
166.42,4
168.84,1
171.26,1
173.68,3
176.1,2
178.52,4
180.94,5
183.36,0
185.78,1
188.2,0
190.62,2
193.04,1
195.46,2
197.88,2
200.3,3
202.72,4
205.14,2
207.56,4
209.98,2
212.4,4
214.82,2
217.24,0
219.66,3
222.08,2
224.5,2
226.92,0
229.34,3
231.76,1
234.18,1
236.6,1
239.02,0
241.44,0
243.86,3
246.28,0
248.7,0
251.12,0
253.54,0
255.96,1
258.38,1
260.8,2
263.22,1
265.64,1
268.06,0
270.48,1
272.9,0
275.32,3
277.74,1
280.16,2
282.58,3
285,2
287.42,2
289.84,3
292.26,2
294.68,0
297.1,3
299.52,4
301.94,0
304.36,1
306.78,1
309.2,2
311.62,3
314.04,3
316.46,5
318.88,3
321.3,1
323.72,0
326.14,0
328.56,3
330.98,1
333.4,0
335.82,1
338.24,0
340.66,1
343.08,0
345.5,0
347.92,3
350.34,0
352.76,1
355.18,0
357.6,1
360.02,0
362.44,3
364.86,4
367.28,2
369.7,3
372.12,1
374.54,2
376.96,2
379.38,0
381.8,0
384.22,3
386.64,9
389.06,3
391.48,3
393.9,2
396.32,4
398.74,1
401.16,2
403.58,0
406,0
408.42,1
410.84,4
413.26,1
415.68,2
418.1,4
420.52,3
422.94,1
425.36,5
427.78,1
430.2,0
432.62,7
435.04,1
437.46,2
439.88,1
442.3,2
444.72,11
447.14,3
449.56,1
451.98,5
454.4,2
456.82,4
459.24,6
461.66,4
464.08,4
466.5,4
468.92,7
471.34,2
473.76,0
476.18,3
478.6,5
481.02,2
483.44,1
