X,ieee802154Narrow.anchor[8].appl/Dropped Packets in AN - No ACK received
1.86,3
4.28,0
6.7,0
9.12,1
11.54,1
13.96,0
16.38,1
18.8,1
21.22,0
23.64,1
26.06,3
28.48,0
30.9,0
33.32,0
35.74,0
38.16,1
40.58,1
43,1
45.42,1
47.84,0
50.26,2
52.68,2
55.1,0
57.52,0
59.94,0
62.36,0
64.78,0
67.2,2
69.62,0
72.04,0
74.46,2
76.88,0
79.3,0
81.72,1
84.14,0
86.56,0
88.98,0
91.4,1
93.82,1
96.24,0
98.66,0
101.08,0
103.5,0
105.92,1
108.34,0
110.76,0
113.18,0
115.6,3
118.02,1
120.44,1
122.86,0
125.28,0
127.7,1
130.12,0
132.54,0
134.96,2
137.38,0
139.8,0
142.22,2
144.64,1
147.06,4
149.48,3
151.9,0
154.32,0
156.74,0
159.16,0
161.58,0
164,2
166.42,0
168.84,0
171.26,2
173.68,1
176.1,3
178.52,2
180.94,2
183.36,1
185.78,1
188.2,3
190.62,1
193.04,1
195.46,1
197.88,2
200.3,3
202.72,0
205.14,1
207.56,2
209.98,0
212.4,1
214.82,1
217.24,1
219.66,0
222.08,0
224.5,0
226.92,3
229.34,3
231.76,2
234.18,1
236.6,5
239.02,3
241.44,0
243.86,0
246.28,1
248.7,1
251.12,1
253.54,2
255.96,0
258.38,1
260.8,0
263.22,0
265.64,0
268.06,1
270.48,0
272.9,0
275.32,0
277.74,1
280.16,0
282.58,1
285,0
287.42,0
289.84,0
292.26,0
294.68,0
297.1,0
299.52,0
301.94,2
304.36,1
306.78,1
309.2,0
311.62,2
314.04,0
316.46,1
318.88,1
321.3,0
323.72,0
326.14,0
328.56,2
330.98,1
333.4,1
335.82,0
338.24,1
340.66,0
343.08,1
345.5,1
347.92,0
350.34,2
352.76,0
355.18,0
357.6,0
360.02,1
362.44,3
364.86,1
367.28,0
369.7,0
372.12,3
374.54,0
376.96,0
379.38,0
381.8,0
384.22,0
386.64,0
389.06,4
391.48,2
393.9,3
396.32,2
398.74,1
401.16,1
403.58,0
406,0
408.42,2
410.84,0
413.26,1
415.68,1
418.1,2
420.52,0
422.94,1
425.36,2
427.78,0
430.2,1
432.62,0
435.04,0
437.46,1
439.88,0
442.3,0
444.72,0
447.14,1
449.56,0
451.98,0
454.4,1
456.82,0
459.24,0
461.66,0
464.08,0
466.5,1
468.92,1
471.34,0
473.76,0
476.18,0
478.6,0
481.02,0
483.44,0
