X,ieee802154Narrow.anchor[12].appl/Number of AN Reports with ACK
1.86,14
4.28,19
6.7,19
9.12,19
11.54,21
13.96,21
16.38,21
18.8,24
21.22,22
23.64,27
26.06,24
28.48,28
30.9,27
33.32,26
35.74,29
38.16,27
40.58,31
43,29
45.42,29
47.84,30
50.26,29
52.68,25
55.1,29
57.52,29
59.94,32
62.36,32
64.78,31
67.2,32
69.62,33
72.04,31
74.46,32
76.88,32
79.3,33
81.72,30
84.14,31
86.56,30
88.98,30
91.4,30
93.82,28
96.24,26
98.66,27
101.08,30
103.5,29
105.92,28
108.34,28
110.76,29
113.18,31
115.6,30
118.02,31
120.44,31
122.86,31
125.28,31
127.7,29
130.12,28
132.54,29
134.96,27
137.38,25
139.8,28
142.22,30
144.64,27
147.06,27
149.48,26
151.9,25
154.32,24
156.74,24
159.16,23
161.58,21
164,24
166.42,27
168.84,26
171.26,25
173.68,28
176.1,28
178.52,30
180.94,27
183.36,27
185.78,30
188.2,31
190.62,32
193.04,32
195.46,33
197.88,34
200.3,33
202.72,34
205.14,34
207.56,34
209.98,33
212.4,35
214.82,34
217.24,31
219.66,30
222.08,29
224.5,25
226.92,37
229.34,33
231.76,36
234.18,38
236.6,36
239.02,35
241.44,38
243.86,38
246.28,38
248.7,38
251.12,34
253.54,36
255.96,36
258.38,35
260.8,35
263.22,35
265.64,33
268.06,32
270.48,32
272.9,32
275.32,33
277.74,34
280.16,33
282.58,30
285,29
287.42,29
289.84,29
292.26,29
294.68,29
297.1,29
299.52,28
301.94,29
304.36,26
306.78,26
309.2,25
311.62,25
314.04,25
316.46,25
318.88,25
321.3,25
323.72,26
326.14,27
328.56,27
330.98,28
333.4,28
335.82,28
338.24,28
340.66,29
343.08,28
345.5,27
347.92,26
350.34,26
352.76,24
355.18,24
357.6,24
360.02,26
362.44,26
364.86,28
367.28,28
369.7,28
372.12,29
374.54,29
376.96,30
379.38,31
381.8,30
384.22,29
386.64,31
389.06,29
391.48,29
393.9,30
396.32,29
398.74,29
401.16,28
403.58,28
406,27
408.42,28
410.84,28
413.26,29
415.68,28
418.1,28
420.52,28
422.94,28
425.36,26
427.78,27
430.2,28
432.62,24
435.04,28
437.46,28
439.88,27
442.3,29
444.72,30
447.14,30
449.56,27
451.98,27
454.4,27
456.82,27
459.24,27
461.66,25
464.08,25
466.5,26
468.92,27
471.34,25
473.76,26
476.18,25
478.6,25
481.02,24
483.44,25
