X,ieee802154Narrow.anchor[8].appl/Number of packets from this anchor
0.82,7
3.24,7
5.66,7
8.08,7
10.5,7
12.92,7
15.34,7
17.76,7
20.18,7
22.6,7
25.02,8
27.44,8
29.86,8
32.28,8
34.7,8
37.12,8
39.54,7
41.96,5
44.38,4
46.8,4
49.22,5
51.64,6
54.06,6
56.48,6
58.9,6
61.32,6
63.74,8
66.16,8
68.58,8
71,8
73.42,8
75.84,8
78.26,7
80.68,7
83.1,7
85.52,7
87.94,7
90.36,7
92.78,7
95.2,7
97.62,7
100.04,7
102.46,7
104.88,6
107.3,6
109.72,6
112.14,7
114.56,5
116.98,5
119.4,5
121.82,5
124.24,5
126.66,5
129.08,5
131.5,5
133.92,5
136.34,5
138.76,6
141.18,6
143.6,6
146.02,6
148.44,6
150.86,6
153.28,8
155.7,8
158.12,8
160.54,9
162.96,9
165.38,9
167.8,9
170.22,9
172.64,9
175.06,9
177.48,9
179.9,9
182.32,9
184.74,10
187.16,10
189.58,10
192,10
194.42,10
196.84,10
199.26,10
201.68,10
204.1,11
206.52,11
208.94,12
211.36,12
213.78,12
216.2,12
218.62,12
221.04,11
223.46,11
225.88,12
228.3,11
230.72,11
233.14,10
235.56,10
237.98,10
240.4,10
242.82,10
245.24,10
247.66,10
250.08,9
252.5,9
254.92,9
257.34,9
259.76,9
262.18,8
264.6,8
267.02,7
269.44,5
271.86,5
274.28,5
276.7,5
279.12,5
281.54,4
283.96,4
286.38,4
288.8,4
291.22,4
293.64,3
296.06,3
298.48,3
300.9,3
303.32,3
305.74,3
308.16,3
310.58,3
313,3
315.42,3
317.84,3
320.26,3
322.68,3
325.1,3
327.52,3
329.94,3
332.36,2
334.78,2
337.2,2
339.62,3
342.04,3
344.46,3
346.88,3
349.3,2
351.72,2
354.14,2
356.56,2
358.98,2
361.4,2
363.82,2
366.24,2
368.66,2
371.08,2
373.5,2
375.92,2
378.34,2
380.76,2
383.18,1
385.6,2
388.02,2
390.44,1
392.86,1
395.28,1
397.7,1
400.12,1
402.54,1
404.96,1
407.38,1
409.8,1
412.22,1
414.64,1
417.06,1
419.48,2
421.9,2
424.32,2
426.74,2
429.16,2
431.58,2
434,2
436.42,2
438.84,2
441.26,2
443.68,3
446.1,3
448.52,4
450.94,4
453.36,4
455.78,4
458.2,4
460.62,4
463.04,4
465.46,4
467.88,4
470.3,5
472.72,5
475.14,5
477.56,4
479.98,4
482.4,4
