X,ieee802154Narrow.anchor[12].appl/Number of packets from this anchor
0.82,5
3.24,6
5.66,7
8.08,7
10.5,9
12.92,10
15.34,10
17.76,10
20.18,10
22.6,10
25.02,10
27.44,10
29.86,9
32.28,9
34.7,10
37.12,10
39.54,11
41.96,10
44.38,10
46.8,10
49.22,10
51.64,9
54.06,9
56.48,9
58.9,9
61.32,10
63.74,10
66.16,11
68.58,12
71,12
73.42,12
75.84,12
78.26,11
80.68,11
83.1,10
85.52,10
87.94,10
90.36,10
92.78,10
95.2,10
97.62,10
100.04,10
102.46,10
104.88,10
107.3,10
109.72,10
112.14,10
114.56,9
116.98,8
119.4,8
121.82,8
124.24,8
126.66,8
129.08,10
131.5,10
133.92,10
136.34,10
138.76,10
141.18,11
143.6,11
146.02,11
148.44,11
150.86,12
153.28,12
155.7,12
158.12,12
160.54,12
162.96,13
165.38,13
167.8,13
170.22,13
172.64,13
175.06,14
177.48,13
179.9,13
182.32,13
184.74,11
187.16,11
189.58,10
192,9
194.42,9
196.84,9
199.26,9
201.68,9
204.1,9
206.52,9
208.94,9
211.36,8
213.78,8
216.2,8
218.62,9
221.04,10
223.46,10
225.88,10
228.3,10
230.72,10
233.14,10
235.56,9
237.98,9
240.4,9
242.82,9
245.24,10
247.66,10
250.08,10
252.5,10
254.92,10
257.34,10
259.76,10
262.18,11
264.6,10
267.02,11
269.44,12
271.86,12
274.28,12
276.7,11
279.12,11
281.54,11
283.96,11
286.38,11
288.8,11
291.22,11
293.64,11
296.06,11
298.48,10
300.9,10
303.32,10
305.74,9
308.16,9
310.58,9
313,10
315.42,10
317.84,10
320.26,11
322.68,11
325.1,11
327.52,11
329.94,11
332.36,12
334.78,12
337.2,12
339.62,12
342.04,12
344.46,12
346.88,12
349.3,12
351.72,12
354.14,12
356.56,12
358.98,12
361.4,12
363.82,12
366.24,11
368.66,10
371.08,10
373.5,9
375.92,9
378.34,9
380.76,9
383.18,10
385.6,10
388.02,10
390.44,9
392.86,9
395.28,9
397.7,9
400.12,9
402.54,9
404.96,9
407.38,9
409.8,9
412.22,9
414.64,9
417.06,9
419.48,9
421.9,9
424.32,8
426.74,8
429.16,8
431.58,7
434,7
436.42,6
438.84,7
441.26,7
443.68,7
446.1,7
448.52,7
450.94,7
453.36,8
455.78,8
458.2,8
460.62,8
463.04,9
465.46,8
467.88,8
470.3,8
472.72,9
475.14,9
477.56,9
479.98,9
482.4,9
