X,ieee802154Narrow.anchor[0].appl/Number of packets from this anchor,ieee802154Narrow.anchor[1].appl/Number of packets from this anchor,ieee802154Narrow.anchor[2].appl/Number of packets from this anchor,ieee802154Narrow.anchor[3].appl/Number of packets from this anchor,ieee802154Narrow.anchor[4].appl/Number of packets from this anchor,ieee802154Narrow.anchor[5].appl/Number of packets from this anchor,ieee802154Narrow.anchor[6].appl/Number of packets from this anchor,ieee802154Narrow.anchor[7].appl/Number of packets from this anchor,ieee802154Narrow.anchor[8].appl/Number of packets from this anchor,ieee802154Narrow.anchor[9].appl/Number of packets from this anchor,ieee802154Narrow.anchor[10].appl/Number of packets from this anchor,ieee802154Narrow.anchor[11].appl/Number of packets from this anchor,ieee802154Narrow.anchor[12].appl/Number of packets from this anchor,ieee802154Narrow.anchor[13].appl/Number of packets from this anchor,ieee802154Narrow.anchor[14].appl/Number of packets from this anchor,ieee802154Narrow.anchor[15].appl/Number of packets from this anchor,ieee802154Narrow.anchor[16].appl/Number of packets from this anchor,ieee802154Narrow.anchor[17].appl/Number of packets from this anchor,ieee802154Narrow.anchor[18].appl/Number of packets from this anchor,ieee802154Narrow.anchor[19].appl/Number of packets from this anchor,ieee802154Narrow.anchor[20].appl/Number of packets from this anchor,ieee802154Narrow.anchor[21].appl/Number of packets from this anchor,ieee802154Narrow.anchor[22].appl/Number of packets from this anchor,ieee802154Narrow.anchor[23].appl/Number of packets from this anchor,ieee802154Narrow.anchor[24].appl/Number of packets from this anchor
32.28,0,0,0,0,0,2,4,5,5,2,2,7,13,12,4,2,4,11,10,4,0,3,6,5,1
34.7,0,0,0,0,0,1,4,5,5,0,1,7,13,12,4,1,4,12,10,5,0,3,6,5,1
37.12,0,1,0,0,0,1,4,5,5,0,1,7,13,12,4,1,4,12,10,5,0,3,6,5,1
39.54,1,1,1,0,0,1,4,6,5,0,1,8,13,12,4,1,4,11,9,4,0,3,5,5,1
41.96,1,1,1,0,0,1,5,6,5,0,1,8,13,12,4,1,5,11,10,4,0,1,5,4,1
44.38,1,1,1,0,0,1,5,6,6,0,1,9,13,12,4,1,5,11,10,4,0,1,5,4,1
46.8,1,1,2,0,0,1,5,6,7,0,1,9,13,12,4,1,5,11,10,4,0,1,5,4,0
49.22,1,1,2,0,0,1,4,6,6,0,1,9,13,12,5,1,5,11,10,4,0,2,5,4,0
51.64,1,1,2,0,0,1,5,6,6,0,1,9,14,11,4,0,5,11,10,4,0,2,4,3,0
54.06,1,2,2,0,0,1,5,7,7,0,1,9,14,11,4,0,6,11,10,4,0,2,3,3,0
56.48,1,2,2,0,0,1,5,8,7,0,1,10,14,11,4,0,6,11,8,3,0,2,3,3,0
58.9,1,2,2,1,0,1,5,8,6,1,1,10,14,11,4,0,6,11,8,3,0,2,3,3,0
61.32,1,2,2,1,0,1,6,8,6,1,1,10,14,11,4,0,6,11,8,3,0,2,3,3,0
63.74,1,2,2,1,0,1,6,8,6,1,1,9,14,11,4,0,6,11,8,3,0,1,4,3,0
66.16,1,2,2,2,0,1,6,9,6,1,1,9,14,10,4,0,6,11,8,3,0,1,2,3,0
68.58,1,3,2,2,0,1,6,9,6,1,1,8,14,9,4,0,6,11,8,3,0,1,2,3,0
71,1,3,2,2,0,1,6,8,6,1,3,7,14,9,3,0,6,11,8,3,0,1,2,3,0
73.42,1,3,2,2,0,1,6,9,6,1,4,8,14,9,3,0,6,11,8,4,0,1,2,3,0
75.84,1,3,2,2,0,1,6,9,5,1,4,8,14,8,3,0,6,11,8,4,0,1,2,2,0
78.26,1,3,2,2,0,1,7,9,5,1,4,9,14,8,4,0,6,11,8,5,0,1,2,1,0
80.68,1,3,2,2,0,1,7,9,4,1,4,8,13,8,4,0,6,10,8,4,0,1,2,1,0
83.1,1,3,2,2,0,1,8,10,4,1,4,8,13,8,4,0,7,10,7,4,0,1,2,2,0
85.52,1,3,2,2,0,2,8,10,4,1,4,8,13,8,4,0,7,9,6,3,0,1,2,3,0
87.94,1,3,2,2,0,2,9,10,5,2,4,9,12,8,4,2,7,9,5,3,0,1,2,3,0
90.36,1,3,2,2,0,4,9,10,6,2,4,9,12,8,4,2,7,9,5,3,0,1,2,3,0
92.78,1,3,3,2,0,4,9,10,6,2,4,9,12,8,4,2,7,8,5,3,1,1,2,3,0
95.2,1,3,3,2,0,4,8,9,6,2,4,9,12,8,4,2,6,8,4,3,1,2,2,3,0
97.62,0,4,3,3,0,4,8,9,6,2,4,9,12,8,4,2,5,8,5,3,1,2,3,3,0
100.04,0,4,3,3,0,4,8,9,7,2,3,9,12,8,4,2,5,8,5,3,1,2,3,3,0
102.46,0,2,3,2,0,4,7,9,7,2,3,9,12,8,4,2,4,7,5,3,1,2,3,3,1
104.88,0,3,3,2,0,4,7,9,7,2,3,9,11,8,4,2,3,7,5,3,1,2,3,3,2
107.3,0,3,3,2,0,4,7,9,7,2,3,8,10,8,4,2,3,7,5,3,1,2,3,3,2
109.72,0,3,3,2,0,4,7,9,7,2,3,8,9,8,5,2,3,6,5,3,1,2,3,3,2
112.14,0,3,4,2,0,4,7,9,7,2,3,8,9,8,5,2,3,6,5,3,1,2,3,3,2
114.56,1,3,4,2,0,4,7,9,7,2,4,8,9,8,5,2,3,5,5,3,1,2,3,3,2
116.98,1,3,5,2,0,3,7,9,8,2,4,8,10,9,5,2,3,4,5,3,1,2,3,3,2
119.4,2,4,5,2,0,3,8,9,8,2,4,8,9,9,5,2,3,4,5,3,1,2,2,3,2
121.82,2,4,4,2,0,3,8,9,8,2,4,8,9,9,5,2,3,4,5,3,1,2,2,3,2
124.24,2,4,4,2,0,3,8,9,8,2,4,8,10,8,4,2,3,5,5,3,1,2,2,3,2
126.66,2,4,4,2,0,3,7,9,8,2,4,8,9,7,3,2,3,5,5,4,1,2,2,3,2
129.08,2,4,4,2,0,3,7,8,7,2,4,8,9,7,3,2,3,5,5,4,0,2,1,3,2
131.5,2,4,4,2,0,3,8,8,7,2,4,8,9,7,3,2,3,5,5,4,0,2,1,3,2
133.92,2,4,4,3,0,3,8,8,7,1,4,8,9,6,3,2,3,4,6,4,0,2,1,3,2
136.34,2,4,5,3,0,4,8,7,7,1,5,8,9,6,3,2,3,4,6,4,0,2,1,3,2
138.76,2,4,4,3,0,4,8,7,7,1,5,8,10,8,3,2,3,4,6,4,0,2,1,3,2
141.18,2,4,4,3,0,4,8,7,7,1,5,7,10,8,4,2,3,5,6,4,0,1,1,3,2
143.6,2,4,4,3,0,4,8,7,6,1,5,7,10,8,4,2,3,5,6,4,0,1,1,3,2
146.02,2,3,4,3,0,4,9,8,6,1,5,9,10,8,4,2,3,5,6,3,0,0,1,4,2
148.44,2,3,4,2,0,4,9,8,6,1,5,8,11,9,4,2,3,4,6,3,0,0,1,4,2
150.86,2,3,4,2,0,5,9,8,6,1,5,9,11,9,4,2,3,4,6,3,0,0,1,4,2
153.28,2,3,4,2,0,5,9,8,6,1,5,9,10,9,4,2,3,4,6,3,0,0,1,4,2
155.7,2,4,4,3,0,5,9,8,5,1,5,9,10,9,4,2,3,4,6,3,0,0,1,3,2
158.12,2,4,4,3,0,5,9,8,5,1,5,7,11,9,4,2,3,4,5,3,0,0,1,3,3
160.54,1,4,4,3,0,5,7,8,5,2,5,7,10,9,4,2,3,4,5,3,0,0,1,3,3
162.96,1,4,4,4,0,5,7,9,5,2,5,7,9,8,4,1,3,4,5,3,0,0,1,3,3
165.38,1,4,3,4,0,5,7,8,4,3,5,7,9,8,4,1,3,4,5,3,0,0,0,3,3
167.8,1,3,3,4,0,5,7,8,5,3,5,7,9,8,4,1,3,4,5,3,0,0,0,3,3
170.22,1,3,3,4,0,5,7,8,5,3,5,7,9,8,5,1,3,5,5,4,0,0,0,3,3
172.64,1,3,3,3,1,5,7,8,5,3,5,7,9,8,5,1,4,5,5,4,0,0,0,4,2
175.06,1,3,3,3,1,5,7,8,5,3,5,7,10,8,5,1,4,4,5,4,0,0,0,4,2
177.48,1,3,3,3,1,5,7,8,6,3,5,7,10,8,5,1,3,4,6,4,0,0,1,3,2
179.9,0,3,3,2,0,6,7,7,5,3,5,7,10,8,5,2,2,4,6,4,0,0,1,3,2
182.32,0,3,3,2,0,6,7,7,6,3,5,7,11,8,5,2,2,4,6,4,0,0,1,3,2
184.74,0,3,3,2,0,6,7,7,6,2,5,7,11,8,5,3,2,4,7,4,0,0,1,3,1
187.16,0,3,3,2,0,6,7,7,6,2,5,7,11,8,4,2,1,4,7,4,0,0,1,3,1
189.58,0,3,3,2,0,6,7,7,6,3,5,7,12,8,4,3,2,6,7,4,0,0,1,3,1
192,0,3,4,2,0,6,7,8,6,3,5,7,13,8,4,3,2,5,7,4,0,0,1,3,1
194.42,1,4,4,2,0,6,7,8,6,3,5,8,13,9,4,3,2,5,7,4,0,0,1,3,1
196.84,1,4,4,2,0,6,7,8,6,3,4,8,13,9,4,3,2,5,7,5,0,0,1,2,1
199.26,1,4,4,2,0,6,7,8,7,2,4,8,12,9,4,3,2,6,7,5,0,0,1,2,2
201.68,2,3,4,2,0,6,7,8,7,2,4,8,12,9,3,3,2,7,7,5,0,0,1,2,2
204.1,2,3,4,2,0,6,7,8,7,2,4,8,11,9,3,3,2,7,7,5,0,0,2,2,2
206.52,2,3,4,1,0,6,8,9,7,1,4,8,11,9,3,3,2,7,6,5,0,0,2,2,2
208.94,2,3,3,1,0,6,8,9,7,1,5,9,11,9,3,3,3,6,6,5,0,0,2,2,2
211.36,2,3,3,1,0,4,8,9,7,1,5,8,11,9,3,2,3,6,6,5,0,0,2,2,2
213.78,2,3,2,1,0,4,8,10,8,1,5,8,11,9,3,2,3,7,6,3,0,0,2,2,2
216.2,2,3,4,1,0,4,8,10,8,1,5,8,11,9,3,2,3,7,6,3,0,0,2,2,2
218.62,2,3,4,2,0,4,8,10,8,1,5,7,11,9,3,2,3,7,6,3,0,0,2,2,2
221.04,2,3,4,2,0,3,7,10,8,1,5,7,10,9,4,2,3,7,6,3,0,0,2,2,2
223.46,2,3,4,2,0,3,7,9,7,1,4,7,10,9,4,2,3,7,5,3,0,0,2,2,2
225.88,2,3,3,4,0,3,6,9,7,1,4,6,11,9,3,2,3,8,5,3,0,0,2,2,2
228.3,2,3,3,3,0,3,6,9,7,2,3,7,12,8,3,2,3,8,6,3,0,0,2,3,2
230.72,2,3,3,3,0,3,6,8,7,2,3,7,12,9,4,2,3,8,6,4,0,0,2,3,1
233.14,2,3,3,3,0,3,6,8,7,3,3,7,11,9,4,2,3,8,6,4,0,0,2,3,2
235.56,2,3,3,3,0,3,7,8,6,3,3,7,12,9,4,2,4,8,7,3,0,0,2,3,1
237.98,2,3,3,3,1,3,7,8,6,3,3,7,11,9,4,2,4,8,7,3,0,0,2,3,1
240.4,1,3,3,3,1,3,7,8,6,3,3,7,11,9,4,2,4,9,7,3,0,0,2,4,1
242.82,1,3,3,3,1,3,8,9,5,3,3,7,11,9,4,2,4,9,7,3,0,0,2,4,1
245.24,1,3,4,3,1,2,8,9,6,3,3,7,11,9,4,2,5,9,7,3,0,1,2,4,1
247.66,1,3,4,3,1,2,8,9,6,3,3,7,10,9,4,2,5,8,7,2,0,1,2,4,1
250.08,1,3,4,3,1,2,8,9,6,3,3,7,10,9,4,2,6,8,7,2,0,1,2,4,1
252.5,1,3,5,3,1,2,7,9,7,3,3,6,9,9,3,2,6,8,7,2,0,1,2,4,1
254.92,1,3,5,4,2,2,7,10,7,3,3,6,9,8,3,2,5,8,7,2,0,1,2,4,1
257.34,1,3,5,4,2,2,6,10,7,3,2,6,9,8,3,2,5,8,7,3,0,1,2,4,2
259.76,1,3,5,4,2,2,6,10,7,3,2,7,9,8,3,2,5,9,7,3,0,1,2,3,2
262.18,1,3,5,4,2,2,5,9,7,2,2,7,9,8,3,1,5,9,7,3,0,1,2,3,2
264.6,1,3,5,4,2,2,5,8,7,2,2,7,8,7,3,1,5,7,7,3,0,2,2,3,2
267.02,1,3,6,4,2,2,5,8,7,2,2,7,10,6,3,1,5,6,7,3,0,2,2,3,2
269.44,1,3,6,4,2,2,5,8,7,3,2,7,10,6,3,1,5,6,6,3,0,2,2,3,2
271.86,1,3,6,4,2,2,5,9,7,3,2,6,9,6,3,1,5,6,6,3,0,3,2,3,2
274.28,0,3,6,4,2,2,5,9,7,3,2,6,10,5,3,1,5,6,6,3,0,3,3,3,2
276.7,0,4,6,4,2,2,5,9,7,3,2,6,11,5,3,1,5,6,5,3,0,3,3,3,2
279.12,0,4,6,3,2,2,5,9,7,3,2,7,11,5,3,2,5,6,5,3,0,3,3,3,1
281.54,0,4,6,3,1,2,5,9,6,3,2,7,11,6,3,2,4,6,5,3,0,3,3,3,1
283.96,0,4,6,3,1,1,5,9,6,2,2,7,11,6,3,2,4,6,5,3,1,3,3,2,1
286.38,0,5,6,3,1,2,5,9,7,2,2,7,11,6,3,2,4,7,5,3,2,3,3,2,1
288.8,0,5,6,3,1,2,5,9,7,3,1,7,10,6,3,2,4,7,5,3,2,3,3,2,1
291.22,0,4,7,3,1,2,5,9,6,2,1,7,10,6,3,2,4,7,5,4,2,3,3,2,1
293.64,0,4,7,3,1,3,6,9,5,2,1,7,10,6,3,2,4,7,4,4,2,3,3,2,1
296.06,0,4,7,3,2,3,6,9,5,2,1,7,10,6,3,3,4,7,4,4,2,3,3,2,1
298.48,0,4,7,3,2,2,6,9,5,2,0,7,10,6,4,3,4,6,4,4,2,3,3,3,1
300.9,0,4,6,3,2,2,6,8,5,2,0,7,10,6,3,3,4,6,4,4,2,3,3,2,1
303.32,1,4,6,4,2,2,6,8,6,3,0,7,10,6,3,3,4,6,4,3,2,3,3,2,1
305.74,1,4,6,4,2,2,6,8,6,3,0,7,10,7,3,2,4,6,4,3,2,3,3,2,1
308.16,1,4,6,4,2,1,6,8,6,3,0,7,10,7,3,2,4,6,4,3,2,3,3,2,1
310.58,1,4,6,4,2,1,6,9,6,3,0,7,9,7,3,2,4,6,5,3,2,3,3,2,1
313,1,3,6,3,2,1,6,9,7,3,0,7,9,7,3,2,4,6,5,3,2,3,3,2,1
315.42,1,3,6,3,2,1,6,9,8,3,0,7,8,6,3,2,4,6,5,3,2,2,4,2,1
317.84,1,2,6,3,2,1,6,9,8,3,0,8,8,7,2,2,4,6,5,3,2,2,4,2,1
320.26,1,2,6,4,2,1,6,9,8,3,0,8,8,8,2,2,4,5,5,3,2,2,3,2,1
322.68,1,2,6,4,2,1,6,9,8,3,1,7,8,8,2,2,4,5,5,3,2,2,3,2,1
325.1,1,2,6,4,2,2,6,10,8,3,1,8,8,9,2,2,4,5,5,3,2,2,3,2,1
327.52,1,2,6,4,1,2,6,10,8,3,1,8,8,9,3,2,4,6,5,2,2,2,3,2,1
329.94,1,3,5,4,1,2,5,10,8,4,1,7,9,9,3,2,5,6,5,2,2,2,3,2,1
332.36,1,3,4,3,1,2,5,10,8,4,1,7,10,9,3,2,5,7,5,2,2,2,3,2,1
334.78,1,3,4,3,1,2,6,9,8,4,1,7,10,9,3,2,5,7,5,2,2,2,3,2,1
337.2,1,3,3,3,1,2,6,9,8,4,2,7,11,9,3,2,5,7,6,2,2,2,4,2,1
339.62,1,3,3,3,1,2,6,9,7,4,2,7,11,9,3,2,5,8,6,2,1,2,4,2,1
342.04,1,3,4,3,1,2,6,9,7,4,2,8,11,8,3,2,5,8,5,2,1,2,4,2,1
344.46,1,3,5,3,1,2,6,10,8,4,2,8,11,9,4,2,6,8,5,3,1,2,3,2,1
346.88,1,3,5,2,1,2,6,10,8,4,2,9,11,9,4,2,6,9,5,3,1,3,3,2,1
349.3,2,3,4,2,1,2,6,9,8,4,3,9,12,9,4,1,5,9,7,3,1,3,3,2,1
351.72,2,3,4,2,1,2,6,9,8,3,3,9,12,8,4,1,5,9,7,3,1,3,3,2,1
354.14,2,3,4,2,1,2,6,9,8,3,3,9,14,8,4,1,6,9,7,3,1,3,3,2,1
356.56,2,3,4,2,1,2,5,9,7,3,3,9,13,8,4,1,6,9,7,3,1,3,3,2,0
358.98,2,3,4,2,1,2,5,10,7,3,4,9,13,8,4,1,5,9,7,3,1,3,3,2,0
361.4,2,3,4,2,1,3,5,10,7,3,4,9,13,8,4,1,5,10,7,3,0,3,3,2,0
363.82,2,3,4,2,1,3,5,10,7,3,3,9,12,8,4,1,5,9,7,3,0,3,3,2,0
366.24,2,2,4,2,1,3,5,10,6,2,3,9,12,8,4,1,5,9,7,2,0,3,3,2,0
368.66,2,2,4,2,1,3,5,10,6,1,3,8,13,9,4,1,5,9,7,2,0,2,3,2,0
371.08,2,2,4,2,1,3,7,10,6,1,3,8,13,9,3,2,5,9,7,2,0,2,3,3,0
373.5,2,3,3,2,1,4,7,9,6,1,3,8,13,9,3,2,5,9,7,2,0,1,2,2,0
375.92,1,3,3,2,1,4,7,7,6,1,3,8,12,9,3,2,5,8,6,2,0,1,2,2,0
378.34,1,3,3,2,1,5,7,7,5,1,4,9,12,9,3,2,5,8,6,1,0,1,2,1,0
380.76,1,3,3,2,1,5,7,7,4,2,4,9,12,9,3,2,5,8,5,1,0,1,3,2,0
383.18,1,3,3,2,1,5,7,7,3,2,4,9,12,9,3,2,7,8,5,1,0,1,3,2,0
385.6,1,3,3,2,1,5,7,7,3,2,4,10,12,9,3,3,7,7,5,1,1,1,3,2,0
388.02,1,3,3,1,1,5,7,8,3,2,4,11,12,9,3,3,7,7,5,1,1,1,3,3,0
390.44,1,3,3,1,1,5,7,8,3,2,4,10,12,9,3,3,8,7,5,1,1,1,3,2,0
392.86,1,3,3,1,1,5,7,8,3,2,4,10,12,9,3,3,8,7,5,1,1,1,3,2,0
395.28,1,3,3,1,1,5,7,8,3,2,4,10,12,9,3,3,8,7,5,1,1,1,4,2,0
397.7,2,2,3,1,1,5,7,8,3,2,4,10,12,9,3,2,8,7,5,1,0,1,4,2,0
400.12,2,2,2,1,1,4,7,8,3,2,4,10,13,9,3,2,8,7,5,1,0,1,4,2,1
402.54,1,2,2,1,0,4,7,7,3,2,3,10,13,9,2,2,9,8,5,1,0,1,4,2,1
404.96,1,2,2,1,1,4,7,7,3,2,3,11,13,9,2,2,9,9,5,2,0,1,4,2,1
407.38,1,2,2,1,1,4,7,8,3,2,3,11,13,8,2,1,9,9,6,2,0,1,4,2,1
409.8,1,2,1,1,1,4,7,8,3,2,3,11,12,8,2,1,8,9,6,2,0,1,3,2,1
412.22,1,2,1,1,1,4,8,8,3,2,3,11,10,9,2,1,8,9,6,2,0,1,3,2,1
414.64,1,2,1,1,1,3,8,7,3,2,3,11,10,9,2,1,8,10,7,2,0,1,3,2,1
417.06,1,3,1,1,1,3,7,7,4,2,3,11,10,8,2,1,9,10,5,2,0,1,3,2,1
419.48,2,3,1,1,1,3,7,8,3,2,3,11,9,7,2,1,8,10,5,2,0,1,3,3,1
421.9,2,3,1,1,1,3,8,9,3,2,3,11,9,7,2,2,8,10,5,2,0,1,3,3,1
424.32,2,3,1,1,1,3,8,8,3,2,4,11,9,6,2,2,8,10,5,2,0,1,3,3,1
426.74,2,3,1,1,1,3,8,7,3,2,4,10,9,6,2,1,8,10,5,2,0,2,3,3,1
429.16,2,3,1,1,1,3,8,7,3,2,4,10,9,8,2,1,8,10,5,2,0,2,3,3,1
431.58,2,3,1,1,1,3,8,6,3,2,4,10,9,8,2,1,8,10,6,2,0,2,3,3,1
434,2,3,1,1,1,3,8,6,2,2,5,10,9,6,2,1,8,10,6,2,0,1,3,3,1
436.42,2,2,1,1,1,3,7,6,2,2,6,9,9,6,2,1,7,10,6,1,0,1,3,3,1
438.84,2,2,1,1,1,3,7,6,2,2,6,9,9,6,2,1,7,10,6,1,0,1,3,3,2
441.26,2,2,1,1,1,3,7,6,2,2,6,9,9,6,2,1,7,10,6,1,0,1,3,4,2
443.68,2,2,1,1,1,2,7,6,2,2,6,9,9,6,2,1,7,10,6,2,0,1,3,4,2
446.1,2,2,1,1,1,3,7,6,2,1,5,9,9,6,2,1,7,9,6,2,0,1,3,4,1
448.52,2,2,1,1,1,3,7,5,2,1,5,9,9,6,3,2,7,8,6,2,0,1,3,3,2
450.94,2,2,1,1,1,3,7,6,2,1,4,9,9,7,3,2,6,8,6,2,1,2,3,3,2
453.36,2,2,1,1,1,3,7,5,2,1,4,7,9,7,3,2,6,8,6,2,1,2,3,3,2
455.78,2,2,2,1,1,3,7,5,2,1,3,7,8,7,3,2,6,8,6,2,1,2,4,3,2
458.2,2,2,2,1,1,3,7,5,2,1,3,6,8,7,3,2,5,8,6,3,1,2,3,4,2
460.62,2,2,2,1,1,3,6,6,3,1,3,7,8,8,3,2,6,8,6,3,1,2,3,4,1
463.04,2,2,2,1,1,3,6,6,4,1,3,7,8,9,3,2,6,8,6,3,1,3,3,4,1
465.46,2,2,2,1,1,3,6,6,4,1,3,7,9,9,4,2,5,8,6,3,1,3,3,5,1
467.88,2,2,2,1,1,3,6,6,5,1,3,6,10,9,4,2,5,8,6,3,1,3,3,5,1
470.3,2,2,2,1,0,3,6,6,5,1,3,6,11,9,4,2,4,8,6,4,1,3,3,5,2
472.72,2,2,2,1,0,3,6,6,5,1,3,6,11,9,4,2,4,8,6,4,1,3,3,5,2
475.14,2,2,2,1,0,3,6,7,5,1,3,6,10,10,4,2,4,7,7,4,1,3,3,5,2
477.56,2,2,3,0,0,3,6,7,5,1,3,6,9,10,4,2,4,7,7,4,2,3,3,5,2
479.98,2,3,3,0,0,3,6,7,5,1,3,6,9,10,4,2,3,7,8,4,2,3,3,5,2
482.4,2,3,3,1,0,3,6,7,5,1,3,6,9,10,4,2,3,7,8,5,2,3,3,5,2
