X,ieee802154Narrow.anchor[12].appl/Dropped Packets in AN - Max MAC BackOff tries
1.86,11
4.28,4
6.7,1
9.12,4
11.54,2
13.96,4
16.38,5
18.8,5
21.22,2
23.64,3
26.06,4
28.48,5
30.9,3
33.32,6
35.74,3
38.16,4
40.58,0
43,5
45.42,4
47.84,5
50.26,2
52.68,5
55.1,3
57.52,4
59.94,4
62.36,7
64.78,7
67.2,5
69.62,1
72.04,4
74.46,2
76.88,2
79.3,3
81.72,3
84.14,3
86.56,1
88.98,6
91.4,3
93.82,5
96.24,2
98.66,1
101.08,4
103.5,1
105.92,3
108.34,4
110.76,8
113.18,1
115.6,0
118.02,2
120.44,4
122.86,5
125.28,5
127.7,5
130.12,5
132.54,0
134.96,0
137.38,8
139.8,5
142.22,3
144.64,4
147.06,1
149.48,7
151.9,3
154.32,7
156.74,2
159.16,0
161.58,0
164,1
166.42,1
168.84,1
171.26,0
173.68,2
176.1,2
178.52,1
180.94,1
183.36,2
185.78,1
188.2,0
190.62,0
193.04,1
195.46,0
197.88,0
200.3,3
202.72,6
205.14,7
207.56,4
209.98,7
212.4,4
214.82,3
217.24,0
219.66,2
222.08,2
224.5,0
226.92,0
229.34,1
231.76,1
234.18,0
236.6,0
239.02,0
241.44,2
243.86,1
246.28,0
248.7,4
251.12,2
253.54,2
255.96,0
258.38,3
260.8,3
263.22,1
265.64,2
268.06,1
270.48,1
272.9,0
275.32,0
277.74,3
280.16,0
282.58,0
285,0
287.42,2
289.84,1
292.26,3
294.68,3
297.1,2
299.52,2
301.94,5
304.36,0
306.78,2
309.2,2
311.62,6
314.04,4
316.46,0
318.88,1
321.3,3
323.72,1
326.14,1
328.56,2
330.98,1
333.4,1
335.82,0
338.24,5
340.66,5
343.08,2
345.5,0
347.92,2
350.34,0
352.76,1
355.18,1
357.6,4
360.02,1
362.44,6
364.86,4
367.28,6
369.7,1
372.12,2
374.54,1
376.96,2
379.38,4
381.8,3
384.22,2
386.64,11
389.06,2
391.48,5
393.9,0
396.32,2
398.74,0
401.16,1
403.58,1
406,0
408.42,2
410.84,2
413.26,0
415.68,0
418.1,0
420.52,0
422.94,0
425.36,4
427.78,4
430.2,5
432.62,5
435.04,2
437.46,5
439.88,2
442.3,2
444.72,5
447.14,1
449.56,2
451.98,1
454.4,0
456.82,0
459.24,0
461.66,0
464.08,0
466.5,2
468.92,1
471.34,3
473.76,2
476.18,1
478.6,0
481.02,1
483.44,1
