X,ieee802154Narrow.anchor[12].appl/Dropped Packets in AN - No ACK received
1.86,8
4.28,4
6.7,0
9.12,2
11.54,4
13.96,0
16.38,5
18.8,2
21.22,3
23.64,2
26.06,3
28.48,4
30.9,5
33.32,6
35.74,4
38.16,4
40.58,1
43,2
45.42,3
47.84,2
50.26,2
52.68,5
55.1,2
57.52,1
59.94,1
62.36,0
64.78,2
67.2,1
69.62,0
72.04,0
74.46,1
76.88,0
79.3,0
81.72,0
84.14,1
86.56,0
88.98,0
91.4,1
93.82,0
96.24,3
98.66,4
101.08,0
103.5,2
105.92,0
108.34,1
110.76,3
113.18,1
115.6,0
118.02,2
120.44,2
122.86,2
125.28,0
127.7,1
130.12,0
132.54,0
134.96,1
137.38,1
139.8,4
142.22,2
144.64,1
147.06,3
149.48,3
151.9,1
154.32,1
156.74,0
159.16,0
161.58,0
164,1
166.42,1
168.84,1
171.26,6
173.68,2
176.1,0
178.52,0
180.94,1
183.36,4
185.78,0
188.2,0
190.62,0
193.04,0
195.46,0
197.88,0
200.3,0
202.72,0
205.14,1
207.56,0
209.98,2
212.4,2
214.82,1
217.24,3
219.66,6
222.08,3
224.5,6
226.92,0
229.34,3
231.76,0
234.18,0
236.6,0
239.02,2
241.44,0
243.86,0
246.28,0
248.7,0
251.12,6
253.54,2
255.96,1
258.38,3
260.8,1
263.22,1
265.64,3
268.06,0
270.48,0
272.9,2
275.32,0
277.74,0
280.16,1
282.58,3
285,4
287.42,1
289.84,1
292.26,5
294.68,6
297.1,5
299.52,3
301.94,0
304.36,3
306.78,2
309.2,1
311.62,6
314.04,6
316.46,2
318.88,0
321.3,3
323.72,2
326.14,0
328.56,3
330.98,0
333.4,1
335.82,2
338.24,0
340.66,3
343.08,3
345.5,2
347.92,3
350.34,1
352.76,3
355.18,0
357.6,0
360.02,1
362.44,2
364.86,0
367.28,1
369.7,0
372.12,0
374.54,3
376.96,0
379.38,0
381.8,0
384.22,0
386.64,0
389.06,0
391.48,0
393.9,0
396.32,0
398.74,0
401.16,0
403.58,0
406,0
408.42,0
410.84,0
413.26,2
415.68,1
418.1,1
420.52,0
422.94,0
425.36,0
427.78,0
430.2,0
432.62,6
435.04,1
437.46,0
439.88,2
442.3,0
444.72,0
447.14,0
449.56,1
451.98,0
454.4,0
456.82,1
459.24,0
461.66,0
464.08,3
466.5,1
468.92,0
471.34,0
473.76,2
476.18,4
478.6,0
481.02,0
483.44,0
