X,ieee802154Narrow.anchor[8].appl/Number of AN Reports with ACK
1.86,35
4.28,43
6.7,47
9.12,47
11.54,53
13.96,52
16.38,53
18.8,51
21.22,57
23.64,54
26.06,54
28.48,57
30.9,58
33.32,58
35.74,55
38.16,58
40.58,60
43,61
45.42,60
47.84,59
50.26,60
52.68,59
55.1,60
57.52,58
59.94,58
62.36,58
64.78,55
67.2,58
69.62,62
72.04,58
74.46,60
76.88,62
79.3,64
81.72,65
84.14,66
86.56,65
88.98,60
91.4,60
93.82,61
96.24,61
98.66,63
101.08,64
103.5,66
105.92,65
108.34,63
110.76,61
113.18,66
115.6,67
118.02,68
120.44,64
122.86,64
125.28,65
127.7,62
130.12,67
132.54,67
134.96,68
137.38,58
139.8,62
142.22,67
144.64,66
147.06,68
149.48,61
151.9,64
154.32,58
156.74,64
159.16,65
161.58,65
164,65
166.42,65
168.84,65
171.26,63
173.68,61
176.1,64
178.52,62
180.94,62
183.36,59
185.78,57
188.2,57
190.62,59
193.04,56
195.46,54
197.88,53
200.3,55
202.72,55
205.14,55
207.56,55
209.98,56
212.4,52
214.82,54
217.24,55
219.66,52
222.08,54
224.5,52
226.92,52
229.34,50
231.76,50
234.18,51
236.6,51
239.02,53
241.44,53
243.86,52
246.28,53
248.7,51
251.12,53
253.54,53
255.96,52
258.38,51
260.8,50
263.22,50
265.64,51
268.06,49
270.48,49
272.9,51
275.32,49
277.74,49
280.16,49
282.58,50
285,46
287.42,43
289.84,49
292.26,49
294.68,46
297.1,49
299.52,45
301.94,45
304.36,46
306.78,48
309.2,44
311.62,48
314.04,50
316.46,51
318.88,49
321.3,51
323.72,51
326.14,46
328.56,47
330.98,45
333.4,46
335.82,47
338.24,45
340.66,47
343.08,48
345.5,51
347.92,49
350.34,51
352.76,53
355.18,54
357.6,50
360.02,53
362.44,45
364.86,48
367.28,49
369.7,54
372.12,52
374.54,55
376.96,57
379.38,52
381.8,52
384.22,56
386.64,51
389.06,56
391.48,54
393.9,55
396.32,53
398.74,53
401.16,53
403.58,53
406,55
408.42,53
410.84,53
413.26,54
415.68,53
418.1,53
420.52,54
422.94,52
425.36,50
427.78,54
430.2,53
432.62,53
435.04,52
437.46,50
439.88,50
442.3,48
444.72,47
447.14,48
449.56,49
451.98,50
454.4,50
456.82,50
459.24,49
461.66,49
464.08,51
466.5,50
468.92,49
471.34,48
473.76,47
476.18,46
478.6,45
481.02,42
483.44,41
