X,ieee802154Narrow.anchor[0].appl/Number of packets from this anchor,ieee802154Narrow.anchor[1].appl/Number of packets from this anchor,ieee802154Narrow.anchor[2].appl/Number of packets from this anchor,ieee802154Narrow.anchor[3].appl/Number of packets from this anchor,ieee802154Narrow.anchor[4].appl/Number of packets from this anchor,ieee802154Narrow.anchor[5].appl/Number of packets from this anchor,ieee802154Narrow.anchor[6].appl/Number of packets from this anchor,ieee802154Narrow.anchor[7].appl/Number of packets from this anchor,ieee802154Narrow.anchor[8].appl/Number of packets from this anchor,ieee802154Narrow.anchor[9].appl/Number of packets from this anchor,ieee802154Narrow.anchor[10].appl/Number of packets from this anchor,ieee802154Narrow.anchor[11].appl/Number of packets from this anchor,ieee802154Narrow.anchor[12].appl/Number of packets from this anchor,ieee802154Narrow.anchor[13].appl/Number of packets from this anchor,ieee802154Narrow.anchor[14].appl/Number of packets from this anchor,ieee802154Narrow.anchor[15].appl/Number of packets from this anchor,ieee802154Narrow.anchor[16].appl/Number of packets from this anchor,ieee802154Narrow.anchor[17].appl/Number of packets from this anchor,ieee802154Narrow.anchor[18].appl/Number of packets from this anchor,ieee802154Narrow.anchor[19].appl/Number of packets from this anchor,ieee802154Narrow.anchor[20].appl/Number of packets from this anchor,ieee802154Narrow.anchor[21].appl/Number of packets from this anchor,ieee802154Narrow.anchor[22].appl/Number of packets from this anchor,ieee802154Narrow.anchor[23].appl/Number of packets from this anchor,ieee802154Narrow.anchor[24].appl/Number of packets from this anchor
114.56,1,2,3,2,1,2,5,10,6,3,2,5,10,10,3,1,5,10,7,5,0,0,4,4,2
116.98,1,2,4,2,1,2,5,9,6,3,2,5,10,10,4,1,5,10,7,5,0,1,3,4,2
119.4,1,1,4,2,1,1,5,8,6,3,2,5,10,10,4,1,5,10,7,5,0,1,3,4,2
121.82,1,1,4,2,2,1,5,8,6,3,2,5,11,10,4,2,5,10,7,6,0,1,3,4,2
124.24,1,1,4,3,1,1,5,9,6,3,2,4,11,9,4,2,5,10,8,6,1,2,3,4,1
126.66,1,1,4,3,1,1,5,7,6,3,2,4,11,9,4,2,5,10,8,5,1,2,3,4,1
129.08,1,1,4,3,1,1,4,7,6,2,3,4,11,8,4,2,5,10,8,5,1,2,3,4,1
131.5,1,1,4,3,1,1,4,7,6,3,3,5,11,8,4,2,6,9,8,5,1,2,3,4,1
133.92,1,1,4,3,1,1,4,6,6,3,3,5,11,8,4,2,6,9,8,5,1,2,3,4,1
136.34,1,1,4,3,1,1,3,6,6,3,3,5,11,7,4,3,6,9,8,5,1,3,3,4,1
138.76,1,1,4,3,1,1,2,6,5,3,3,5,11,7,4,3,6,10,8,5,1,3,3,5,1
141.18,1,1,4,3,1,1,4,6,4,3,3,5,12,8,4,3,6,10,8,5,1,3,3,5,1
143.6,0,1,4,3,1,1,3,6,4,3,3,5,10,8,4,3,6,9,8,5,1,5,3,5,1
146.02,0,1,4,3,1,1,3,6,5,2,3,5,9,8,4,3,6,9,8,4,1,5,3,4,1
148.44,0,1,4,3,1,1,3,6,5,2,3,5,9,9,4,3,6,8,7,4,1,5,3,4,0
150.86,0,1,4,3,1,1,3,6,5,2,3,5,10,9,4,3,6,8,7,4,1,5,3,4,0
153.28,0,1,4,3,2,1,3,6,5,2,3,6,10,9,4,3,6,9,7,3,1,5,3,4,1
155.7,0,1,4,2,2,1,3,6,5,2,3,6,11,9,4,3,6,9,7,3,2,4,3,5,2
158.12,0,1,4,2,2,1,3,6,5,2,3,6,10,9,4,3,7,9,7,3,2,4,3,5,2
160.54,0,1,4,2,2,0,3,6,5,2,3,6,9,9,5,3,6,9,6,3,2,4,3,5,2
162.96,0,1,4,2,2,0,3,6,5,2,3,6,9,9,4,3,6,9,6,3,3,4,3,5,2
165.38,0,1,3,2,2,0,3,6,7,2,3,7,9,9,4,3,6,9,6,3,2,4,4,5,2
167.8,0,1,3,2,2,1,3,6,7,2,3,8,9,9,4,3,6,9,6,3,2,4,4,4,2
170.22,0,1,2,2,2,1,3,6,7,2,3,8,8,9,4,3,6,9,6,3,2,4,4,4,2
172.64,0,0,2,2,2,1,3,6,6,2,3,8,8,9,4,3,6,9,5,3,2,4,4,4,2
175.06,0,0,3,2,1,0,3,6,6,2,3,8,8,9,4,3,7,9,5,3,2,4,4,4,2
177.48,0,1,3,2,0,0,3,6,6,2,3,8,8,9,4,4,7,9,5,3,2,4,4,4,2
179.9,0,1,2,2,0,0,3,6,6,2,3,9,8,9,4,4,7,8,5,3,2,4,4,4,2
182.32,0,1,3,2,0,0,3,5,5,1,3,9,8,9,4,4,7,9,5,3,3,4,4,4,2
184.74,0,1,3,2,0,0,3,5,5,1,1,9,8,9,4,4,7,9,5,3,3,4,4,3,2
187.16,0,1,3,2,0,1,3,6,5,1,1,9,8,8,4,4,7,9,7,2,3,4,5,3,2
189.58,0,1,3,2,0,1,3,6,5,1,2,9,8,7,2,4,7,10,7,2,3,4,4,3,2
192,0,2,3,2,0,1,3,6,5,1,2,7,9,6,2,4,7,10,7,2,3,5,4,2,2
194.42,0,2,3,2,0,1,3,6,5,1,2,7,11,6,1,4,7,9,7,2,3,5,4,2,2
196.84,0,2,3,2,0,1,3,6,5,1,3,9,11,6,2,4,7,9,7,2,3,5,4,2,2
199.26,0,2,3,2,0,1,3,6,5,1,3,9,11,7,2,4,8,9,7,2,2,5,4,2,2
201.68,0,2,3,2,0,1,3,6,5,0,3,9,11,7,2,4,8,9,8,2,2,5,4,2,2
204.1,0,2,2,2,0,1,4,6,5,0,3,9,11,7,2,4,8,9,8,2,2,6,4,2,2
206.52,0,2,2,2,0,1,4,7,5,0,3,9,11,6,2,4,9,10,8,2,2,6,4,2,2
208.94,1,2,2,2,0,1,3,7,5,1,3,9,11,6,2,4,9,10,8,2,2,6,4,2,2
211.36,1,2,2,2,0,1,3,7,5,1,3,9,11,6,2,4,9,10,7,2,2,6,4,2,2
213.78,1,2,2,2,0,1,4,7,5,1,3,9,11,6,2,3,9,9,8,2,2,6,4,2,2
216.2,1,2,2,2,0,1,4,7,5,1,3,10,10,6,2,3,9,10,8,3,2,6,4,2,2
218.62,1,2,2,1,0,1,5,7,3,1,3,10,10,5,2,3,9,10,7,3,2,6,5,2,2
221.04,1,2,2,1,0,1,5,7,3,1,2,11,10,5,2,4,9,10,6,3,2,6,5,2,2
223.46,1,2,2,1,0,1,5,6,3,1,3,11,10,5,2,4,9,10,6,3,1,5,5,2,2
225.88,1,2,2,0,0,1,5,6,2,1,3,11,11,6,2,4,9,9,5,3,1,5,5,2,2
228.3,1,2,2,0,0,2,5,6,2,1,4,12,11,6,2,4,9,9,5,3,1,4,5,2,2
230.72,1,2,2,0,0,3,5,4,2,1,4,12,11,6,2,4,9,9,5,3,1,3,4,2,2
233.14,1,2,2,0,0,3,6,4,2,1,4,12,11,6,2,2,9,10,6,3,1,3,4,2,1
235.56,1,2,2,0,0,3,6,4,2,1,4,11,11,6,2,2,9,10,6,3,1,3,5,2,1
237.98,1,2,2,0,0,3,7,5,2,1,4,11,11,6,2,2,9,10,7,2,1,3,5,2,1
240.4,2,2,1,0,0,4,7,5,2,1,4,11,11,5,2,2,9,10,7,2,1,3,5,3,1
242.82,2,2,1,0,0,4,7,5,2,1,6,11,10,5,2,2,8,11,7,2,1,3,4,3,1
245.24,2,2,1,0,0,4,7,6,2,1,6,11,10,6,2,2,8,10,7,2,1,2,4,3,0
247.66,2,2,1,0,0,4,7,7,2,1,6,11,9,6,2,2,8,10,7,3,1,2,4,3,0
250.08,2,2,1,0,0,4,7,7,2,1,6,11,9,7,2,2,8,10,7,3,1,3,3,4,0
252.5,2,2,1,0,0,4,7,7,1,1,7,11,9,7,2,2,8,10,7,3,1,3,3,3,0
254.92,2,2,1,0,0,5,7,8,1,1,7,11,9,7,2,2,9,10,7,3,1,3,3,3,0
257.34,2,2,2,0,0,5,7,8,1,1,7,10,10,7,1,2,10,10,7,2,1,3,3,3,0
259.76,2,2,1,0,0,5,7,8,1,1,6,10,10,7,1,2,9,9,7,2,0,3,3,3,0
262.18,2,2,1,0,0,5,7,9,1,1,6,10,10,7,1,2,8,9,7,2,0,3,3,3,0
264.6,2,2,1,0,0,5,7,9,2,0,6,10,10,7,1,2,7,9,7,2,0,2,3,3,0
267.02,2,3,1,0,0,5,7,9,2,0,6,11,10,7,1,2,7,9,7,2,0,2,3,3,2
269.44,2,3,1,0,0,5,7,9,2,0,6,11,10,7,1,1,7,9,7,2,0,1,3,3,2
271.86,2,3,1,0,0,5,8,8,2,0,6,10,9,7,1,1,7,8,7,2,0,1,3,3,2
274.28,4,3,1,0,0,6,8,8,3,0,6,10,8,7,2,2,7,8,7,2,0,1,3,3,2
276.7,4,3,1,0,0,6,8,8,3,0,6,10,8,7,2,2,6,8,7,2,0,1,3,4,2
279.12,4,3,1,0,0,6,8,7,3,0,6,10,8,6,2,2,5,8,7,3,0,1,3,4,2
281.54,4,5,1,0,0,6,9,8,3,0,6,9,8,6,2,1,5,8,7,3,0,1,3,4,2
283.96,4,5,1,0,0,6,9,7,3,0,5,9,8,5,2,1,5,8,7,3,0,1,3,4,2
286.38,4,5,2,0,0,6,8,6,3,0,5,9,8,5,2,1,5,8,6,4,0,1,3,4,2
288.8,3,5,2,0,0,6,9,7,3,0,5,9,8,5,2,1,5,8,6,4,0,1,3,4,3
291.22,2,5,2,0,0,6,9,7,3,0,5,9,8,5,2,1,5,8,6,4,0,1,3,3,3
293.64,2,5,2,0,0,6,8,7,3,0,5,9,8,5,2,2,5,8,5,4,0,2,3,3,3
296.06,2,4,2,0,0,6,8,7,2,0,5,9,8,5,2,1,5,8,5,4,0,2,3,3,3
298.48,2,4,2,1,0,6,8,7,2,0,5,9,8,5,2,2,5,8,4,4,1,2,4,4,3
300.9,2,4,2,1,0,6,8,7,2,0,5,9,8,5,2,2,5,7,4,4,1,2,4,4,3
303.32,2,4,2,1,0,6,8,7,3,0,5,9,8,5,2,2,5,5,4,4,1,2,4,4,3
305.74,2,4,2,1,0,6,8,7,3,0,5,9,8,5,2,2,5,6,4,4,1,2,4,4,3
308.16,2,4,2,1,0,5,8,7,2,0,5,8,8,5,2,2,5,8,4,4,1,2,4,4,3
310.58,2,4,2,1,0,5,8,7,2,0,5,8,8,5,2,2,5,8,4,4,1,2,4,4,3
313,2,4,3,2,0,5,8,7,2,1,5,8,7,5,2,3,4,8,4,4,1,2,4,4,3
315.42,2,3,3,2,0,5,8,7,2,1,4,8,7,5,2,3,3,8,4,4,1,2,4,4,4
317.84,2,4,3,2,0,5,8,7,2,1,4,9,7,5,2,3,3,7,4,4,1,2,4,4,4
320.26,2,4,3,2,0,5,8,7,2,1,4,8,7,5,2,3,3,7,4,4,1,2,4,4,4
322.68,2,4,3,2,0,5,8,7,2,1,4,8,7,5,2,3,3,7,4,3,1,2,4,4,4
325.1,2,4,3,2,0,5,8,7,3,1,4,8,7,5,2,3,3,7,4,3,1,2,4,4,3
327.52,2,5,4,2,0,5,7,7,3,1,5,8,8,5,2,3,2,7,4,3,1,2,4,4,3
329.94,2,5,4,2,0,5,7,7,3,1,5,8,8,5,2,3,3,7,4,3,1,2,2,4,3
332.36,2,5,4,2,0,5,7,7,3,1,5,8,8,5,2,3,3,7,4,3,1,2,2,4,2
334.78,2,5,4,2,0,5,7,7,4,1,5,8,8,6,2,3,3,7,4,2,1,2,2,4,2
337.2,2,5,4,2,0,5,7,7,4,1,5,8,8,6,2,3,4,8,4,2,1,1,2,4,1
339.62,1,4,4,2,0,5,6,7,4,0,5,9,8,6,2,2,4,7,4,2,1,2,2,4,1
342.04,1,4,4,2,0,5,8,7,4,0,5,9,8,6,2,2,4,7,4,2,1,2,2,4,1
344.46,1,4,4,2,0,4,8,8,4,0,4,9,9,6,1,2,4,7,4,2,1,2,2,4,1
346.88,0,4,4,2,0,4,8,8,4,0,4,9,9,5,1,2,4,6,4,2,1,2,2,3,1
349.3,1,4,4,2,0,3,8,8,5,0,4,9,9,5,1,2,4,6,5,2,1,2,2,3,1
351.72,1,3,4,2,0,3,7,8,6,0,4,9,9,5,1,3,5,6,5,2,1,2,2,3,1
354.14,1,3,4,2,0,3,7,8,6,0,4,10,9,6,1,3,5,6,5,2,1,3,2,3,1
356.56,1,3,4,2,0,2,7,8,6,0,4,9,9,6,1,3,6,6,5,2,2,3,2,3,1
358.98,1,4,4,2,0,2,7,8,6,0,4,9,8,7,1,3,6,6,5,2,2,3,2,3,1
361.4,1,4,4,2,0,2,7,9,6,0,4,9,8,7,2,3,6,6,5,2,2,3,2,2,1
363.82,1,4,4,3,0,2,7,9,6,0,4,9,8,7,2,3,6,6,5,1,2,3,2,2,1
366.24,1,4,4,2,0,2,6,9,6,0,4,9,8,5,2,3,6,6,6,1,2,3,2,2,1
368.66,1,4,4,2,0,2,6,9,6,1,4,9,8,6,2,3,6,6,5,1,2,3,2,2,1
371.08,1,4,4,2,0,2,6,9,6,2,4,9,8,6,2,3,6,5,5,1,2,3,2,2,1
373.5,1,4,4,2,0,2,6,9,6,2,4,8,8,6,2,3,6,5,5,1,2,4,2,2,1
375.92,1,3,4,2,0,2,6,8,7,2,4,8,9,6,2,3,6,5,6,1,2,4,2,2,1
378.34,1,3,4,2,0,2,6,8,7,2,4,8,9,6,2,3,5,5,6,1,2,4,2,2,1
380.76,1,3,4,2,0,2,6,8,7,2,4,9,9,6,2,3,5,5,5,1,2,4,2,2,1
383.18,1,3,4,2,0,2,6,8,7,2,4,7,9,7,2,4,5,5,5,1,2,3,2,2,1
385.6,1,3,4,2,0,3,6,8,7,2,4,7,9,7,3,4,5,5,5,1,2,3,2,2,1
388.02,1,3,5,2,0,2,6,8,7,2,3,7,9,7,3,4,5,5,5,1,1,3,2,2,1
390.44,1,3,4,2,0,2,6,8,7,2,4,7,9,7,3,4,5,6,5,1,1,3,1,2,1
392.86,1,3,3,2,0,2,7,8,7,2,4,7,9,7,4,4,5,7,4,1,1,3,1,2,1
395.28,1,3,4,1,0,2,7,9,7,1,4,7,11,7,4,4,5,9,4,2,1,3,1,2,1
397.7,1,3,4,1,0,2,8,9,7,1,4,7,12,7,4,4,5,9,4,2,1,3,1,2,1
400.12,2,3,3,1,0,2,8,9,7,1,4,7,12,7,3,4,5,10,5,2,1,3,1,2,1
402.54,2,3,3,1,0,2,8,8,7,1,4,7,12,7,3,4,5,9,5,2,1,3,1,2,1
404.96,2,3,4,1,0,2,6,8,7,1,4,9,12,7,3,4,5,9,6,2,1,3,1,2,1
407.38,2,3,4,1,0,2,6,8,7,1,5,9,12,8,3,4,5,10,5,2,1,3,1,2,1
409.8,2,3,4,1,0,2,7,8,7,1,5,9,12,8,3,4,5,10,5,2,1,3,1,2,1
412.22,2,3,4,0,0,2,7,8,7,1,5,10,12,8,3,4,6,10,5,2,1,3,1,2,1
414.64,2,3,3,0,0,2,7,8,7,0,5,9,12,8,3,4,6,10,5,2,1,3,1,2,0
417.06,2,3,3,0,0,2,7,8,6,0,5,9,12,8,4,4,5,10,5,2,1,3,1,2,0
419.48,2,3,3,0,0,2,7,9,5,0,5,9,12,9,4,4,5,11,5,3,1,3,1,3,0
421.9,2,4,3,0,0,2,7,9,5,0,5,9,12,9,4,4,5,11,6,3,1,3,1,3,0
424.32,2,3,3,0,0,2,7,9,5,0,4,9,12,9,4,3,5,11,6,4,1,3,1,3,0
426.74,2,3,3,0,0,2,7,9,5,0,4,9,12,8,4,2,5,11,6,4,1,3,2,3,0
429.16,2,3,3,0,0,1,6,8,5,0,4,9,12,8,4,2,5,11,6,4,1,3,2,3,1
431.58,2,3,3,0,0,1,6,7,6,0,4,9,11,8,4,2,5,11,7,5,1,3,3,2,1
434,1,3,3,0,0,1,6,7,6,0,4,9,11,8,4,2,5,11,7,5,1,3,3,2,1
436.42,1,3,3,0,0,1,6,6,6,0,3,9,11,8,5,2,5,11,7,5,1,3,4,2,1
438.84,1,3,2,1,0,1,6,6,6,0,2,9,11,9,5,1,5,12,7,5,1,3,4,2,1
441.26,1,3,2,1,0,1,6,6,5,0,1,9,11,9,5,1,5,11,7,5,1,2,4,2,1
443.68,1,3,2,1,0,1,6,6,4,0,1,9,12,9,5,1,5,10,8,4,1,2,4,3,1
446.1,1,3,2,1,0,1,6,6,4,0,1,9,12,9,5,1,5,10,8,4,1,2,4,3,1
448.52,1,3,3,1,0,1,6,6,4,0,1,9,12,9,5,1,5,10,8,4,0,2,4,3,1
450.94,1,4,3,1,0,1,6,6,3,0,1,8,11,10,5,1,5,10,8,4,0,2,4,4,1
453.36,1,4,3,1,0,2,6,6,4,0,1,8,11,10,5,1,4,10,8,4,0,2,4,4,1
455.78,1,4,3,1,0,2,6,6,4,0,1,9,12,10,5,1,5,10,9,4,0,1,4,4,1
458.2,1,4,3,1,0,2,6,6,4,0,1,9,12,10,4,1,5,10,9,4,0,2,4,5,2
460.62,1,4,3,1,0,2,6,6,5,0,1,10,12,10,4,1,5,10,9,4,0,2,4,5,1
463.04,1,4,3,1,0,2,5,6,5,0,1,9,12,10,4,0,5,10,9,4,0,2,4,4,1
465.46,1,4,3,1,0,2,5,6,4,0,1,9,12,9,4,0,5,11,10,4,0,2,5,5,2
467.88,1,4,3,1,0,2,4,6,4,0,1,9,11,9,4,0,5,10,10,4,0,2,5,6,2
470.3,1,4,3,1,0,2,4,7,4,0,1,9,10,9,4,0,5,9,10,4,0,2,5,6,2
472.72,1,4,4,1,0,2,4,7,5,1,1,8,10,9,3,0,5,9,10,4,0,2,5,6,2
475.14,2,4,4,1,0,2,5,7,5,1,1,7,10,9,3,0,4,9,9,5,0,2,5,6,2
477.56,2,4,4,1,0,2,5,7,5,1,1,7,10,10,3,0,4,9,9,5,0,2,5,6,2
479.98,1,4,4,1,0,2,5,7,5,1,1,7,12,11,3,0,4,9,9,5,0,2,5,6,2
482.4,1,4,4,1,0,2,5,6,5,1,1,7,11,12,3,0,4,8,9,4,0,2,6,6,2
