X,ieee802154Narrow.anchor[0].appl/Number of packets from this anchor,ieee802154Narrow.anchor[1].appl/Number of packets from this anchor,ieee802154Narrow.anchor[2].appl/Number of packets from this anchor,ieee802154Narrow.anchor[3].appl/Number of packets from this anchor,ieee802154Narrow.anchor[4].appl/Number of packets from this anchor,ieee802154Narrow.anchor[5].appl/Number of packets from this anchor,ieee802154Narrow.anchor[6].appl/Number of packets from this anchor,ieee802154Narrow.anchor[7].appl/Number of packets from this anchor,ieee802154Narrow.anchor[8].appl/Number of packets from this anchor,ieee802154Narrow.anchor[9].appl/Number of packets from this anchor,ieee802154Narrow.anchor[10].appl/Number of packets from this anchor,ieee802154Narrow.anchor[11].appl/Number of packets from this anchor,ieee802154Narrow.anchor[12].appl/Number of packets from this anchor,ieee802154Narrow.anchor[13].appl/Number of packets from this anchor,ieee802154Narrow.anchor[14].appl/Number of packets from this anchor,ieee802154Narrow.anchor[15].appl/Number of packets from this anchor,ieee802154Narrow.anchor[16].appl/Number of packets from this anchor,ieee802154Narrow.anchor[17].appl/Number of packets from this anchor,ieee802154Narrow.anchor[18].appl/Number of packets from this anchor,ieee802154Narrow.anchor[19].appl/Number of packets from this anchor,ieee802154Narrow.anchor[20].appl/Number of packets from this anchor,ieee802154Narrow.anchor[21].appl/Number of packets from this anchor,ieee802154Narrow.anchor[22].appl/Number of packets from this anchor,ieee802154Narrow.anchor[23].appl/Number of packets from this anchor,ieee802154Narrow.anchor[24].appl/Number of packets from this anchor
32.28,1,4,4,3,0,3,7,8,4,0,2,6,12,8,3,1,5,9,7,4,0,1,3,5,3
34.7,1,3,4,3,0,3,7,9,4,0,2,7,12,9,3,1,5,9,7,4,0,1,3,5,3
37.12,1,3,4,3,0,3,7,9,4,0,2,7,12,10,3,1,5,9,7,4,0,1,3,4,2
39.54,1,3,4,3,0,3,7,9,5,0,2,7,13,9,3,1,5,9,7,4,0,1,3,4,2
41.96,1,3,4,3,0,2,8,9,5,0,2,7,13,9,3,1,5,10,7,5,0,0,3,4,2
44.38,0,2,4,3,0,2,8,8,5,0,2,7,13,8,3,1,4,9,7,5,0,0,3,4,2
46.8,0,2,4,3,0,2,8,8,5,0,3,7,13,8,3,1,4,9,7,5,0,0,3,4,2
49.22,0,2,4,3,0,3,9,8,5,0,4,7,13,8,3,1,4,9,7,5,0,0,3,4,2
51.64,0,3,4,3,0,3,8,8,5,0,4,7,13,8,3,1,4,9,7,5,0,0,3,3,2
54.06,0,3,4,3,0,3,8,9,4,0,4,7,13,8,3,1,4,9,6,5,0,0,3,3,2
56.48,0,3,4,3,0,3,6,9,4,1,4,7,13,8,3,1,4,8,6,3,0,0,3,4,1
58.9,0,3,4,3,0,3,6,9,4,2,4,7,13,8,2,2,4,9,6,3,0,1,3,4,1
61.32,0,3,3,2,0,2,6,9,4,2,3,7,13,8,2,2,4,9,6,2,0,1,3,3,1
63.74,0,3,3,2,0,2,6,9,5,2,3,7,13,8,3,2,4,9,6,2,0,1,2,3,1
66.16,0,2,3,1,0,1,6,8,5,2,3,8,13,8,3,2,5,9,6,2,0,2,2,3,1
68.58,0,2,3,1,0,2,6,9,5,2,3,8,13,8,2,2,4,10,6,2,0,2,2,3,1
71,0,2,4,1,0,2,5,9,6,2,3,10,13,9,2,2,5,10,7,2,0,2,2,3,1
73.42,1,1,4,1,0,2,5,10,7,2,3,10,13,10,3,2,5,10,8,2,0,2,3,3,2
75.84,1,1,4,1,0,2,5,10,7,2,2,10,13,10,3,2,5,9,8,2,0,2,3,3,2
78.26,1,1,3,1,0,2,5,10,7,2,2,9,12,10,3,2,5,9,8,2,0,2,3,3,2
80.68,1,1,3,1,0,2,5,10,7,2,2,9,11,10,3,2,4,8,8,2,0,2,3,3,2
83.1,1,1,3,1,0,2,6,10,7,2,2,9,11,10,4,2,4,9,8,2,0,2,3,3,2
85.52,1,1,2,1,1,2,6,10,7,2,2,9,11,10,5,1,4,9,8,2,0,2,3,3,2
87.94,1,2,2,1,1,3,6,10,7,2,2,9,10,10,5,1,4,10,8,2,0,2,3,3,2
90.36,1,2,2,1,1,3,6,10,7,2,2,9,10,10,5,1,4,10,8,2,0,2,3,3,2
92.78,1,2,2,1,1,3,6,10,7,2,2,9,9,10,5,1,4,10,8,3,0,2,2,3,2
95.2,1,2,2,1,1,3,6,10,7,2,2,9,9,10,5,1,4,10,8,3,0,2,2,3,2
97.62,1,2,1,1,1,3,7,10,7,2,2,9,9,10,5,1,5,10,8,3,0,2,2,3,2
100.04,1,2,1,1,1,3,7,9,6,1,3,9,10,10,4,1,5,10,8,3,0,2,2,3,2
102.46,1,2,1,1,0,3,7,9,6,1,2,9,11,9,4,1,5,8,7,3,0,2,2,3,2
104.88,1,2,2,1,0,3,6,9,6,2,2,9,11,9,4,1,5,7,7,3,0,2,2,3,1
107.3,1,2,2,1,0,3,5,9,6,2,2,8,11,9,4,1,5,7,7,3,0,2,2,3,1
109.72,1,2,2,1,0,3,5,8,6,2,2,7,11,9,4,1,5,7,7,3,1,2,2,3,1
112.14,2,2,2,1,0,3,5,8,6,2,2,7,11,8,4,2,5,7,6,3,1,2,3,3,1
114.56,2,3,2,1,0,3,5,8,6,2,3,7,11,8,4,2,5,7,6,3,1,2,3,3,1
116.98,2,3,2,1,0,3,5,8,5,3,3,6,11,7,5,2,5,7,8,3,1,2,3,2,1
119.4,1,3,2,1,0,3,5,8,6,3,3,6,11,7,6,2,5,7,8,3,1,2,3,3,1
121.82,1,3,2,1,0,3,5,8,6,3,3,6,11,7,6,2,5,7,8,3,1,2,3,3,1
124.24,1,3,2,1,0,3,5,8,6,3,3,6,11,7,6,2,5,7,8,3,1,2,3,4,1
126.66,1,3,3,1,0,3,5,8,5,3,3,6,11,8,7,2,4,7,8,3,1,2,3,4,1
129.08,0,3,3,1,0,5,5,8,5,3,3,6,9,8,7,2,4,7,8,3,1,2,3,4,2
131.5,0,2,3,1,0,5,5,8,5,4,3,6,9,8,7,2,4,8,8,3,1,2,3,4,2
133.92,0,2,3,1,0,5,5,7,5,4,3,5,9,8,7,1,3,8,8,4,1,2,3,4,2
136.34,0,2,3,1,1,5,5,6,5,2,3,5,9,8,7,1,3,7,8,4,1,2,3,4,2
138.76,1,2,3,1,1,4,5,6,5,2,3,5,10,8,6,1,4,7,8,4,1,2,3,4,2
141.18,1,2,3,1,1,4,5,7,5,2,3,5,10,7,6,2,4,8,8,4,1,2,3,4,2
143.6,1,3,3,1,1,4,5,7,5,2,3,5,9,7,6,2,4,7,8,4,1,2,3,4,3
146.02,2,2,3,1,1,4,5,7,6,2,3,5,9,7,6,2,4,7,8,5,1,2,3,4,3
148.44,2,2,2,1,1,4,5,6,5,2,3,6,8,8,5,2,4,6,8,4,1,2,3,4,3
150.86,2,2,2,1,1,4,5,6,5,2,3,6,8,8,5,2,4,6,8,5,1,2,2,5,3
153.28,2,2,2,1,1,4,5,5,5,2,3,6,7,10,5,2,4,6,8,5,1,2,2,5,3
155.7,2,2,2,1,1,4,5,5,5,2,3,6,7,10,5,2,4,7,8,5,1,1,2,5,3
158.12,2,2,2,1,1,4,5,5,5,2,3,6,6,9,5,2,4,7,8,5,1,1,2,5,3
160.54,2,2,2,1,1,4,5,5,5,2,3,7,5,9,4,2,3,7,8,5,1,1,2,5,3
162.96,1,2,2,1,1,4,5,6,5,2,3,7,5,9,4,3,4,8,8,5,1,1,2,5,2
165.38,1,2,2,1,1,4,5,6,5,2,3,6,8,9,4,3,4,8,8,5,1,1,2,4,2
167.8,1,1,2,1,1,4,5,6,4,2,3,6,8,9,4,3,4,7,8,6,1,1,2,4,3
170.22,1,1,2,1,1,4,5,6,5,2,3,6,8,9,4,3,4,7,8,6,1,1,4,4,4
172.64,1,1,2,1,1,4,5,7,5,2,3,6,8,9,4,3,6,7,8,6,1,1,4,4,4
175.06,1,1,2,1,1,4,5,6,5,3,3,6,7,9,4,3,6,8,9,6,1,1,4,4,4
177.48,1,1,2,1,1,3,5,5,5,3,4,6,8,9,4,3,6,8,9,6,1,1,3,4,4
179.9,1,1,2,1,1,3,4,6,5,3,4,6,8,9,3,3,6,8,9,6,1,1,3,4,4
182.32,1,1,2,1,1,3,5,6,4,3,4,6,8,9,3,3,6,8,9,6,1,1,3,4,4
184.74,1,1,2,1,1,3,5,5,4,3,4,6,8,9,3,3,6,8,9,6,1,1,3,4,4
187.16,1,1,1,1,1,3,5,5,4,3,4,7,8,9,3,3,6,9,9,6,1,1,4,4,4
189.58,1,1,2,1,1,3,5,5,4,3,4,7,9,8,3,3,6,9,8,6,1,1,4,4,4
192,1,1,2,1,1,3,5,5,4,3,4,7,9,8,3,3,6,9,8,6,1,1,4,4,4
194.42,1,1,2,1,1,2,5,5,4,3,4,7,9,6,3,2,6,10,8,6,1,1,4,4,3
196.84,1,1,2,1,1,1,5,5,4,2,4,7,9,6,3,2,6,10,8,6,1,2,4,4,3
199.26,1,1,2,1,1,1,5,6,4,2,4,6,9,6,3,2,6,10,8,6,1,2,4,4,3
201.68,1,1,2,1,1,1,4,7,4,2,4,6,9,7,3,2,6,10,7,6,1,2,4,4,3
204.1,1,1,2,1,1,1,4,7,4,2,4,6,9,8,4,3,6,10,7,4,1,2,4,4,3
206.52,1,1,2,1,1,1,4,7,4,2,4,6,9,8,4,2,7,10,7,4,1,2,4,4,3
208.94,1,1,2,1,1,1,4,6,3,2,4,7,9,8,4,2,7,10,6,5,1,2,4,4,3
211.36,1,1,2,1,1,1,4,6,3,2,3,7,10,8,5,2,7,10,6,5,1,2,4,5,3
213.78,1,1,2,2,0,1,4,6,2,2,3,7,10,8,5,2,7,10,6,5,1,2,4,5,3
216.2,1,1,2,2,0,1,4,6,2,2,3,7,10,9,6,2,7,10,7,5,1,1,4,5,3
218.62,1,1,2,2,0,2,4,6,2,2,2,7,10,10,6,2,7,11,7,5,0,1,4,5,2
221.04,1,1,2,2,1,2,3,6,3,2,2,7,10,10,6,2,7,10,8,5,0,2,4,5,2
223.46,1,1,2,2,1,2,2,6,3,2,2,7,12,10,6,2,7,10,8,5,1,2,5,4,2
225.88,1,1,2,2,1,3,3,7,3,2,2,7,13,11,6,2,7,10,8,4,1,2,4,4,2
228.3,1,1,2,2,1,3,4,5,3,1,2,7,12,11,5,2,7,10,9,4,1,2,4,4,2
230.72,0,1,2,2,1,3,4,5,4,1,2,7,11,11,4,2,7,10,9,4,1,1,4,4,1
233.14,0,1,2,2,1,3,4,5,4,1,2,7,12,11,4,2,7,10,9,4,1,1,5,4,1
235.56,0,1,2,2,1,3,4,5,4,1,2,8,12,11,4,2,7,10,9,4,1,1,6,4,0
237.98,0,1,3,2,1,3,4,5,4,1,2,8,13,11,4,2,7,10,9,4,1,1,6,4,0
240.4,0,1,3,2,1,3,4,5,4,1,2,8,13,11,4,2,6,10,9,4,1,1,6,5,0
242.82,0,2,3,2,1,3,4,5,4,1,2,9,13,11,3,2,6,10,9,4,1,1,6,5,0
245.24,0,2,3,1,1,3,4,5,4,1,2,8,13,11,3,2,5,10,9,3,1,1,6,4,0
247.66,0,2,3,1,1,2,4,5,6,1,2,8,13,11,3,2,6,10,9,4,1,1,6,3,0
250.08,0,2,3,1,1,2,4,6,6,1,2,8,12,11,3,2,6,10,9,4,1,1,6,4,0
252.5,1,2,3,1,1,2,4,6,7,1,2,7,12,11,3,2,6,10,9,4,1,1,5,4,0
254.92,1,2,3,1,1,2,4,5,7,1,2,6,12,10,3,2,6,9,9,3,1,1,5,5,1
257.34,1,1,2,1,1,2,4,5,7,2,2,6,12,9,3,2,5,10,9,3,1,2,5,5,1
259.76,1,1,2,1,1,2,4,5,7,2,2,4,12,11,3,1,5,10,9,4,1,2,5,5,1
262.18,1,1,2,1,1,2,4,7,7,2,2,4,12,11,4,1,5,9,9,4,1,2,5,5,1
264.6,1,1,2,1,1,2,4,7,7,2,2,4,11,11,4,1,4,9,9,4,1,2,5,5,1
267.02,1,1,1,1,1,2,4,7,7,2,2,5,11,11,3,1,3,9,9,4,1,2,5,5,0
269.44,1,2,1,1,1,2,4,7,7,2,3,6,11,11,3,1,3,9,9,4,1,2,5,5,0
271.86,1,2,1,1,1,2,4,8,7,4,3,6,11,11,4,1,3,9,9,4,1,2,5,5,0
274.28,1,2,1,1,1,2,4,8,7,4,3,6,11,11,4,1,4,9,9,4,1,2,5,5,1
276.7,2,2,1,1,1,2,4,8,6,4,3,6,12,11,4,1,4,9,9,3,1,2,5,5,1
279.12,2,2,1,1,0,2,4,8,6,4,3,6,12,11,4,1,4,9,8,3,1,2,4,5,1
281.54,2,2,1,1,0,2,5,8,6,4,3,6,11,11,4,1,3,9,8,3,1,2,4,5,2
283.96,2,2,1,2,0,2,5,8,6,4,3,6,11,11,4,1,3,9,8,3,1,2,4,5,2
286.38,1,2,1,2,0,2,5,8,6,4,3,6,9,11,4,1,3,9,7,3,1,2,4,5,2
288.8,1,2,1,2,0,2,5,8,6,4,3,6,9,10,4,1,3,9,7,4,1,2,4,5,2
291.22,1,2,1,3,0,2,5,9,6,3,3,6,9,10,4,1,3,9,6,4,1,2,4,4,3
293.64,1,2,1,4,0,2,5,9,7,3,3,6,9,9,4,1,3,9,6,4,1,2,4,4,3
296.06,1,2,1,4,0,2,5,9,7,3,3,6,9,9,4,1,3,9,6,4,1,2,4,4,3
298.48,1,2,1,4,1,2,5,9,7,3,4,6,9,9,4,1,2,9,6,4,1,2,4,4,3
300.9,1,1,2,4,1,2,5,9,7,3,4,6,9,8,4,1,3,9,6,4,1,2,4,4,3
303.32,1,1,2,4,2,2,5,9,7,3,4,6,8,8,3,1,3,9,6,4,0,1,4,4,3
305.74,1,1,3,4,2,2,5,8,7,3,4,7,9,8,3,1,3,9,6,4,0,0,4,4,3
308.16,1,1,3,4,2,2,5,8,7,4,4,7,10,8,3,2,3,6,6,4,0,0,4,4,2
310.58,1,1,4,3,2,2,6,8,7,4,4,6,10,8,3,2,3,6,6,5,0,0,4,4,3
313,1,1,4,3,2,2,5,8,6,4,3,6,10,7,3,2,3,6,6,5,0,0,4,4,3
315.42,1,1,4,3,2,2,5,8,6,4,3,6,10,8,4,2,3,6,6,5,0,1,3,4,3
317.84,1,1,4,3,2,2,5,8,6,4,3,6,10,8,4,2,3,6,6,5,0,1,3,4,3
320.26,1,2,4,3,2,2,5,6,6,4,3,6,10,9,3,2,3,6,6,5,0,1,3,4,3
322.68,0,2,4,3,2,3,5,6,6,3,3,6,11,9,3,2,3,6,6,6,0,1,3,4,3
325.1,0,2,5,3,2,3,6,7,6,3,2,6,11,9,3,2,4,6,6,5,0,1,3,4,2
327.52,0,2,4,3,2,3,6,7,5,3,3,6,11,10,3,2,4,6,6,5,0,1,3,4,2
329.94,0,2,4,3,2,3,6,7,5,3,3,6,11,10,3,2,4,7,6,4,0,1,3,4,2
332.36,0,2,4,3,2,3,6,7,5,3,3,6,11,9,3,2,4,7,6,4,0,1,3,4,2
334.78,0,2,4,3,2,2,6,7,6,3,3,6,11,9,3,2,4,7,6,4,0,1,3,4,2
337.2,0,2,4,3,2,2,6,7,7,3,3,8,11,9,3,2,4,7,5,3,0,1,3,4,2
339.62,0,2,3,3,2,2,6,7,6,3,3,8,11,9,3,2,5,7,5,3,0,1,3,3,2
342.04,0,2,3,4,2,2,6,9,6,3,3,8,10,9,4,2,5,7,6,3,0,1,3,3,2
344.46,0,2,3,4,2,2,6,9,6,3,3,8,10,9,4,1,5,7,6,3,0,1,3,3,2
346.88,0,3,2,4,3,2,5,9,6,3,3,9,10,9,4,1,5,7,6,3,0,0,3,3,2
349.3,0,3,2,4,3,2,5,9,6,3,4,8,10,9,4,1,5,7,6,3,0,0,3,3,2
351.72,0,3,2,4,3,2,5,9,6,3,3,8,10,9,4,0,4,8,6,3,0,0,2,3,2
354.14,0,3,2,4,3,2,5,9,6,3,3,8,10,9,4,0,5,8,6,2,0,0,1,2,2
356.56,0,3,2,4,3,2,5,11,6,3,3,8,10,8,4,0,5,8,6,2,0,0,1,2,2
358.98,0,3,2,4,3,2,5,11,6,3,3,8,11,9,4,0,6,8,6,2,0,0,1,2,2
361.4,0,3,2,4,3,1,6,10,6,3,3,8,11,10,4,0,6,8,6,2,0,0,1,2,2
363.82,1,3,2,4,2,1,6,11,7,3,3,8,11,10,4,0,6,9,6,2,0,0,2,2,2
366.24,1,3,2,4,2,1,6,11,5,3,3,8,11,10,4,0,6,9,7,2,0,0,2,2,2
368.66,1,3,2,4,2,1,8,11,5,3,3,9,10,10,4,1,6,9,7,2,0,0,2,2,2
371.08,1,3,2,3,2,2,8,11,5,3,2,9,11,10,4,1,6,9,6,2,0,0,2,2,2
373.5,1,2,2,3,2,2,8,10,5,3,2,9,11,11,4,1,6,9,6,2,0,0,2,2,2
375.92,1,2,1,3,2,2,8,9,5,3,2,8,12,12,4,1,6,9,6,2,0,0,2,3,1
378.34,1,2,2,3,2,2,7,9,5,3,3,8,13,11,4,1,6,9,6,3,0,0,2,3,1
380.76,1,1,2,3,1,2,7,9,5,3,3,8,12,10,4,1,6,9,6,3,0,0,2,3,1
383.18,1,1,2,3,1,2,7,9,6,4,4,8,12,10,3,1,6,9,6,3,0,0,2,3,0
385.6,1,1,2,3,2,2,6,9,6,4,3,8,12,10,3,1,7,9,6,3,0,0,2,3,0
388.02,1,1,2,3,2,2,6,9,6,4,3,8,12,10,3,1,5,9,6,3,0,0,2,3,0
390.44,1,1,2,3,2,2,6,9,6,4,3,8,12,9,3,1,5,9,6,4,0,0,2,2,0
392.86,1,1,2,3,2,2,6,9,7,4,4,8,12,9,3,1,5,10,7,4,0,0,2,2,0
395.28,1,1,1,3,2,2,5,9,7,4,5,8,11,9,3,1,5,10,6,4,0,0,2,2,0
397.7,1,1,1,3,2,2,5,9,7,4,5,8,11,9,3,1,5,10,6,4,0,0,2,2,0
400.12,1,1,1,2,2,2,5,8,7,4,5,8,11,9,3,1,5,9,6,3,0,0,2,2,0
402.54,1,1,1,2,2,3,6,9,7,4,5,8,11,9,3,1,6,8,6,3,0,0,2,2,0
404.96,1,1,2,2,2,3,6,8,7,4,5,8,11,9,3,1,6,7,6,3,0,0,2,2,1
407.38,1,1,2,2,2,3,6,9,7,3,5,7,10,8,3,2,6,7,6,2,0,0,3,2,1
409.8,1,1,3,2,2,3,6,9,7,3,5,7,10,8,2,2,6,7,7,2,0,0,3,2,1
412.22,1,1,3,2,2,3,6,9,6,3,5,8,11,8,3,2,6,8,7,2,0,0,2,1,1
414.64,1,1,3,3,2,3,6,9,6,2,5,8,11,8,3,2,6,7,7,2,0,0,2,1,0
417.06,1,1,3,3,2,3,6,10,6,3,5,9,11,8,3,2,6,7,7,2,0,0,2,1,0
419.48,1,1,2,3,2,3,6,9,6,3,5,9,11,8,3,2,6,7,7,2,0,0,2,1,1
421.9,1,1,2,3,2,3,6,9,6,3,5,8,11,8,2,2,6,7,7,2,0,0,2,1,1
424.32,1,1,2,3,2,3,6,11,6,3,5,9,11,8,2,2,5,7,6,2,0,0,1,1,1
426.74,1,2,3,3,2,3,8,11,6,3,5,9,12,8,2,2,5,7,5,2,0,0,1,2,1
429.16,1,2,4,4,2,3,7,12,6,3,5,9,12,8,2,1,6,7,4,1,0,1,1,2,1
431.58,1,3,4,4,2,3,7,12,6,3,5,9,12,9,2,1,6,7,4,1,0,1,1,2,1
434,0,3,4,4,2,3,7,12,6,3,5,9,12,8,2,2,6,7,4,1,0,1,1,2,1
436.42,0,3,4,4,2,3,8,12,6,3,5,9,11,8,2,2,6,7,3,1,0,1,1,2,1
438.84,1,3,4,4,2,3,8,11,6,2,5,9,11,7,2,2,6,8,3,1,0,1,1,2,1
441.26,1,3,4,4,2,3,8,11,6,2,6,10,11,7,2,2,6,9,3,1,0,1,1,2,1
443.68,1,3,4,4,2,3,9,10,6,2,5,10,12,8,2,2,6,8,3,1,1,1,1,2,0
446.1,1,3,5,4,3,3,9,10,7,2,5,10,12,8,2,2,6,7,3,1,1,1,1,1,0
448.52,1,3,5,4,3,2,9,10,7,2,5,10,9,8,2,2,6,7,3,1,1,1,1,1,0
450.94,1,4,5,4,2,2,9,10,7,2,4,10,9,8,2,2,6,7,3,1,1,1,1,1,0
453.36,1,4,5,4,2,3,9,10,7,2,4,10,10,8,2,2,5,7,3,1,1,1,1,1,0
455.78,1,4,5,4,2,2,9,10,8,2,4,10,10,8,2,2,5,7,2,1,1,1,1,1,0
458.2,1,3,5,4,2,2,9,10,8,2,4,10,10,7,2,2,5,6,2,1,1,1,2,1,0
460.62,1,4,5,4,1,2,9,10,8,2,4,10,10,7,2,2,4,6,2,1,1,1,1,1,0
463.04,1,5,5,4,1,2,10,10,7,2,4,10,10,7,2,2,4,6,2,1,1,1,1,1,0
465.46,1,4,5,4,1,2,9,10,8,2,4,10,10,8,2,2,4,6,2,1,1,2,1,1,0
467.88,1,4,5,4,1,3,9,10,8,2,4,10,10,8,3,2,4,7,2,1,1,2,1,0,0
470.3,1,4,5,4,1,3,9,10,8,2,4,10,10,7,3,2,3,6,2,1,1,2,1,0,0
472.72,1,5,5,4,1,3,9,10,8,2,4,10,11,7,3,2,3,6,2,1,1,2,1,0,0
475.14,1,5,5,4,1,3,9,10,8,2,4,10,11,7,3,2,3,6,1,1,1,2,0,0,0
477.56,1,5,5,4,1,3,9,10,8,2,4,10,11,6,2,2,3,5,1,0,1,2,1,0,0
479.98,0,5,5,4,1,3,10,10,8,2,4,10,11,6,2,2,3,5,1,0,0,2,1,0,0
482.4,0,5,6,4,1,3,10,10,8,2,4,10,11,6,2,3,3,5,1,0,0,2,1,0,0
