X,ieee802154Narrow.anchor[8].appl/Dropped Packets in AN - Max MAC BackOff tries
1.86,13
4.28,4
6.7,2
9.12,1
11.54,3
13.96,2
16.38,3
18.8,2
21.22,3
23.64,0
26.06,6
28.48,1
30.9,1
33.32,2
35.74,1
38.16,1
40.58,3
43,4
45.42,4
47.84,3
50.26,1
52.68,1
55.1,2
57.52,0
59.94,2
62.36,2
64.78,1
67.2,4
69.62,2
72.04,2
74.46,3
76.88,4
79.3,2
81.72,4
84.14,0
86.56,0
88.98,1
91.4,0
93.82,0
96.24,3
98.66,4
101.08,0
103.5,0
105.92,1
108.34,4
110.76,1
113.18,1
115.6,2
118.02,2
120.44,6
122.86,3
125.28,3
127.7,0
130.12,0
132.54,0
134.96,0
137.38,2
139.8,1
142.22,6
144.64,4
147.06,1
149.48,2
151.9,3
154.32,3
156.74,3
159.16,2
161.58,3
164,2
166.42,1
168.84,1
171.26,4
173.68,0
176.1,2
178.52,0
180.94,1
183.36,1
185.78,1
188.2,0
190.62,1
193.04,5
195.46,0
197.88,1
200.3,3
202.72,2
205.14,0
207.56,2
209.98,1
212.4,2
214.82,1
217.24,0
219.66,2
222.08,2
224.5,1
226.92,1
229.34,2
231.76,1
234.18,1
236.6,0
239.02,0
241.44,0
243.86,2
246.28,7
248.7,4
251.12,5
253.54,1
255.96,5
258.38,7
260.8,5
263.22,3
265.64,9
268.06,3
270.48,3
272.9,5
275.32,4
277.74,4
280.16,5
282.58,0
285,4
287.42,5
289.84,3
292.26,3
294.68,2
297.1,4
299.52,2
301.94,0
304.36,5
306.78,3
309.2,2
311.62,2
314.04,0
316.46,1
318.88,3
321.3,0
323.72,0
326.14,2
328.56,0
330.98,0
333.4,1
335.82,4
338.24,2
340.66,1
343.08,1
345.5,2
347.92,1
350.34,2
352.76,0
355.18,1
357.6,1
360.02,0
362.44,3
364.86,0
367.28,1
369.7,2
372.12,1
374.54,0
376.96,2
379.38,0
381.8,2
384.22,1
386.64,1
389.06,2
391.48,1
393.9,1
396.32,2
398.74,0
401.16,2
403.58,1
406,1
408.42,0
410.84,1
413.26,0
415.68,0
418.1,2
420.52,0
422.94,1
425.36,0
427.78,2
430.2,0
432.62,0
435.04,0
437.46,0
439.88,0
442.3,0
444.72,0
447.14,3
449.56,3
451.98,1
454.4,1
456.82,1
459.24,5
461.66,3
464.08,1
466.5,1
468.92,2
471.34,3
473.76,1
476.18,1
478.6,3
481.02,1
483.44,2
