X,ieee802154Narrow.computer[0].appl/Number of packets sent from anchor 16
1.86,6
4.28,7
6.7,6
9.12,7
11.54,7
13.96,7
16.38,6
18.8,6
21.22,6
23.64,6
26.06,7
28.48,7
30.9,7
33.32,7
35.74,7
38.16,6
40.58,6
43,7
45.42,7
47.84,7
50.26,7
52.68,7
55.1,7
57.52,5
59.94,6
62.36,5
64.78,6
67.2,6
69.62,8
72.04,8
74.46,9
76.88,9
79.3,7
81.72,10
84.14,9
86.56,10
88.98,8
91.4,9
93.82,6
96.24,7
98.66,8
101.08,9
103.5,9
105.92,8
108.34,9
110.76,8
113.18,7
115.6,8
118.02,7
120.44,6
122.86,6
125.28,7
127.7,7
130.12,6
132.54,8
134.96,8
137.38,8
139.8,7
142.22,7
144.64,7
147.06,7
149.48,7
151.9,7
154.32,7
156.74,7
159.16,6
161.58,7
164,6
166.42,6
168.84,6
171.26,6
173.68,6
176.1,6
178.52,6
180.94,6
183.36,6
185.78,5
188.2,4
190.62,5
193.04,5
195.46,4
197.88,4
200.3,4
202.72,4
205.14,4
207.56,5
209.98,5
212.4,5
214.82,5
217.24,5
219.66,5
222.08,5
224.5,5
226.92,4
229.34,4
231.76,3
234.18,3
236.6,3
239.02,3
241.44,3
243.86,4
246.28,4
248.7,4
251.12,4
253.54,4
255.96,4
258.38,4
260.8,4
263.22,4
265.64,5
268.06,5
270.48,5
272.9,6
275.32,6
277.74,6
280.16,6
282.58,6
285,6
287.42,6
289.84,6
292.26,7
294.68,7
297.1,6
299.52,7
301.94,7
304.36,6
306.78,6
309.2,5
311.62,6
314.04,6
316.46,7
318.88,7
321.3,6
323.72,6
326.14,7
328.56,7
330.98,7
333.4,7
335.82,6
338.24,6
340.66,6
343.08,6
345.5,6
347.92,6
350.34,6
352.76,6
355.18,6
357.6,5
360.02,5
362.44,3
364.86,3
367.28,3
369.7,4
372.12,5
374.54,4
376.96,4
379.38,5
381.8,5
384.22,4
386.64,5
389.06,5
391.48,5
393.9,5
396.32,5
398.74,4
401.16,5
403.58,5
406,5
408.42,5
410.84,5
413.26,5
415.68,5
418.1,5
420.52,5
422.94,5
425.36,5
427.78,5
430.2,4
432.62,3
435.04,3
437.46,3
439.88,3
442.3,4
444.72,4
447.14,4
449.56,4
451.98,4
454.4,4
456.82,4
459.24,4
461.66,5
464.08,5
466.5,6
468.92,6
471.34,6
473.76,6
476.18,5
478.6,6
481.02,6
483.44,6
