X,ieee802154Narrow.anchor[16].appl/Dropped Packets in AN - No ACK received
1.86,11
4.28,1
6.7,3
9.12,1
11.54,2
13.96,1
16.38,1
18.8,0
21.22,2
23.64,1
26.06,0
28.48,0
30.9,0
33.32,1
35.74,0
38.16,2
40.58,2
43,1
45.42,0
47.84,1
50.26,0
52.68,0
55.1,0
57.52,0
59.94,1
62.36,2
64.78,1
67.2,2
69.62,1
72.04,1
74.46,0
76.88,1
79.3,1
81.72,1
84.14,0
86.56,0
88.98,2
91.4,1
93.82,1
96.24,4
98.66,4
101.08,4
103.5,0
105.92,2
108.34,5
110.76,5
113.18,4
115.6,3
118.02,2
120.44,5
122.86,3
125.28,3
127.7,2
130.12,6
132.54,1
134.96,7
137.38,4
139.8,1
142.22,1
144.64,0
147.06,2
149.48,0
151.9,0
154.32,0
156.74,0
159.16,0
161.58,1
164,5
166.42,0
168.84,0
171.26,2
173.68,1
176.1,1
178.52,0
180.94,0
183.36,0
185.78,1
188.2,3
190.62,2
193.04,2
195.46,1
197.88,1
200.3,2
202.72,1
205.14,0
207.56,0
209.98,0
212.4,0
214.82,0
217.24,0
219.66,0
222.08,0
224.5,0
226.92,0
229.34,0
231.76,1
234.18,2
236.6,1
239.02,0
241.44,0
243.86,0
246.28,0
248.7,0
251.12,0
253.54,0
255.96,1
258.38,1
260.8,1
263.22,0
265.64,2
268.06,1
270.48,1
272.9,0
275.32,3
277.74,2
280.16,1
282.58,1
285,1
287.42,1
289.84,0
292.26,1
294.68,1
297.1,2
299.52,1
301.94,1
304.36,2
306.78,0
309.2,3
311.62,3
314.04,0
316.46,0
318.88,0
321.3,4
323.72,0
326.14,2
328.56,1
330.98,1
333.4,2
335.82,0
338.24,1
340.66,1
343.08,1
345.5,0
347.92,1
350.34,0
352.76,1
355.18,0
357.6,0
360.02,1
362.44,0
364.86,0
367.28,0
369.7,1
372.12,2
374.54,2
376.96,1
379.38,1
381.8,0
384.22,0
386.64,0
389.06,0
391.48,1
393.9,0
396.32,0
398.74,0
401.16,1
403.58,0
406,1
408.42,0
410.84,2
413.26,0
415.68,1
418.1,1
420.52,0
422.94,0
425.36,1
427.78,2
430.2,0
432.62,0
435.04,0
437.46,2
439.88,1
442.3,2
444.72,0
447.14,1
449.56,0
451.98,3
454.4,0
456.82,0
459.24,0
461.66,0
464.08,4
466.5,3
468.92,1
471.34,0
473.76,1
476.18,1
478.6,0
481.02,1
483.44,3
