X,ieee802154Narrow.computer[0].appl/Number of packets sent from anchor 12
1.86,7
4.28,8
6.7,10
9.12,10
11.54,10
13.96,9
16.38,10
18.8,11
21.22,11
23.64,11
26.06,11
28.48,11
30.9,11
33.32,13
35.74,13
38.16,13
40.58,13
43,13
45.42,13
47.84,13
50.26,13
52.68,14
55.1,13
57.52,13
59.94,13
62.36,13
64.78,14
67.2,13
69.62,14
72.04,13
74.46,12
76.88,14
79.3,14
81.72,13
84.14,13
86.56,13
88.98,12
91.4,11
93.82,12
96.24,12
98.66,12
101.08,12
103.5,12
105.92,10
108.34,9
110.76,9
113.18,9
115.6,9
118.02,10
120.44,7
122.86,9
125.28,10
127.7,9
130.12,9
132.54,9
134.96,9
137.38,9
139.8,10
142.22,10
144.64,10
147.06,10
149.48,11
151.9,11
154.32,10
156.74,10
159.16,11
161.58,10
164,9
166.42,9
168.84,9
171.26,9
173.68,9
176.1,10
178.52,10
180.94,10
183.36,11
185.78,11
188.2,11
190.62,12
193.04,13
195.46,13
197.88,13
200.3,12
202.72,12
205.14,11
207.56,11
209.98,11
212.4,11
214.82,10
217.24,11
219.66,11
222.08,10
224.5,10
226.92,11
229.34,12
231.76,12
234.18,11
236.6,12
239.02,11
241.44,11
243.86,11
246.28,11
248.7,10
251.12,10
253.54,9
255.96,8
258.38,8
260.8,8
263.22,8
265.64,7
268.06,10
270.48,10
272.9,9
275.32,10
277.74,11
280.16,11
282.58,11
285,11
287.42,11
289.84,10
292.26,10
294.68,10
297.1,9
299.52,10
301.94,10
304.36,10
306.78,10
309.2,9
311.62,9
314.04,9
316.46,8
318.88,8
321.3,8
323.72,8
326.14,8
328.56,8
330.98,9
333.4,10
335.82,10
338.24,11
340.66,11
343.08,11
345.5,11
347.92,11
350.34,12
352.76,12
355.18,14
357.6,13
360.02,13
362.44,13
364.86,12
367.28,12
369.7,13
372.12,13
374.54,13
376.96,12
379.38,12
381.8,12
384.22,12
386.64,12
389.06,12
391.48,12
393.9,12
396.32,12
398.74,11
401.16,13
403.58,13
406,13
408.42,13
410.84,12
413.26,10
415.68,10
418.1,10
420.52,9
422.94,9
425.36,9
427.78,9
430.2,9
432.62,9
435.04,9
437.46,9
439.88,9
442.3,9
444.72,9
447.14,9
449.56,9
451.98,9
454.4,9
456.82,8
459.24,8
461.66,8
464.08,8
466.5,9
468.92,9
471.34,11
473.76,11
476.18,10
478.6,9
481.02,9
483.44,9
