X,ieee802154Narrow.anchor[12].appl/Number of AN Reports with ACK
1.86,24
4.28,27
6.7,32
9.12,32
11.54,33
13.96,32
16.38,32
18.8,30
21.22,35
23.64,30
26.06,35
28.48,33
30.9,36
33.32,36
35.74,34
38.16,35
40.58,33
43,34
45.42,36
47.84,37
50.26,35
52.68,35
55.1,36
57.52,34
59.94,34
62.36,32
64.78,31
67.2,30
69.62,28
72.04,30
74.46,29
76.88,28
79.3,28
81.72,27
84.14,26
86.56,27
88.98,27
91.4,31
93.82,32
96.24,31
98.66,30
101.08,31
103.5,32
105.92,29
108.34,32
110.76,30
113.18,30
115.6,30
118.02,30
120.44,30
122.86,29
125.28,30
127.7,33
130.12,34
132.54,33
134.96,34
137.38,36
139.8,36
142.22,37
144.64,36
147.06,34
149.48,34
151.9,35
154.32,35
156.74,36
159.16,37
161.58,34
164,35
166.42,37
168.84,34
171.26,35
173.68,33
176.1,37
178.52,38
180.94,37
183.36,39
185.78,39
188.2,37
190.62,40
193.04,41
195.46,43
197.88,42
200.3,42
202.72,39
205.14,40
207.56,43
209.98,38
212.4,34
214.82,37
217.24,38
219.66,34
222.08,36
224.5,36
226.92,37
229.34,38
231.76,40
234.18,38
236.6,35
239.02,39
241.44,40
243.86,39
246.28,34
248.7,36
251.12,32
253.54,33
255.96,33
258.38,36
260.8,28
263.22,31
265.64,33
268.06,33
270.48,31
272.9,29
275.32,29
277.74,28
280.16,27
282.58,26
285,26
287.42,26
289.84,26
292.26,26
294.68,28
297.1,27
299.52,30
301.94,29
304.36,27
306.78,28
309.2,30
311.62,30
314.04,29
316.46,28
318.88,27
321.3,27
323.72,27
326.14,27
328.56,27
330.98,26
333.4,26
335.82,26
338.24,27
340.66,26
343.08,25
345.5,27
347.92,26
350.34,26
352.76,28
355.18,29
357.6,30
360.02,30
362.44,29
364.86,30
367.28,30
369.7,30
372.12,29
374.54,30
376.96,31
379.38,30
381.8,30
384.22,30
386.64,29
389.06,29
391.48,29
393.9,30
396.32,34
398.74,35
401.16,36
403.58,35
406,35
408.42,36
410.84,36
413.26,37
415.68,37
418.1,36
420.52,37
422.94,37
425.36,36
427.78,36
430.2,36
432.62,36
435.04,36
437.46,37
439.88,37
442.3,35
444.72,35
447.14,35
449.56,34
451.98,32
454.4,32
456.82,33
459.24,34
461.66,34
464.08,30
466.5,35
468.92,32
471.34,31
473.76,30
476.18,30
478.6,30
481.02,32
483.44,31
