X,ieee802154Narrow.anchor[12].appl/Number of AN Reports with ACK
1.86,14
4.28,17
6.7,16
9.12,17
11.54,18
13.96,19
16.38,20
18.8,18
21.22,25
23.64,22
26.06,23
28.48,22
30.9,19
33.32,24
35.74,24
38.16,20
40.58,23
43,24
45.42,25
47.84,28
50.26,26
52.68,24
55.1,29
57.52,29
59.94,25
62.36,28
64.78,28
67.2,26
69.62,28
72.04,31
74.46,31
76.88,30
79.3,28
81.72,28
84.14,30
86.56,24
88.98,31
91.4,31
93.82,28
96.24,28
98.66,29
101.08,29
103.5,28
105.92,25
108.34,23
110.76,27
113.18,25
115.6,29
118.02,28
120.44,28
122.86,26
125.28,30
127.7,29
130.12,29
132.54,28
134.96,28
137.38,25
139.8,28
142.22,28
144.64,26
147.06,24
149.48,25
151.9,23
154.32,23
156.74,23
159.16,23
161.58,24
164,24
166.42,24
168.84,23
171.26,22
173.68,20
176.1,20
178.52,20
180.94,20
183.36,20
185.78,21
188.2,20
190.62,20
193.04,20
195.46,20
197.88,21
200.3,19
202.72,20
205.14,20
207.56,20
209.98,21
212.4,23
214.82,22
217.24,23
219.66,23
222.08,23
224.5,23
226.92,23
229.34,23
231.76,22
234.18,24
236.6,23
239.02,24
241.44,27
243.86,27
246.28,24
248.7,26
251.12,27
253.54,22
255.96,27
258.38,28
260.8,29
263.22,29
265.64,29
268.06,24
270.48,30
272.9,31
275.32,29
277.74,28
280.16,28
282.58,28
285,28
287.42,29
289.84,29
292.26,28
294.68,28
297.1,29
299.52,28
301.94,28
304.36,27
306.78,27
309.2,26
311.62,25
314.04,25
316.46,24
318.88,27
321.3,29
323.72,29
326.14,30
328.56,28
330.98,29
333.4,31
335.82,31
338.24,32
340.66,30
343.08,32
345.5,32
347.92,32
350.34,31
352.76,31
355.18,31
357.6,31
360.02,30
362.44,32
364.86,34
367.28,33
369.7,31
372.12,31
374.54,32
376.96,31
379.38,32
381.8,32
384.22,33
386.64,32
389.06,31
391.48,31
393.9,31
396.32,29
398.74,30
401.16,29
403.58,29
406,29
408.42,30
410.84,28
413.26,28
415.68,26
418.1,26
420.52,27
422.94,27
425.36,26
427.78,30
430.2,29
432.62,27
435.04,30
437.46,31
439.88,30
442.3,30
444.72,28
447.14,27
449.56,28
451.98,29
454.4,28
456.82,29
459.24,27
461.66,27
464.08,28
466.5,28
468.92,28
471.34,28
473.76,26
476.18,26
478.6,25
481.02,24
483.44,24
