X,ieee802154Narrow.anchor[0].appl/Number of packets from this anchor,ieee802154Narrow.anchor[1].appl/Number of packets from this anchor,ieee802154Narrow.anchor[2].appl/Number of packets from this anchor,ieee802154Narrow.anchor[3].appl/Number of packets from this anchor,ieee802154Narrow.anchor[4].appl/Number of packets from this anchor,ieee802154Narrow.anchor[5].appl/Number of packets from this anchor,ieee802154Narrow.anchor[6].appl/Number of packets from this anchor,ieee802154Narrow.anchor[7].appl/Number of packets from this anchor,ieee802154Narrow.anchor[8].appl/Number of packets from this anchor,ieee802154Narrow.anchor[9].appl/Number of packets from this anchor,ieee802154Narrow.anchor[10].appl/Number of packets from this anchor,ieee802154Narrow.anchor[11].appl/Number of packets from this anchor,ieee802154Narrow.anchor[12].appl/Number of packets from this anchor,ieee802154Narrow.anchor[13].appl/Number of packets from this anchor,ieee802154Narrow.anchor[14].appl/Number of packets from this anchor,ieee802154Narrow.anchor[15].appl/Number of packets from this anchor,ieee802154Narrow.anchor[16].appl/Number of packets from this anchor,ieee802154Narrow.anchor[17].appl/Number of packets from this anchor,ieee802154Narrow.anchor[18].appl/Number of packets from this anchor,ieee802154Narrow.anchor[19].appl/Number of packets from this anchor,ieee802154Narrow.anchor[20].appl/Number of packets from this anchor,ieee802154Narrow.anchor[21].appl/Number of packets from this anchor,ieee802154Narrow.anchor[22].appl/Number of packets from this anchor,ieee802154Narrow.anchor[23].appl/Number of packets from this anchor,ieee802154Narrow.anchor[24].appl/Number of packets from this anchor
80.68,0,1,2,1,0,1,7,7,4,1,3,7,11,8,2,2,10,11,5,2,1,4,6,3,0
83.1,0,0,2,1,0,1,7,7,4,1,3,7,11,8,2,4,10,11,4,2,2,4,6,2,1
85.52,0,0,2,1,0,1,7,7,4,1,3,8,11,8,2,4,11,11,5,2,3,4,6,2,1
87.94,0,0,2,1,0,1,7,7,4,1,2,9,11,8,2,3,11,11,4,2,2,4,6,2,1
90.36,0,0,2,0,0,1,7,7,4,1,2,9,9,8,2,3,9,10,4,2,2,4,6,2,1
92.78,0,0,2,0,0,1,6,7,4,1,1,9,9,7,2,4,9,10,4,2,2,4,6,2,1
95.2,0,0,2,0,0,1,6,7,4,1,2,9,10,8,2,4,9,10,5,2,3,4,6,2,1
97.62,0,0,3,0,0,1,6,6,5,1,2,9,9,8,1,4,9,10,5,1,3,4,6,2,1
100.04,0,0,3,0,0,1,6,6,5,1,2,9,9,8,1,4,9,10,5,1,3,4,6,3,1
102.46,0,1,3,0,0,1,6,6,5,1,2,9,9,8,1,4,10,10,5,1,3,4,6,3,1
104.88,0,1,3,0,0,1,6,6,5,1,2,8,10,8,1,4,10,10,6,1,3,5,6,3,1
107.3,0,1,1,0,0,1,4,7,4,1,2,7,10,8,1,5,9,10,6,1,3,5,6,3,1
109.72,0,1,1,0,0,1,3,7,4,1,2,7,10,6,1,5,9,11,6,1,3,5,6,3,1
112.14,0,1,1,0,0,1,3,6,4,1,2,7,10,6,1,5,9,11,6,1,3,5,6,3,1
114.56,0,1,1,1,0,0,3,6,4,1,2,7,10,6,1,5,9,10,6,2,3,5,6,3,1
116.98,0,1,1,1,0,0,3,5,3,2,3,7,10,6,3,5,9,9,7,2,3,5,5,4,1
119.4,0,1,1,1,0,0,3,5,3,2,3,7,10,6,3,5,10,9,7,2,4,5,5,4,1
121.82,0,1,1,2,0,0,3,5,3,2,3,7,10,7,3,5,10,8,7,2,4,5,4,4,1
124.24,0,1,1,2,0,0,3,4,3,2,3,7,10,7,3,5,10,8,7,2,4,5,4,4,1
126.66,0,1,1,2,0,0,3,4,3,2,3,7,10,6,3,5,10,8,7,2,4,4,4,4,1
129.08,0,1,1,2,0,0,3,4,3,2,4,6,9,6,3,5,10,7,7,2,4,5,4,4,1
131.5,0,1,1,2,0,0,3,4,3,2,4,6,9,6,3,5,10,7,7,2,4,5,5,4,1
133.92,0,1,1,2,0,0,3,4,3,2,4,6,9,5,3,5,10,6,7,2,4,5,5,4,1
136.34,0,1,1,2,0,0,2,4,3,2,4,6,9,5,3,5,10,7,6,2,4,6,5,5,1
138.76,0,1,2,2,0,0,2,4,3,2,4,7,8,5,2,5,10,8,5,2,4,6,5,5,1
141.18,0,1,2,2,0,0,2,4,3,2,4,7,8,5,2,5,10,8,5,3,4,6,5,4,1
143.6,0,1,2,2,0,0,2,4,3,2,5,7,8,5,2,5,10,8,5,3,4,5,4,3,1
146.02,0,1,2,2,0,0,2,3,3,1,5,7,6,5,2,6,10,8,5,3,5,5,4,3,2
148.44,0,1,2,2,0,0,3,3,3,1,6,7,6,5,2,7,10,8,5,3,5,5,5,3,2
150.86,0,1,2,2,0,0,3,3,3,1,6,7,6,5,2,7,10,8,5,3,6,6,5,3,2
153.28,0,1,2,2,0,0,4,2,3,1,6,7,6,5,2,7,10,7,5,3,6,6,4,2,2
155.7,0,1,2,2,0,0,4,3,3,1,6,8,6,5,2,8,10,7,5,3,6,6,4,2,2
158.12,0,1,2,2,0,0,3,3,3,1,6,8,5,5,2,8,10,8,5,3,6,6,4,2,2
160.54,0,1,2,2,0,0,3,3,3,1,6,10,5,4,2,8,10,8,5,3,5,5,4,2,2
162.96,0,1,2,2,0,1,3,4,3,1,6,10,6,4,2,8,10,8,5,3,5,5,4,2,2
165.38,0,1,2,2,0,2,3,4,4,1,6,10,7,4,2,8,10,8,5,3,5,5,4,2,2
167.8,0,1,2,1,0,2,3,4,4,1,6,10,7,4,2,8,10,8,5,3,3,5,4,2,2
170.22,0,2,2,1,0,2,3,4,4,1,6,10,7,4,2,8,10,7,5,3,2,5,4,2,2
172.64,0,2,2,1,0,3,4,4,4,1,6,10,8,4,2,8,10,8,4,3,1,5,4,2,2
175.06,0,2,2,1,0,4,4,4,4,1,6,11,8,5,2,9,9,8,4,3,1,5,4,2,2
177.48,0,2,2,1,0,4,6,4,4,1,6,11,8,4,2,8,9,8,4,3,1,5,4,2,2
179.9,0,2,2,1,0,4,6,5,4,1,6,11,8,4,2,8,9,7,5,3,1,5,4,2,2
182.32,0,2,2,1,0,4,6,5,4,1,7,11,8,4,2,8,9,8,4,3,1,4,4,2,2
184.74,0,2,2,1,0,4,7,5,4,1,8,11,9,4,2,9,9,8,3,3,1,4,4,2,2
187.16,0,2,2,1,0,4,7,5,4,1,8,11,9,4,2,8,9,8,3,3,1,4,3,2,2
189.58,0,2,2,1,0,4,7,5,4,1,8,11,10,4,2,7,9,8,3,3,1,4,2,2,1
192,0,2,2,1,0,4,8,5,3,1,8,11,10,4,2,7,9,8,3,3,1,4,2,2,0
194.42,0,2,2,1,0,5,8,5,3,1,8,11,10,4,2,7,8,8,3,2,1,4,3,2,0
196.84,0,2,2,1,0,5,8,6,3,1,8,11,12,4,2,7,8,7,3,2,1,4,3,2,0
199.26,0,3,3,1,0,5,8,6,3,0,8,11,12,4,2,6,9,7,3,2,1,4,3,2,0
201.68,0,2,3,1,0,5,8,6,3,0,8,11,12,5,1,6,8,7,3,2,2,4,3,2,0
204.1,1,2,3,1,0,5,9,6,3,0,9,11,11,5,1,5,7,8,3,2,2,3,3,2,0
206.52,2,2,3,1,0,5,9,5,2,0,9,11,11,5,1,5,6,8,3,2,2,4,3,2,0
208.94,2,3,3,1,0,5,9,5,2,0,9,11,11,5,1,5,6,8,3,2,1,4,3,2,0
211.36,3,3,3,1,0,5,9,5,2,0,8,11,10,4,1,4,6,8,3,2,1,4,2,3,0
213.78,3,4,3,1,0,5,9,6,2,0,8,11,9,5,1,4,6,8,3,2,1,4,2,3,0
216.2,4,5,3,2,0,6,9,6,2,0,8,11,8,5,1,4,7,7,3,1,1,4,2,3,0
218.62,4,6,3,2,0,6,9,6,2,0,8,11,9,5,1,4,7,7,3,1,2,3,2,3,0
221.04,4,6,3,2,0,6,9,5,2,0,8,11,9,5,1,4,7,7,3,1,2,3,2,3,0
223.46,4,6,3,2,0,6,9,5,2,0,9,12,9,5,1,4,7,6,3,1,2,3,2,3,0
225.88,4,6,3,2,0,6,9,5,2,0,9,13,9,5,1,4,7,6,3,1,2,3,2,3,0
228.3,4,6,3,1,0,6,9,5,3,0,9,13,9,5,1,4,7,6,3,1,2,2,3,3,0
230.72,4,5,2,0,0,6,9,5,3,0,9,13,9,5,1,4,7,5,3,1,2,3,3,2,0
233.14,4,5,2,0,0,6,9,5,3,0,8,13,9,5,1,3,6,5,3,1,2,3,3,2,0
235.56,4,5,2,0,0,6,9,5,3,0,8,12,9,5,0,3,6,5,3,1,2,3,3,2,0
237.98,4,5,1,0,0,6,10,5,3,0,8,13,9,4,0,3,6,5,3,1,2,3,3,2,0
240.4,4,5,1,0,0,6,10,6,3,0,7,13,9,4,0,3,6,6,2,1,1,2,3,2,0
242.82,4,5,2,0,0,6,10,6,3,0,7,13,9,5,0,4,6,6,2,1,1,2,3,2,0
245.24,4,5,2,0,0,6,10,6,3,0,6,13,8,5,0,4,6,6,2,1,1,2,3,1,0
247.66,4,5,1,0,0,6,10,6,3,0,6,13,8,5,0,3,5,7,2,1,1,2,3,1,0
250.08,4,5,1,0,0,6,10,6,3,0,6,13,8,5,0,3,5,6,2,1,1,2,3,1,0
252.5,4,5,1,0,0,6,10,7,3,0,6,13,9,5,0,3,5,6,2,1,1,2,3,1,0
254.92,4,5,3,0,0,5,10,7,3,0,6,13,9,5,0,3,5,6,4,0,2,2,3,1,0
257.34,5,5,3,0,0,5,10,7,4,0,6,13,10,5,0,3,5,7,4,0,1,2,3,1,0
259.76,5,5,3,0,0,5,10,7,4,0,6,12,10,5,0,3,7,7,3,0,1,2,3,1,0
262.18,4,5,3,1,0,5,10,7,4,0,5,12,9,4,0,4,7,7,4,0,1,2,3,1,0
264.6,4,6,3,1,0,6,9,7,5,0,6,12,8,4,0,4,7,7,4,0,1,3,3,1,0
267.02,4,6,3,1,0,6,8,7,4,0,6,12,8,4,0,4,7,7,4,0,1,3,3,1,0
269.44,4,5,3,1,0,6,7,7,4,1,6,12,9,5,0,4,7,7,4,0,1,3,3,1,0
271.86,3,5,3,1,0,6,7,7,4,1,6,12,9,5,0,4,6,7,4,0,2,3,2,1,0
274.28,3,5,3,1,0,6,9,7,4,1,6,12,9,5,0,4,7,7,4,0,2,3,2,1,0
276.7,2,5,3,2,0,6,9,7,4,1,6,12,8,5,0,4,7,7,4,0,2,3,2,1,0
279.12,2,3,3,2,0,5,9,7,4,1,6,12,10,5,0,4,8,7,4,0,2,3,2,1,0
281.54,2,3,3,2,0,5,9,7,4,1,6,12,10,5,0,4,8,7,4,0,2,3,2,1,0
283.96,2,3,4,2,0,5,8,6,4,1,6,11,10,5,0,5,8,8,4,0,2,3,3,1,0
286.38,2,3,4,2,0,4,8,7,4,1,6,11,10,5,1,5,8,7,3,0,2,3,3,1,0
288.8,2,3,4,2,1,4,8,7,4,1,6,12,10,5,1,5,8,7,3,0,2,3,3,1,0
291.22,1,3,4,2,1,4,8,6,4,1,6,12,10,5,1,5,8,7,3,0,2,3,3,1,0
293.64,1,2,4,2,1,4,8,6,4,1,5,12,10,5,1,5,8,7,3,0,2,3,4,1,0
296.06,1,2,4,2,1,4,8,6,4,1,6,12,9,5,1,5,9,7,3,0,2,4,3,1,0
298.48,1,2,4,3,1,4,8,6,4,1,6,12,9,6,1,5,10,7,3,0,2,4,3,1,0
300.9,1,2,4,3,1,4,7,6,4,2,6,12,9,5,1,5,10,7,3,0,2,4,3,1,0
303.32,1,2,4,3,1,3,7,7,4,2,6,12,9,6,1,5,10,8,4,0,2,4,3,2,0
305.74,1,1,4,3,1,3,7,8,4,2,7,10,9,6,1,5,10,9,4,0,2,4,3,2,0
308.16,1,1,4,3,1,2,7,8,4,2,7,10,9,6,1,4,10,9,4,0,2,4,3,2,0
310.58,1,1,3,3,1,2,7,8,3,2,6,10,10,6,1,4,10,9,4,0,2,4,3,2,0
313,1,1,3,3,1,2,7,8,3,2,6,10,10,6,1,4,11,9,4,0,2,4,3,2,0
315.42,0,1,3,3,2,2,7,8,3,2,6,10,10,6,1,4,11,9,4,0,2,4,3,2,0
317.84,0,1,3,3,2,2,7,7,3,2,6,10,10,6,1,4,11,9,4,0,2,4,3,3,0
320.26,0,1,3,3,2,2,7,8,3,2,6,9,12,6,1,4,11,9,4,0,2,4,3,3,0
322.68,0,1,3,3,2,2,7,8,3,2,6,9,11,7,2,4,11,8,4,0,2,4,3,2,0
325.1,0,1,3,3,2,3,6,8,3,3,6,10,12,7,2,4,11,8,4,0,2,4,3,2,0
327.52,0,1,4,3,2,3,5,8,3,3,6,10,11,7,2,4,11,8,4,0,1,4,3,2,0
329.94,0,1,4,3,2,3,5,8,3,3,5,10,11,6,2,4,11,9,4,0,1,6,3,2,0
332.36,0,1,3,3,2,2,5,8,3,3,5,10,11,6,2,4,11,9,4,0,1,6,3,2,0
334.78,0,1,4,3,2,2,4,8,3,3,5,10,10,6,2,4,11,10,4,0,0,6,3,2,0
337.2,0,1,4,3,2,2,3,8,4,3,5,10,11,6,2,4,10,10,4,0,0,5,3,2,0
339.62,0,1,4,3,2,1,4,7,4,3,5,9,11,6,2,5,9,10,4,0,0,5,3,2,0
342.04,0,1,4,3,3,1,4,7,4,3,5,9,12,6,2,5,9,10,4,0,0,5,3,2,0
344.46,0,0,4,3,3,1,5,7,6,3,5,9,13,6,3,5,8,10,4,0,0,4,3,2,0
346.88,0,0,4,3,3,1,6,7,6,3,5,9,13,7,3,5,8,10,4,0,0,4,3,2,0
349.3,0,0,4,3,2,1,6,7,6,3,5,9,12,7,2,5,8,10,4,1,0,4,3,2,0
351.72,0,0,3,3,2,1,6,7,6,3,5,9,13,7,2,5,8,10,5,1,0,4,3,2,0
354.14,0,0,3,3,2,1,6,7,6,3,5,9,13,7,2,5,7,10,5,1,0,4,3,2,0
356.56,0,0,3,3,2,2,6,7,6,3,6,9,13,7,2,4,7,10,5,1,0,4,2,2,0
358.98,0,0,3,3,1,2,5,8,6,3,6,9,12,7,2,4,7,10,5,1,0,4,2,2,0
361.4,0,0,3,3,1,2,5,8,6,3,6,9,12,7,2,4,8,10,5,1,0,4,2,2,0
363.82,0,0,3,3,1,2,5,9,6,3,6,9,12,8,2,4,8,10,5,1,0,4,2,2,0
366.24,0,0,3,3,1,2,5,8,6,1,6,8,12,8,2,3,8,10,5,1,0,2,3,2,0
368.66,0,0,3,3,1,2,7,8,6,1,5,8,12,8,2,2,8,9,5,1,0,2,3,2,0
371.08,0,0,2,3,1,3,8,8,6,1,5,8,13,8,3,2,8,9,5,1,0,2,3,2,0
373.5,0,0,2,3,1,3,9,8,6,1,5,8,13,8,3,2,7,8,5,1,0,2,3,2,0
375.92,0,1,2,2,1,3,9,8,6,2,5,8,13,8,3,1,7,7,5,2,0,2,3,2,0
378.34,0,1,2,2,1,3,9,8,6,2,4,9,13,8,3,1,7,6,5,2,0,2,3,2,0
380.76,1,1,2,2,1,3,8,9,6,2,4,8,13,9,3,1,7,6,5,2,0,2,3,2,0
383.18,1,1,1,2,1,3,8,10,6,3,4,8,12,9,3,1,6,6,5,2,0,2,3,2,0
385.6,1,2,1,2,1,3,8,10,6,3,4,8,12,9,3,1,5,6,5,2,0,2,3,2,0
388.02,1,3,1,2,1,4,8,10,6,3,4,8,12,9,4,1,5,7,4,2,0,2,3,2,0
390.44,1,3,1,2,1,4,8,10,5,4,4,9,12,9,4,1,5,7,5,2,0,1,3,2,0
392.86,1,3,1,3,1,4,8,10,5,4,4,9,12,10,5,1,5,7,5,2,0,1,3,2,0
395.28,1,4,2,3,1,4,8,10,6,4,4,9,12,10,5,1,5,6,5,2,0,1,3,2,0
397.7,1,4,2,3,1,4,8,10,6,4,3,9,13,10,5,0,4,6,5,2,0,1,3,2,1
400.12,1,4,3,3,1,4,8,10,6,4,3,9,13,10,5,0,3,6,6,2,0,1,2,2,1
402.54,1,4,4,3,1,4,7,10,6,4,3,9,13,10,5,0,3,5,6,2,0,1,2,2,1
404.96,1,4,4,2,0,4,7,10,7,4,3,8,13,9,5,0,3,5,6,2,0,0,2,2,1
407.38,1,4,4,2,0,4,7,10,7,4,3,9,13,9,5,0,3,5,6,2,0,0,2,2,1
409.8,2,4,4,2,1,4,7,11,6,4,2,9,12,9,5,0,3,5,6,2,0,0,2,2,1
412.22,2,5,5,2,1,4,7,11,6,4,2,9,11,9,4,0,2,5,6,2,0,0,2,2,1
414.64,2,5,5,2,1,6,7,11,6,4,2,9,10,9,4,0,2,5,6,2,0,0,1,2,1
417.06,2,6,5,2,1,6,7,11,6,4,2,9,9,9,4,0,2,5,6,2,0,0,1,2,1
419.48,3,6,5,2,1,6,7,11,6,4,2,9,9,9,4,0,2,5,6,3,0,0,1,2,1
421.9,4,6,5,2,1,6,7,10,6,4,2,9,9,9,4,0,2,3,6,3,0,0,1,2,1
424.32,4,6,6,2,1,5,7,10,6,4,2,8,7,9,4,0,1,3,6,4,0,0,1,2,1
426.74,4,6,6,2,1,5,8,10,6,3,2,6,6,9,4,0,1,3,6,4,0,0,1,2,1
429.16,4,6,6,2,1,5,7,9,6,3,1,6,6,9,4,0,1,3,5,4,0,0,1,1,1
431.58,4,6,6,2,1,5,7,9,5,3,1,5,6,9,4,0,1,3,5,4,0,0,1,1,1
434,4,6,7,3,1,5,7,9,5,3,1,5,6,9,4,0,1,3,5,4,0,0,1,1,2
436.42,5,6,7,3,1,5,7,9,6,3,1,5,6,9,5,0,1,3,5,4,0,0,1,1,2
438.84,5,6,7,3,1,5,7,9,6,3,1,6,5,9,5,0,1,3,5,4,0,0,1,2,1
441.26,5,6,7,2,2,5,7,9,6,3,1,6,5,9,5,0,0,3,5,4,0,0,1,2,1
443.68,6,6,7,2,2,5,8,8,6,3,1,6,5,9,5,0,0,3,5,4,0,0,1,2,1
446.1,6,6,7,2,2,5,8,8,6,3,1,7,5,9,5,0,0,3,5,4,0,0,2,2,1
448.52,6,6,7,2,2,5,8,8,6,3,2,6,5,9,5,0,0,3,5,4,0,0,2,2,1
450.94,5,6,6,2,2,6,8,7,6,3,2,6,5,9,5,0,0,3,5,4,0,0,2,2,1
453.36,4,6,6,2,2,6,8,8,6,3,2,5,5,9,4,0,0,3,5,4,0,0,2,2,1
455.78,4,7,5,2,2,5,8,9,6,3,2,6,6,9,5,0,0,3,5,4,0,0,2,2,1
458.2,4,7,6,2,2,5,8,10,6,3,2,6,6,9,5,0,0,3,5,4,0,0,2,2,1
460.62,3,7,6,2,2,5,8,10,6,3,2,6,8,8,5,0,0,4,5,4,0,0,2,2,1
463.04,3,7,6,2,2,4,8,11,7,3,2,6,8,8,5,0,0,4,5,4,0,0,2,2,2
465.46,3,7,7,3,1,4,8,11,8,3,2,6,8,8,5,0,0,4,4,3,0,0,2,2,1
467.88,3,7,8,3,1,4,8,11,7,4,2,6,8,8,5,0,0,4,4,3,0,0,2,2,1
470.3,3,7,7,2,1,4,8,11,7,4,1,6,9,8,5,0,0,3,4,3,0,0,2,2,1
472.72,3,6,7,2,1,5,8,11,7,4,1,6,9,8,4,0,0,3,4,3,0,0,2,2,1
475.14,3,6,7,2,1,5,8,11,7,4,1,6,9,8,4,0,1,3,5,3,0,0,2,2,1
477.56,3,6,7,2,1,5,8,11,8,4,1,6,10,8,4,0,1,3,5,3,0,0,2,2,1
479.98,3,6,7,3,1,5,8,11,7,4,2,6,10,7,4,0,1,3,5,2,0,0,2,2,1
482.4,3,6,6,3,1,5,8,11,7,4,2,6,10,8,4,1,2,3,5,2,0,0,2,2,1
