X,ieee802154Narrow.anchor[12].appl/Dropped Packets in AN - No ACK received
1.86,11
4.28,3
6.7,5
9.12,2
11.54,1
13.96,3
16.38,0
18.8,1
21.22,5
23.64,2
26.06,4
28.48,4
30.9,1
33.32,1
35.74,1
38.16,1
40.58,1
43,0
45.42,0
47.84,8
50.26,2
52.68,4
55.1,1
57.52,2
59.94,6
62.36,1
64.78,1
67.2,3
69.62,1
72.04,5
74.46,0
76.88,0
79.3,1
81.72,0
84.14,3
86.56,1
88.98,2
91.4,1
93.82,3
96.24,1
98.66,3
101.08,3
103.5,2
105.92,5
108.34,5
110.76,2
113.18,3
115.6,2
118.02,1
120.44,6
122.86,1
125.28,3
127.7,2
130.12,1
132.54,2
134.96,1
137.38,6
139.8,4
142.22,1
144.64,1
147.06,1
149.48,0
151.9,1
154.32,4
156.74,1
159.16,0
161.58,1
164,1
166.42,0
168.84,0
171.26,0
173.68,0
176.1,1
178.52,1
180.94,1
183.36,0
185.78,1
188.2,0
190.62,0
193.04,0
195.46,0
197.88,0
200.3,3
202.72,1
205.14,2
207.56,1
209.98,0
212.4,1
214.82,0
217.24,1
219.66,1
222.08,2
224.5,3
226.92,1
229.34,0
231.76,2
234.18,1
236.6,2
239.02,2
241.44,1
243.86,1
246.28,2
248.7,2
251.12,5
253.54,2
255.96,2
258.38,1
260.8,1
263.22,0
265.64,0
268.06,3
270.48,0
272.9,4
275.32,0
277.74,1
280.16,1
282.58,1
285,2
287.42,0
289.84,0
292.26,0
294.68,0
297.1,1
299.52,1
301.94,1
304.36,1
306.78,2
309.2,1
311.62,1
314.04,2
316.46,0
318.88,0
321.3,0
323.72,0
326.14,1
328.56,4
330.98,1
333.4,1
335.82,1
338.24,0
340.66,4
343.08,0
345.5,1
347.92,1
350.34,0
352.76,0
355.18,0
357.6,3
360.02,1
362.44,1
364.86,0
367.28,1
369.7,0
372.12,2
374.54,3
376.96,2
379.38,4
381.8,3
384.22,2
386.64,3
389.06,2
391.48,3
393.9,4
396.32,3
398.74,1
401.16,3
403.58,0
406,3
408.42,0
410.84,0
413.26,0
415.68,0
418.1,3
420.52,0
422.94,3
425.36,1
427.78,0
430.2,1
432.62,0
435.04,0
437.46,3
439.88,3
442.3,1
444.72,0
447.14,1
449.56,1
451.98,2
454.4,2
456.82,4
459.24,0
461.66,1
464.08,2
466.5,3
468.92,2
471.34,6
473.76,5
476.18,4
478.6,1
481.02,0
483.44,0
