X,ieee802154Narrow.anchor[12].appl/Number of packets from this anchor
0.82,5
3.24,6
5.66,6
8.08,6
10.5,6
12.92,6
15.34,6
17.76,7
20.18,7
22.6,7
25.02,7
27.44,8
29.86,9
32.28,10
34.7,12
37.12,12
39.54,13
41.96,13
44.38,13
46.8,13
49.22,13
51.64,13
54.06,13
56.48,13
58.9,13
61.32,13
63.74,13
66.16,12
68.58,12
71,12
73.42,12
75.84,12
78.26,12
80.68,11
83.1,11
85.52,11
87.94,11
90.36,11
92.78,11
95.2,11
97.62,11
100.04,11
102.46,11
104.88,11
107.3,11
109.72,10
112.14,10
114.56,10
116.98,10
119.4,10
121.82,11
124.24,11
126.66,11
129.08,11
131.5,11
133.92,11
136.34,11
138.76,11
141.18,12
143.6,10
146.02,9
148.44,9
150.86,10
153.28,10
155.7,11
158.12,10
160.54,9
162.96,9
165.38,9
167.8,9
170.22,8
172.64,8
175.06,8
177.48,8
179.9,8
182.32,8
184.74,8
187.16,8
189.58,8
192,9
194.42,11
196.84,11
199.26,11
201.68,11
204.1,11
206.52,11
208.94,11
211.36,11
213.78,11
216.2,10
218.62,10
221.04,10
223.46,10
225.88,11
228.3,11
230.72,11
233.14,11
235.56,11
237.98,11
240.4,11
242.82,10
245.24,10
247.66,9
250.08,9
252.5,9
254.92,9
257.34,10
259.76,10
262.18,10
264.6,10
267.02,10
269.44,10
271.86,9
274.28,8
276.7,8
279.12,8
281.54,8
283.96,8
286.38,8
288.8,8
291.22,8
293.64,8
296.06,8
298.48,8
300.9,8
303.32,8
305.74,8
308.16,8
310.58,8
313,7
315.42,7
317.84,7
320.26,7
322.68,7
325.1,7
327.52,8
329.94,8
332.36,8
334.78,8
337.2,8
339.62,8
342.04,8
344.46,9
346.88,9
349.3,9
351.72,9
354.14,9
356.56,9
358.98,8
361.4,8
363.82,8
366.24,8
368.66,8
371.08,8
373.5,8
375.92,9
378.34,9
380.76,9
383.18,9
385.6,9
388.02,9
390.44,9
392.86,9
395.28,11
397.7,12
400.12,12
402.54,12
404.96,12
407.38,12
409.8,12
412.22,12
414.64,12
417.06,12
419.48,12
421.9,12
424.32,12
426.74,12
429.16,12
431.58,11
434,11
436.42,11
438.84,11
441.26,11
443.68,12
446.1,12
448.52,12
450.94,11
453.36,11
455.78,12
458.2,12
460.62,12
463.04,12
465.46,12
467.88,11
470.3,10
472.72,10
475.14,10
477.56,10
479.98,12
482.4,11
