X,ieee802154Narrow.computer[0].appl/Number of packets sent from anchor 16
1.86,1
4.28,2
6.7,1
9.12,2
11.54,3
13.96,3
16.38,3
18.8,3
21.22,3
23.64,3
26.06,2
28.48,3
30.9,3
33.32,2
35.74,2
38.16,4
40.58,3
43,4
45.42,6
47.84,6
50.26,4
52.68,6
55.1,6
57.52,4
59.94,5
62.36,5
64.78,6
67.2,5
69.62,7
72.04,5
74.46,6
76.88,6
79.3,7
81.72,9
84.14,10
86.56,11
88.98,11
91.4,9
93.82,9
96.24,9
98.66,9
101.08,8
103.5,9
105.92,9
108.34,8
110.76,9
113.18,9
115.6,9
118.02,9
120.44,10
122.86,9
125.28,10
127.7,7
130.12,10
132.54,10
134.96,10
137.38,10
139.8,9
142.22,10
144.64,10
147.06,10
149.48,10
151.9,10
154.32,10
156.74,10
159.16,10
161.58,10
164,10
166.42,9
168.84,10
171.26,10
173.68,10
176.1,9
178.52,9
180.94,9
183.36,9
185.78,9
188.2,9
190.62,9
193.04,9
195.46,8
197.88,8
200.3,9
202.72,8
205.14,7
207.56,6
209.98,6
212.4,6
214.82,6
217.24,7
219.66,7
222.08,6
224.5,7
226.92,6
229.34,7
231.76,7
234.18,6
236.6,6
239.02,6
241.44,6
243.86,6
246.28,6
248.7,5
251.12,5
253.54,5
255.96,5
258.38,5
260.8,7
263.22,7
265.64,7
268.06,7
270.48,7
272.9,6
275.32,7
277.74,7
280.16,8
282.58,8
285,8
287.42,8
289.84,8
292.26,8
294.68,7
297.1,9
299.52,9
301.94,10
304.36,10
306.78,9
309.2,10
311.62,9
314.04,10
316.46,11
318.88,10
321.3,11
323.72,10
326.14,11
328.56,11
330.98,10
333.4,11
335.82,11
338.24,8
340.66,8
343.08,8
345.5,8
347.92,7
350.34,7
352.76,8
355.18,7
357.6,6
360.02,7
362.44,8
364.86,8
367.28,8
369.7,8
372.12,8
374.54,7
376.96,7
379.38,7
381.8,7
384.22,6
386.64,5
389.06,5
391.48,5
393.9,5
396.32,5
398.74,4
401.16,3
403.58,3
406,3
408.42,3
410.84,3
413.26,2
415.68,2
418.1,2
420.52,2
422.94,2
425.36,1
427.78,1
430.2,1
432.62,1
435.04,1
437.46,1
439.88,1
442.3,0
444.72,0
447.14,0
449.56,0
451.98,0
454.4,0
456.82,0
459.24,0
461.66,0
464.08,0
466.5,0
468.92,0
471.34,0
473.76,0
476.18,1
478.6,1
481.02,1
483.44,2
