X,ieee802154Narrow.anchor[12].appl/Dropped Packets in AN - Max MAC BackOff tries
1.86,15
4.28,6
6.7,2
9.12,3
11.54,4
13.96,6
16.38,3
18.8,5
21.22,3
23.64,8
26.06,8
28.48,5
30.9,8
33.32,3
35.74,4
38.16,6
40.58,4
43,2
45.42,2
47.84,4
50.26,0
52.68,1
55.1,0
57.52,2
59.94,0
62.36,0
64.78,2
67.2,5
69.62,5
72.04,1
74.46,6
76.88,8
79.3,8
81.72,1
84.14,2
86.56,0
88.98,2
91.4,2
93.82,2
96.24,1
98.66,0
101.08,7
103.5,1
105.92,1
108.34,2
110.76,8
113.18,1
115.6,2
118.02,1
120.44,3
122.86,3
125.28,5
127.7,4
130.12,2
132.54,4
134.96,2
137.38,3
139.8,5
142.22,11
144.64,5
147.06,2
149.48,3
151.9,2
154.32,4
156.74,5
159.16,5
161.58,2
164,1
166.42,1
168.84,3
171.26,4
173.68,0
176.1,1
178.52,1
180.94,4
183.36,2
185.78,1
188.2,4
190.62,2
193.04,4
195.46,0
197.88,6
200.3,0
202.72,2
205.14,3
207.56,1
209.98,1
212.4,5
214.82,4
217.24,0
219.66,0
222.08,1
224.5,1
226.92,11
229.34,3
231.76,1
234.18,7
236.6,2
239.02,7
241.44,13
243.86,1
246.28,6
248.7,8
251.12,6
253.54,7
255.96,3
258.38,0
260.8,1
263.22,2
265.64,5
268.06,4
270.48,7
272.9,1
275.32,1
277.74,3
280.16,9
282.58,2
285,4
287.42,4
289.84,5
292.26,2
294.68,5
297.1,4
299.52,4
301.94,5
304.36,2
306.78,2
309.2,4
311.62,4
314.04,5
316.46,5
318.88,10
321.3,5
323.72,2
326.14,2
328.56,2
330.98,0
333.4,6
335.82,3
338.24,4
340.66,5
343.08,2
345.5,0
347.92,1
350.34,1
352.76,0
355.18,3
357.6,2
360.02,8
362.44,2
364.86,2
367.28,0
369.7,1
372.12,0
374.54,1
376.96,0
379.38,1
381.8,2
384.22,1
386.64,2
389.06,1
391.48,2
393.9,0
396.32,0
398.74,2
401.16,1
403.58,1
406,1
408.42,1
410.84,0
413.26,1
415.68,1
418.1,5
420.52,6
422.94,3
425.36,1
427.78,3
430.2,1
432.62,3
435.04,1
437.46,2
439.88,0
442.3,0
444.72,1
447.14,1
449.56,4
451.98,2
454.4,5
456.82,4
459.24,2
461.66,2
464.08,6
466.5,7
468.92,6
471.34,3
473.76,6
476.18,4
478.6,3
481.02,4
483.44,4
