X,ieee802154Narrow.anchor[12].appl/Number of AN Reports with ACK
1.86,17
4.28,23
6.7,26
9.12,25
11.54,30
13.96,30
16.38,31
18.8,31
21.22,32
23.64,34
26.06,32
28.48,33
30.9,34
33.32,31
35.74,31
38.16,34
40.58,35
43,32
45.42,35
47.84,32
50.26,36
52.68,33
55.1,31
57.52,29
59.94,30
62.36,30
64.78,27
67.2,31
69.62,36
72.04,33
74.46,33
76.88,34
79.3,32
81.72,33
84.14,33
86.56,35
88.98,30
91.4,33
93.82,35
96.24,35
98.66,36
101.08,38
103.5,39
105.92,39
108.34,34
110.76,33
113.18,36
115.6,37
118.02,38
120.44,38
122.86,36
125.28,37
127.7,37
130.12,38
132.54,40
134.96,42
137.38,32
139.8,35
142.22,40
144.64,39
147.06,40
149.48,32
151.9,36
154.32,34
156.74,38
159.16,40
161.58,38
164,39
166.42,39
168.84,38
171.26,37
173.68,35
176.1,36
178.52,35
180.94,35
183.36,35
185.78,32
188.2,32
190.62,33
193.04,32
195.46,31
197.88,31
200.3,32
202.72,32
205.14,32
207.56,30
209.98,30
212.4,29
214.82,29
217.24,30
219.66,29
222.08,28
224.5,27
226.92,27
229.34,26
231.76,26
234.18,26
236.6,25
239.02,27
241.44,27
243.86,26
246.28,26
248.7,25
251.12,25
253.54,24
255.96,23
258.38,23
260.8,22
263.22,22
265.64,21
268.06,19
270.48,19
272.9,20
275.32,19
277.74,20
280.16,19
282.58,20
285,20
287.42,20
289.84,21
292.26,22
294.68,20
297.1,19
299.52,17
301.94,19
304.36,18
306.78,18
309.2,18
311.62,21
314.04,21
316.46,21
318.88,21
321.3,21
323.72,21
326.14,21
328.56,21
330.98,20
333.4,20
335.82,20
338.24,21
340.66,22
343.08,23
345.5,24
347.92,24
350.34,25
352.76,26
355.18,27
357.6,27
360.02,27
362.44,24
364.86,27
367.28,26
369.7,30
372.12,30
374.54,32
376.96,31
379.38,32
381.8,31
384.22,34
386.64,30
389.06,35
391.48,34
393.9,35
396.32,35
398.74,35
401.16,35
403.58,35
406,36
408.42,33
410.84,34
413.26,34
415.68,33
418.1,32
420.52,32
422.94,31
425.36,31
427.78,33
430.2,32
432.62,32
435.04,31
437.46,31
439.88,31
442.3,31
444.72,29
447.14,30
449.56,30
451.98,31
454.4,31
456.82,31
459.24,31
461.66,30
464.08,29
466.5,28
468.92,27
471.34,26
473.76,25
476.18,24
478.6,23
481.02,21
483.44,21
