X,ieee802154Narrow.computer[0].appl/Number of packets sent from anchor 12
1.86,7
4.28,7
6.7,8
9.12,9
11.54,9
13.96,10
16.38,10
18.8,10
21.22,10
23.64,12
26.06,12
28.48,12
30.9,12
33.32,12
35.74,12
38.16,12
40.58,12
43,12
45.42,12
47.84,12
50.26,12
52.68,12
55.1,13
57.52,13
59.94,13
62.36,13
64.78,14
67.2,15
69.62,15
72.04,15
74.46,15
76.88,14
79.3,15
81.72,14
84.14,15
86.56,14
88.98,15
91.4,15
93.82,15
96.24,14
98.66,14
101.08,13
103.5,13
105.92,13
108.34,13
110.76,13
113.18,13
115.6,13
118.02,13
120.44,13
122.86,13
125.28,13
127.7,13
130.12,12
132.54,12
134.96,13
137.38,13
139.8,12
142.22,11
144.64,11
147.06,11
149.48,11
151.9,12
154.32,12
156.74,12
159.16,12
161.58,12
164,11
166.42,11
168.84,12
171.26,12
173.68,11
176.1,10
178.52,9
180.94,9
183.36,9
185.78,9
188.2,8
190.62,8
193.04,8
195.46,7
197.88,7
200.3,7
202.72,7
205.14,7
207.56,7
209.98,8
212.4,8
214.82,10
217.24,10
219.66,12
222.08,12
224.5,12
226.92,12
229.34,12
231.76,12
234.18,12
236.6,11
239.02,11
241.44,11
243.86,11
246.28,11
248.7,11
251.12,11
253.54,10
255.96,10
258.38,12
260.8,12
263.22,12
265.64,12
268.06,11
270.48,11
272.9,10
275.32,10
277.74,8
280.16,10
282.58,9
285,8
287.42,9
289.84,9
292.26,10
294.68,10
297.1,10
299.52,10
301.94,10
304.36,10
306.78,10
309.2,10
311.62,10
314.04,11
316.46,11
318.88,11
321.3,11
323.72,10
326.14,11
328.56,11
330.98,9
333.4,10
335.82,10
338.24,11
340.66,11
343.08,11
345.5,11
347.92,11
350.34,11
352.76,11
355.18,10
357.6,11
360.02,11
362.44,11
364.86,11
367.28,10
369.7,10
372.12,10
374.54,10
376.96,10
379.38,9
381.8,9
384.22,9
386.64,9
389.06,9
391.48,9
393.9,9
396.32,9
398.74,9
401.16,10
403.58,9
406,9
408.42,9
410.84,8
413.26,9
415.68,9
418.1,9
420.52,10
422.94,9
425.36,8
427.78,8
430.2,8
432.62,8
435.04,6
437.46,6
439.88,7
442.3,6
444.72,6
447.14,7
449.56,8
451.98,8
454.4,7
456.82,8
459.24,8
461.66,8
464.08,6
466.5,9
468.92,9
471.34,9
473.76,9
476.18,9
478.6,9
481.02,9
483.44,9
