X,ieee802154Narrow.anchor[12].appl/Dropped Packets in AN - Max MAC BackOff tries
1.86,17
4.28,1
6.7,2
9.12,1
11.54,1
13.96,0
16.38,0
18.8,5
21.22,0
23.64,2
26.06,2
28.48,2
30.9,3
33.32,3
35.74,0
38.16,7
40.58,4
43,8
45.42,3
47.84,1
50.26,2
52.68,3
55.1,2
57.52,0
59.94,4
62.36,1
64.78,5
67.2,4
69.62,3
72.04,0
74.46,0
76.88,0
79.3,4
81.72,4
84.14,1
86.56,5
88.98,1
91.4,0
93.82,3
96.24,2
98.66,2
101.08,1
103.5,2
105.92,3
108.34,7
110.76,1
113.18,4
115.6,0
118.02,3
120.44,2
122.86,2
125.28,1
127.7,1
130.12,0
132.54,2
134.96,2
137.38,8
139.8,2
142.22,0
144.64,0
147.06,1
149.48,0
151.9,0
154.32,3
156.74,3
159.16,1
161.58,3
164,1
166.42,2
168.84,1
171.26,1
173.68,2
176.1,3
178.52,0
180.94,0
183.36,0
185.78,2
188.2,0
190.62,0
193.04,0
195.46,0
197.88,0
200.3,0
202.72,2
205.14,2
207.56,3
209.98,1
212.4,3
214.82,2
217.24,1
219.66,2
222.08,1
224.5,1
226.92,1
229.34,1
231.76,3
234.18,1
236.6,1
239.02,1
241.44,0
243.86,0
246.28,3
248.7,0
251.12,2
253.54,8
255.96,2
258.38,0
260.8,3
263.22,0
265.64,0
268.06,10
270.48,2
272.9,3
275.32,0
277.74,1
280.16,1
282.58,0
285,0
287.42,1
289.84,0
292.26,3
294.68,0
297.1,0
299.52,0
301.94,1
304.36,3
306.78,3
309.2,5
311.62,3
314.04,2
316.46,2
318.88,2
321.3,1
323.72,1
326.14,0
328.56,2
330.98,1
333.4,1
335.82,0
338.24,1
340.66,3
343.08,1
345.5,2
347.92,0
350.34,0
352.76,3
355.18,1
357.6,2
360.02,2
362.44,0
364.86,4
367.28,0
369.7,1
372.12,2
374.54,5
376.96,7
379.38,7
381.8,3
384.22,1
386.64,0
389.06,0
391.48,0
393.9,2
396.32,3
398.74,3
401.16,0
403.58,0
406,0
408.42,2
410.84,0
413.26,0
415.68,0
418.1,3
420.52,2
422.94,2
425.36,3
427.78,1
430.2,4
432.62,0
435.04,0
437.46,2
439.88,1
442.3,1
444.72,2
447.14,3
449.56,3
451.98,0
454.4,0
456.82,0
459.24,2
461.66,2
464.08,5
466.5,4
468.92,1
471.34,3
473.76,2
476.18,3
478.6,1
481.02,0
483.44,1
