X,ieee802154Narrow.anchor[12].appl/Number of packets from this anchor
0.82,6
3.24,6
5.66,7
8.08,8
10.5,8
12.92,8
15.34,8
17.76,10
20.18,10
22.6,10
25.02,11
27.44,12
29.86,13
32.28,13
34.7,13
37.12,13
39.54,13
41.96,13
44.38,14
46.8,14
49.22,14
51.64,14
54.06,14
56.48,14
58.9,14
61.32,14
63.74,14
66.16,14
68.58,14
71,14
73.42,14
75.84,14
78.26,14
80.68,14
83.1,14
85.52,13
87.94,13
90.36,12
92.78,12
95.2,12
97.62,12
100.04,12
102.46,12
104.88,12
107.3,12
109.72,12
112.14,11
114.56,11
116.98,11
119.4,11
121.82,11
124.24,10
126.66,9
129.08,10
131.5,10
133.92,9
136.34,10
138.76,8
141.18,8
143.6,9
146.02,9
148.44,10
150.86,10
153.28,10
155.7,10
158.12,9
160.54,10
162.96,9
165.38,10
167.8,10
170.22,10
172.64,10
175.06,11
177.48,11
179.9,10
182.32,10
184.74,9
187.16,10
189.58,11
192,11
194.42,12
196.84,12
199.26,12
201.68,12
204.1,13
206.52,14
208.94,14
211.36,14
213.78,14
216.2,14
218.62,14
221.04,14
223.46,14
225.88,14
228.3,14
230.72,14
233.14,14
235.56,14
237.98,14
240.4,14
242.82,14
245.24,14
247.66,14
250.08,14
252.5,14
254.92,13
257.34,13
259.76,13
262.18,12
264.6,12
267.02,12
269.44,12
271.86,12
274.28,12
276.7,13
279.12,13
281.54,12
283.96,11
286.38,11
288.8,11
291.22,13
293.64,13
296.06,14
298.48,14
300.9,14
303.32,13
305.74,11
308.16,11
310.58,11
313,11
315.42,11
317.84,9
320.26,9
322.68,9
325.1,10
327.52,10
329.94,10
332.36,8
334.78,8
337.2,8
339.62,8
342.04,7
344.46,7
346.88,7
349.3,6
351.72,7
354.14,7
356.56,7
358.98,8
361.4,9
363.82,9
366.24,9
368.66,9
371.08,9
373.5,8
375.92,8
378.34,9
380.76,10
383.18,10
385.6,10
388.02,11
390.44,11
392.86,11
395.28,11
397.7,11
400.12,11
402.54,11
404.96,11
407.38,11
409.8,11
412.22,11
414.64,11
417.06,11
419.48,11
421.9,10
424.32,10
426.74,10
429.16,10
431.58,10
434,10
436.42,10
438.84,10
441.26,10
443.68,11
446.1,11
448.52,11
450.94,9
453.36,9
455.78,9
458.2,9
460.62,8
463.04,8
465.46,9
467.88,8
470.3,8
472.72,8
475.14,8
477.56,8
479.98,8
482.4,8
