X,ieee802154Narrow.anchor[16].appl/Number of AN Reports with ACK
1.86,4
4.28,4
6.7,3
9.12,3
11.54,4
13.96,4
16.38,4
18.8,4
21.22,4
23.64,4
26.06,4
28.48,4
30.9,4
33.32,4
35.74,4
38.16,5
40.58,5
43,6
45.42,7
47.84,7
50.26,7
52.68,8
55.1,8
57.52,7
59.94,7
62.36,8
64.78,7
67.2,7
69.62,7
72.04,8
74.46,7
76.88,9
79.3,9
81.72,13
84.14,13
86.56,15
88.98,13
91.4,13
93.82,14
96.24,16
98.66,16
101.08,16
103.5,17
105.92,16
108.34,17
110.76,17
113.18,17
115.6,17
118.02,17
120.44,19
122.86,19
125.28,18
127.7,17
130.12,19
132.54,18
134.96,19
137.38,19
139.8,19
142.22,19
144.64,19
147.06,17
149.48,18
151.9,20
154.32,21
156.74,22
159.16,20
161.58,19
164,19
166.42,17
168.84,18
171.26,16
173.68,19
176.1,19
178.52,17
180.94,16
183.36,17
185.78,16
188.2,17
190.62,16
193.04,17
195.46,16
197.88,16
200.3,16
202.72,16
205.14,14
207.56,13
209.98,12
212.4,11
214.82,11
217.24,12
219.66,13
222.08,12
224.5,13
226.92,13
229.34,13
231.76,13
234.18,11
236.6,11
239.02,11
241.44,10
243.86,11
246.28,11
248.7,9
251.12,9
253.54,9
255.96,10
258.38,9
260.8,11
263.22,12
265.64,12
268.06,12
270.48,12
272.9,12
275.32,13
277.74,13
280.16,14
282.58,14
285,15
287.42,15
289.84,15
292.26,15
294.68,15
297.1,16
299.52,13
301.94,17
304.36,17
306.78,17
309.2,16
311.62,16
314.04,17
316.46,17
318.88,17
321.3,17
323.72,17
326.14,17
328.56,16
330.98,16
333.4,16
335.82,14
338.24,14
340.66,14
343.08,14
345.5,12
347.92,13
350.34,13
352.76,13
355.18,12
357.6,11
360.02,11
362.44,12
364.86,12
367.28,11
369.7,10
372.12,9
374.54,9
376.96,8
379.38,8
381.8,8
384.22,7
386.64,6
389.06,6
391.48,6
393.9,6
396.32,6
398.74,4
401.16,3
403.58,3
406,3
408.42,3
410.84,3
413.26,2
415.68,2
418.1,2
420.52,2
422.94,2
425.36,1
427.78,1
430.2,1
432.62,1
435.04,1
437.46,1
439.88,1
442.3,0
444.72,0
447.14,0
449.56,0
451.98,0
454.4,0
456.82,0
459.24,0
461.66,0
464.08,0
466.5,0
468.92,0
471.34,0
473.76,0
476.18,1
478.6,1
481.02,1
483.44,3
