X,ieee802154Narrow.anchor[8].appl/Number of AN Reports with ACK
1.86,34
4.28,32
6.7,40
9.12,41
11.54,43
13.96,43
16.38,46
18.8,46
21.22,42
23.64,44
26.06,48
28.48,48
30.9,42
33.32,46
35.74,44
38.16,47
40.58,49
43,49
45.42,44
47.84,45
50.26,52
52.68,44
55.1,53
57.52,53
59.94,53
62.36,52
64.78,50
67.2,48
69.62,52
72.04,50
74.46,45
76.88,54
79.3,58
81.72,55
84.14,56
86.56,57
88.98,55
91.4,50
93.82,52
96.24,57
98.66,57
101.08,51
103.5,55
105.92,55
108.34,54
110.76,53
113.18,52
115.6,52
118.02,53
120.44,48
122.86,51
125.28,52
127.7,51
130.12,48
132.54,49
134.96,47
137.38,48
139.8,48
142.22,48
144.64,47
147.06,49
149.48,44
151.9,48
154.32,48
156.74,46
159.16,46
161.58,45
164,44
166.42,41
168.84,42
171.26,42
173.68,44
176.1,44
178.52,45
180.94,43
183.36,45
185.78,46
188.2,44
190.62,49
193.04,49
195.46,51
197.88,50
200.3,50
202.72,52
205.14,52
207.56,53
209.98,54
212.4,53
214.82,54
217.24,53
219.66,55
222.08,54
224.5,51
226.92,52
229.34,51
231.76,51
234.18,50
236.6,52
239.02,50
241.44,52
243.86,49
246.28,53
248.7,50
251.12,53
253.54,52
255.96,51
258.38,51
260.8,53
263.22,51
265.64,48
268.06,49
270.48,50
272.9,50
275.32,52
277.74,53
280.16,55
282.58,53
285,54
287.42,56
289.84,55
292.26,53
294.68,52
297.1,53
299.52,52
301.94,51
304.36,52
306.78,51
309.2,49
311.62,51
314.04,52
316.46,52
318.88,53
321.3,51
323.72,51
326.14,52
328.56,54
330.98,54
333.4,57
335.82,56
338.24,58
340.66,55
343.08,55
345.5,60
347.92,63
350.34,59
352.76,61
355.18,60
357.6,59
360.02,60
362.44,59
364.86,61
367.28,59
369.7,59
372.12,60
374.54,57
376.96,54
379.38,54
381.8,54
384.22,55
386.64,56
389.06,56
391.48,57
393.9,58
396.32,61
398.74,53
401.16,59
403.58,60
406,59
408.42,61
410.84,59
413.26,54
415.68,55
418.1,59
420.52,55
422.94,56
425.36,57
427.78,57
430.2,57
432.62,54
435.04,53
437.46,53
439.88,53
442.3,53
444.72,52
447.14,51
449.56,50
451.98,51
454.4,49
456.82,48
459.24,45
461.66,48
464.08,49
466.5,51
468.92,49
471.34,50
473.76,50
476.18,48
478.6,49
481.02,50
483.44,50
