X,ieee802154Narrow.anchor[8].appl/Dropped Packets in AN - Max MAC BackOff tries
1.86,7
4.28,3
6.7,5
9.12,3
11.54,3
13.96,0
16.38,0
18.8,2
21.22,2
23.64,1
26.06,2
28.48,3
30.9,0
33.32,1
35.74,0
38.16,2
40.58,1
43,2
45.42,2
47.84,4
50.26,2
52.68,0
55.1,1
57.52,0
59.94,1
62.36,0
64.78,1
67.2,3
69.62,2
72.04,2
74.46,6
76.88,5
79.3,2
81.72,1
84.14,1
86.56,1
88.98,1
91.4,3
93.82,2
96.24,5
98.66,4
101.08,5
103.5,5
105.92,2
108.34,6
110.76,2
113.18,1
115.6,1
118.02,0
120.44,1
122.86,0
125.28,4
127.7,2
130.12,1
132.54,2
134.96,1
137.38,0
139.8,0
142.22,0
144.64,0
147.06,0
149.48,0
151.9,3
154.32,0
156.74,2
159.16,0
161.58,5
164,0
166.42,2
168.84,3
171.26,8
173.68,3
176.1,4
178.52,4
180.94,3
183.36,3
185.78,2
188.2,0
190.62,4
193.04,2
195.46,3
197.88,1
200.3,1
202.72,0
205.14,0
207.56,2
209.98,3
212.4,5
214.82,2
217.24,1
219.66,0
222.08,0
224.5,0
226.92,0
229.34,1
231.76,2
234.18,2
236.6,3
239.02,4
241.44,4
243.86,2
246.28,1
248.7,0
251.12,0
253.54,1
255.96,2
258.38,3
260.8,1
263.22,3
265.64,2
268.06,1
270.48,0
272.9,1
275.32,2
277.74,2
280.16,2
282.58,4
285,1
287.42,0
289.84,0
292.26,1
294.68,1
297.1,3
299.52,1
301.94,1
304.36,0
306.78,0
309.2,0
311.62,1
314.04,0
316.46,0
318.88,1
321.3,0
323.72,2
326.14,0
328.56,0
330.98,0
333.4,7
335.82,3
338.24,1
340.66,1
343.08,0
345.5,0
347.92,0
350.34,0
352.76,0
355.18,2
357.6,3
360.02,0
362.44,0
364.86,3
367.28,4
369.7,0
372.12,3
374.54,1
376.96,1
379.38,1
381.8,0
384.22,0
386.64,0
389.06,0
391.48,0
393.9,0
396.32,1
398.74,1
401.16,3
403.58,3
406,1
408.42,1
410.84,1
413.26,4
415.68,2
418.1,1
420.52,1
422.94,1
425.36,1
427.78,1
430.2,0
432.62,1
435.04,2
437.46,1
439.88,1
442.3,5
444.72,1
447.14,1
449.56,1
451.98,1
454.4,1
456.82,2
459.24,6
461.66,1
464.08,0
466.5,1
468.92,2
471.34,1
473.76,3
476.18,2
478.6,1
481.02,2
483.44,0
