X,ieee802154Narrow.anchor[8].appl/Dropped Packets in AN - Max MAC BackOff tries
1.86,4
4.28,2
6.7,1
9.12,6
11.54,2
13.96,3
16.38,0
18.8,3
21.22,5
23.64,2
26.06,3
28.48,4
30.9,3
33.32,2
35.74,1
38.16,3
40.58,0
43,0
45.42,0
47.84,0
50.26,1
52.68,3
55.1,2
57.52,1
59.94,3
62.36,1
64.78,0
67.2,1
69.62,0
72.04,1
74.46,3
76.88,2
79.3,2
81.72,3
84.14,2
86.56,3
88.98,3
91.4,2
93.82,0
96.24,1
98.66,0
101.08,0
103.5,1
105.92,1
108.34,1
110.76,2
113.18,2
115.6,1
118.02,0
120.44,1
122.86,1
125.28,1
127.7,1
130.12,1
132.54,3
134.96,1
137.38,3
139.8,3
142.22,2
144.64,1
147.06,1
149.48,2
151.9,2
154.32,3
156.74,1
159.16,1
161.58,1
164,2
166.42,6
168.84,0
171.26,0
173.68,2
176.1,1
178.52,0
180.94,0
183.36,0
185.78,0
188.2,6
190.62,0
193.04,0
195.46,0
197.88,3
200.3,3
202.72,4
205.14,2
207.56,1
209.98,2
212.4,5
214.82,0
217.24,2
219.66,2
222.08,1
224.5,1
226.92,1
229.34,1
231.76,3
234.18,7
236.6,4
239.02,6
241.44,0
243.86,0
246.28,0
248.7,4
251.12,2
253.54,2
255.96,1
258.38,3
260.8,6
263.22,5
265.64,1
268.06,3
270.48,5
272.9,1
275.32,4
277.74,6
280.16,4
282.58,3
285,1
287.42,1
289.84,6
292.26,2
294.68,6
297.1,4
299.52,1
301.94,4
304.36,4
306.78,1
309.2,0
311.62,0
314.04,7
316.46,1
318.88,3
321.3,7
323.72,4
326.14,4
328.56,0
330.98,0
333.4,1
335.82,0
338.24,1
340.66,1
343.08,1
345.5,1
347.92,0
350.34,0
352.76,0
355.18,1
357.6,0
360.02,3
362.44,0
364.86,0
367.28,1
369.7,2
372.12,2
374.54,3
376.96,3
379.38,2
381.8,2
384.22,3
386.64,1
389.06,1
391.48,3
393.9,3
396.32,1
398.74,3
401.16,1
403.58,1
406,2
408.42,5
410.84,0
413.26,2
415.68,3
418.1,8
420.52,5
422.94,6
425.36,3
427.78,4
430.2,0
432.62,5
435.04,2
437.46,1
439.88,2
442.3,1
444.72,2
447.14,1
449.56,3
451.98,3
454.4,5
456.82,1
459.24,1
461.66,4
464.08,2
466.5,2
468.92,3
471.34,2
473.76,0
476.18,0
478.6,0
481.02,3
483.44,1
