X,ieee802154Narrow.anchor[12].appl/Dropped Packets in AN - No ACK received
1.86,9
4.28,2
6.7,1
9.12,2
11.54,1
13.96,1
16.38,1
18.8,2
21.22,0
23.64,1
26.06,0
28.48,2
30.9,4
33.32,1
35.74,4
38.16,2
40.58,3
43,0
45.42,1
47.84,0
50.26,1
52.68,2
55.1,0
57.52,0
59.94,3
62.36,2
64.78,0
67.2,4
69.62,1
72.04,0
74.46,0
76.88,3
79.3,0
81.72,0
84.14,1
86.56,5
88.98,0
91.4,0
93.82,0
96.24,1
98.66,1
101.08,2
103.5,1
105.92,3
108.34,4
110.76,2
113.18,1
115.6,0
118.02,1
120.44,0
122.86,2
125.28,0
127.7,0
130.12,0
132.54,0
134.96,0
137.38,1
139.8,0
142.22,0
144.64,0
147.06,0
149.48,0
151.9,0
154.32,2
156.74,1
159.16,0
161.58,1
164,1
166.42,2
168.84,1
171.26,1
173.68,1
176.1,1
178.52,0
180.94,1
183.36,0
185.78,0
188.2,0
190.62,0
193.04,0
195.46,1
197.88,2
200.3,0
202.72,1
205.14,0
207.56,1
209.98,0
212.4,1
214.82,1
217.24,0
219.66,0
222.08,0
224.5,1
226.92,0
229.34,0
231.76,1
234.18,1
236.6,2
239.02,1
241.44,2
243.86,1
246.28,3
248.7,0
251.12,0
253.54,4
255.96,0
258.38,0
260.8,1
263.22,0
265.64,0
268.06,0
270.48,2
272.9,0
275.32,1
277.74,0
280.16,0
282.58,0
285,1
287.42,0
289.84,1
292.26,2
294.68,0
297.1,1
299.52,0
301.94,4
304.36,4
306.78,1
309.2,1
311.62,0
314.04,2
316.46,0
318.88,2
321.3,1
323.72,0
326.14,0
328.56,5
330.98,0
333.4,0
335.82,1
338.24,1
340.66,1
343.08,0
345.5,0
347.92,2
350.34,1
352.76,1
355.18,0
357.6,1
360.02,0
362.44,0
364.86,1
367.28,1
369.7,3
372.12,0
374.54,2
376.96,4
379.38,0
381.8,3
384.22,0
386.64,0
389.06,2
391.48,2
393.9,5
396.32,4
398.74,1
401.16,1
403.58,2
406,1
408.42,1
410.84,1
413.26,1
415.68,0
418.1,4
420.52,1
422.94,1
425.36,1
427.78,2
430.2,1
432.62,0
435.04,1
437.46,1
439.88,1
442.3,0
444.72,1
447.14,2
449.56,1
451.98,2
454.4,1
456.82,0
459.24,0
461.66,1
464.08,3
466.5,4
468.92,1
471.34,4
473.76,1
476.18,2
478.6,1
481.02,0
483.44,0
