X,ieee802154Narrow.anchor[0].appl/Number of packets from this anchor,ieee802154Narrow.anchor[1].appl/Number of packets from this anchor,ieee802154Narrow.anchor[2].appl/Number of packets from this anchor,ieee802154Narrow.anchor[3].appl/Number of packets from this anchor,ieee802154Narrow.anchor[4].appl/Number of packets from this anchor,ieee802154Narrow.anchor[5].appl/Number of packets from this anchor,ieee802154Narrow.anchor[6].appl/Number of packets from this anchor,ieee802154Narrow.anchor[7].appl/Number of packets from this anchor,ieee802154Narrow.anchor[8].appl/Number of packets from this anchor,ieee802154Narrow.anchor[9].appl/Number of packets from this anchor,ieee802154Narrow.anchor[10].appl/Number of packets from this anchor,ieee802154Narrow.anchor[11].appl/Number of packets from this anchor,ieee802154Narrow.anchor[12].appl/Number of packets from this anchor,ieee802154Narrow.anchor[13].appl/Number of packets from this anchor,ieee802154Narrow.anchor[14].appl/Number of packets from this anchor,ieee802154Narrow.anchor[15].appl/Number of packets from this anchor,ieee802154Narrow.anchor[16].appl/Number of packets from this anchor,ieee802154Narrow.anchor[17].appl/Number of packets from this anchor,ieee802154Narrow.anchor[18].appl/Number of packets from this anchor,ieee802154Narrow.anchor[19].appl/Number of packets from this anchor,ieee802154Narrow.anchor[20].appl/Number of packets from this anchor,ieee802154Narrow.anchor[21].appl/Number of packets from this anchor,ieee802154Narrow.anchor[22].appl/Number of packets from this anchor,ieee802154Narrow.anchor[23].appl/Number of packets from this anchor,ieee802154Narrow.anchor[24].appl/Number of packets from this anchor
73.42,1,4,5,2,0,3,9,11,5,0,3,11,12,6,0,2,8,8,5,0,1,4,2,1,0
75.84,1,4,5,2,0,2,9,11,5,0,3,11,12,6,0,2,7,8,5,0,1,4,2,1,0
78.26,1,4,4,1,0,2,9,11,9,0,3,11,12,6,1,2,6,8,5,0,1,4,2,1,0
80.68,1,4,4,1,0,2,9,10,9,0,4,12,12,7,1,2,6,8,4,0,1,4,2,1,0
83.1,1,4,4,1,0,2,9,10,8,0,4,12,12,6,1,2,7,8,4,1,1,4,3,1,0
85.52,1,4,4,1,0,2,9,10,8,0,4,11,12,6,1,2,7,8,4,1,1,4,3,1,0
87.94,1,4,5,1,0,2,9,10,6,0,4,10,12,7,1,2,7,8,4,1,1,4,3,1,0
90.36,1,3,5,1,0,2,9,10,6,0,3,10,11,7,1,2,7,8,4,1,1,3,3,1,0
92.78,1,3,4,1,0,2,9,10,6,0,4,10,12,7,2,2,6,8,4,1,1,3,3,2,0
95.2,1,3,3,1,0,2,9,10,6,0,4,10,12,6,2,2,6,8,4,1,1,3,3,2,0
97.62,0,3,3,1,0,2,9,10,5,0,4,10,12,7,2,2,6,9,4,1,1,3,3,2,0
100.04,0,3,3,1,0,2,9,10,5,0,3,10,14,6,2,2,6,8,4,2,1,3,4,2,0
102.46,0,3,4,1,0,1,9,10,5,0,3,10,14,5,2,2,6,9,4,2,1,3,4,2,0
104.88,0,4,4,1,0,2,9,10,5,0,4,10,14,5,2,2,6,9,4,2,1,3,4,2,0
107.3,0,3,4,1,0,2,9,10,5,0,5,10,14,5,2,2,6,9,4,2,1,3,3,1,0
109.72,0,4,3,1,0,2,9,10,5,1,5,11,14,6,2,2,6,9,3,2,1,3,3,1,0
112.14,0,4,2,1,0,2,9,10,6,1,5,11,14,6,2,2,6,8,3,2,1,2,3,1,0
114.56,0,4,2,1,0,2,9,10,6,1,5,11,14,5,2,4,6,8,3,2,1,2,2,1,0
116.98,0,3,2,0,0,2,9,9,6,1,5,11,14,5,2,5,6,9,2,1,1,2,2,1,0
119.4,0,3,2,0,0,2,8,10,6,1,6,11,14,5,2,5,6,9,2,1,1,2,2,1,0
121.82,0,3,2,1,0,2,8,9,5,1,6,10,14,6,2,5,8,9,2,1,1,1,2,1,0
124.24,0,3,2,1,0,2,9,9,5,1,6,10,14,6,2,5,8,10,3,1,1,1,2,1,0
126.66,0,3,2,1,0,1,9,9,5,1,6,10,14,6,2,5,8,10,3,1,1,1,2,1,0
129.08,0,3,2,1,0,1,9,9,5,1,6,11,14,7,3,5,8,11,3,1,1,1,1,1,0
131.5,0,3,2,1,0,1,8,9,5,1,6,11,14,7,3,5,8,11,3,1,1,1,1,1,0
133.92,0,2,2,1,0,1,7,9,5,2,6,11,14,7,3,5,8,11,3,1,1,3,1,1,0
136.34,0,2,3,1,0,1,7,9,5,2,6,11,14,7,3,5,8,10,4,1,1,4,1,1,0
138.76,1,2,3,2,0,1,7,9,5,2,5,11,13,7,3,5,8,10,4,1,1,4,1,1,0
141.18,1,2,2,2,1,1,7,9,5,2,5,11,13,8,3,5,8,10,4,1,1,4,1,0,0
143.6,1,2,2,2,1,1,7,8,7,2,5,11,13,8,3,5,8,10,4,1,1,4,1,0,0
146.02,1,2,2,2,1,1,8,8,7,2,5,11,12,8,3,5,8,11,3,1,3,4,1,0,0
148.44,1,2,2,2,1,2,8,8,7,2,5,11,10,8,3,5,8,11,3,1,3,4,1,0,0
150.86,1,2,2,2,1,2,8,8,6,2,5,11,10,8,3,5,8,10,2,2,4,4,1,0,0
153.28,1,2,2,2,1,2,7,8,6,2,5,11,10,8,2,5,8,10,2,2,4,4,1,0,0
155.7,1,2,2,2,1,2,7,7,6,2,5,11,10,8,2,5,8,10,3,2,4,4,1,0,0
158.12,1,2,2,2,1,2,7,6,6,3,5,11,10,8,2,5,8,9,4,2,4,4,1,0,0
160.54,1,2,2,2,1,2,6,6,6,3,5,11,9,7,2,5,8,9,4,2,4,4,1,0,0
162.96,1,2,2,2,1,2,6,6,6,3,5,11,9,7,2,5,8,8,4,2,4,4,2,0,0
165.38,1,2,2,2,1,2,6,6,6,3,6,11,8,7,2,5,8,8,4,2,3,5,2,0,0
167.8,1,2,2,2,1,2,6,7,6,3,6,11,8,6,2,5,8,7,4,2,3,5,2,0,0
170.22,1,1,3,2,1,2,5,6,6,3,6,11,8,6,2,5,8,6,4,2,3,5,2,0,0
172.64,1,1,3,2,1,2,5,6,6,3,6,11,7,6,2,5,8,6,4,2,3,5,2,0,0
175.06,1,1,4,2,1,2,5,7,6,3,6,11,8,6,2,5,8,5,4,2,3,5,2,0,0
177.48,1,1,4,2,1,2,5,6,6,3,6,10,8,6,2,5,8,5,4,2,2,5,2,0,0
179.9,1,2,4,3,2,2,5,6,6,4,6,10,8,5,2,5,8,5,4,1,2,5,2,0,0
182.32,1,2,4,3,2,2,3,6,6,4,6,9,8,4,2,5,8,5,4,1,2,5,2,0,0
184.74,1,2,4,3,2,2,3,5,6,4,5,9,8,4,2,4,7,5,4,1,2,4,2,0,0
187.16,1,2,5,3,2,2,4,5,6,5,5,9,8,4,2,4,7,5,3,1,2,4,2,1,0
189.58,1,2,5,3,2,2,4,6,6,5,5,9,9,5,2,4,7,5,3,1,2,4,2,1,0
192,2,2,5,3,2,2,5,6,5,5,4,9,8,5,2,4,7,5,3,1,2,4,2,1,0
194.42,2,3,5,4,2,3,5,6,5,5,4,8,8,5,2,4,7,5,3,1,2,3,2,1,0
196.84,2,3,5,4,3,3,5,5,5,5,4,8,8,5,2,4,7,5,3,1,2,3,2,1,0
199.26,2,3,5,4,3,3,6,6,5,5,4,8,9,5,2,4,7,5,3,1,2,3,2,1,0
201.68,2,3,5,4,3,3,6,6,5,5,4,8,9,5,2,4,7,5,3,1,2,3,2,1,0
204.1,1,3,5,4,3,3,6,7,5,5,4,8,9,5,2,4,7,5,3,1,2,3,2,1,0
206.52,1,3,5,4,4,3,6,7,5,5,4,9,9,5,2,2,7,5,3,1,2,3,2,1,0
208.94,3,3,5,4,4,4,6,8,5,5,4,9,9,5,2,2,7,6,3,1,1,3,2,1,0
211.36,3,3,5,4,4,4,6,7,6,5,3,9,9,5,2,2,7,6,3,1,1,2,2,1,0
213.78,3,3,5,4,4,4,6,7,6,5,3,9,8,5,2,2,7,7,3,1,1,2,2,0,0
216.2,3,3,5,4,3,3,7,7,6,5,3,9,8,6,2,3,7,7,3,1,1,2,2,0,0
218.62,3,3,4,4,3,3,7,8,6,5,3,9,8,6,2,3,6,7,3,1,1,2,2,0,0
221.04,3,3,4,4,3,4,7,8,6,5,3,9,8,6,2,3,6,6,3,1,1,2,2,0,0
223.46,3,3,4,4,3,4,7,7,6,5,3,9,8,7,2,3,6,6,3,1,1,1,2,0,0
225.88,3,3,4,4,3,4,7,7,6,3,4,8,8,7,2,3,6,6,3,0,1,1,2,0,0
228.3,3,3,4,4,3,4,8,7,6,3,3,8,8,6,2,3,6,6,3,0,1,1,1,0,0
230.72,3,3,4,4,3,4,8,8,6,3,3,8,8,6,2,3,6,6,4,0,1,1,1,0,0
233.14,3,3,4,4,3,4,8,8,6,3,3,8,8,7,2,3,6,6,4,0,1,1,1,0,0
235.56,3,3,4,4,2,4,8,8,7,3,3,9,8,7,1,3,6,5,4,0,1,1,1,0,0
237.98,3,3,3,4,2,4,7,8,7,2,3,9,9,7,1,3,6,5,4,0,1,2,1,0,0
240.4,3,4,4,4,2,4,8,8,7,2,3,8,9,7,1,3,6,5,4,0,1,2,1,0,0
242.82,3,4,4,4,2,4,8,8,7,2,3,8,9,7,0,3,5,5,3,0,1,2,1,0,0
245.24,3,4,4,4,2,4,9,8,7,2,4,8,10,6,0,3,5,5,3,0,1,2,0,0,0
247.66,3,4,4,5,2,4,9,8,7,2,4,8,10,6,0,2,5,5,3,0,1,2,0,0,0
250.08,3,4,4,5,2,4,8,8,7,2,4,9,10,6,0,2,5,5,3,0,1,2,0,0,0
252.5,3,4,3,5,2,4,8,9,7,2,4,9,10,6,0,2,5,5,3,0,1,1,0,0,0
254.92,2,4,3,5,2,4,9,9,7,2,4,9,10,6,0,2,4,5,3,0,1,1,0,0,0
257.34,2,5,4,4,2,4,9,9,7,2,4,8,10,6,0,2,4,5,3,0,1,1,0,0,0
259.76,2,5,4,4,2,4,9,9,8,3,4,8,10,5,1,2,3,5,3,0,1,1,0,0,0
262.18,2,6,4,4,2,4,9,9,8,3,5,7,10,5,1,2,3,5,2,0,1,1,0,0,0
264.6,2,6,4,4,2,4,9,10,8,3,5,8,10,5,2,1,3,5,2,0,1,1,0,0,0
267.02,2,6,4,4,2,4,9,10,8,3,5,8,10,6,3,1,3,5,2,0,0,0,0,0,0
269.44,2,6,4,4,2,4,9,11,7,3,5,8,10,6,3,1,4,4,2,1,0,0,0,0,0
271.86,2,5,4,3,2,5,9,10,7,4,6,8,10,6,3,1,5,4,2,1,0,0,0,0,0
274.28,2,5,4,3,2,6,10,10,7,4,6,8,10,6,3,1,5,3,2,1,0,0,0,0,0
276.7,2,5,5,3,2,7,10,10,6,4,6,8,11,6,3,1,5,3,2,1,0,0,0,0,0
279.12,2,5,4,3,2,7,10,10,6,3,6,8,11,5,3,1,4,3,2,1,0,0,0,0,0
281.54,2,5,5,3,2,7,10,11,6,3,4,9,11,5,3,1,4,4,2,1,0,0,0,0,0
283.96,3,6,5,2,2,7,10,11,6,2,4,9,11,5,2,1,4,4,2,1,0,0,0,0,0
286.38,3,6,5,2,2,7,10,11,6,2,4,10,11,5,2,1,4,4,2,1,0,0,0,0,0
288.8,3,6,5,2,2,7,10,12,6,3,5,11,11,6,3,1,4,5,3,1,0,0,0,0,0
291.22,3,6,5,2,2,7,10,13,5,3,5,11,11,6,3,1,4,6,3,1,0,0,0,0,0
293.64,3,6,5,2,2,6,10,13,5,3,6,11,10,6,3,1,4,5,3,1,0,0,0,0,0
296.06,4,6,5,2,2,7,10,13,6,3,6,11,10,6,3,1,3,5,3,1,0,0,0,0,0
298.48,4,6,4,2,1,8,10,13,6,3,6,11,9,6,3,1,3,4,3,1,0,0,0,0,0
300.9,4,6,4,2,1,8,11,14,6,3,7,11,11,6,3,1,3,4,3,1,0,0,0,0,0
303.32,4,6,4,1,1,8,11,14,6,3,7,11,11,6,3,1,3,3,3,1,0,0,0,0,0
305.74,4,5,5,1,1,8,11,14,6,3,7,11,11,6,3,0,3,4,3,1,0,0,0,0,0
308.16,4,5,5,1,1,8,11,14,6,3,7,11,11,6,3,0,3,4,4,1,0,0,0,0,0
310.58,4,5,5,1,1,8,11,14,6,2,6,11,12,6,3,0,5,4,4,1,0,0,0,0,0
313,3,5,5,1,0,8,11,14,6,2,6,11,12,7,3,0,5,4,4,1,0,0,0,0,0
315.42,3,5,5,1,0,7,11,13,6,2,6,11,12,7,3,0,5,4,4,2,0,0,0,0,0
317.84,3,6,5,1,0,6,11,13,6,2,6,11,12,7,3,0,4,5,4,2,0,0,0,0,0
320.26,3,6,5,1,0,6,11,13,6,2,5,11,12,7,3,0,4,5,4,2,0,0,0,0,0
322.68,3,6,5,1,0,6,11,13,6,2,5,11,12,7,3,0,4,5,4,2,0,0,0,0,0
325.1,3,7,5,2,0,6,10,10,6,2,5,11,12,7,3,0,4,5,4,2,0,0,0,0,0
327.52,3,7,5,2,0,6,10,11,5,1,4,11,12,7,3,0,4,5,4,2,0,0,0,0,0
329.94,3,7,4,2,0,6,11,11,5,1,5,11,11,9,2,0,3,6,4,2,0,0,0,0,0
332.36,3,7,4,2,0,6,11,10,5,1,5,10,11,9,2,0,3,6,4,2,0,0,0,1,0
334.78,3,5,5,2,0,6,11,10,5,1,5,9,11,9,1,0,3,6,4,2,0,0,0,1,0
337.2,3,5,6,2,0,6,11,10,4,0,5,9,11,9,1,0,3,6,4,2,0,0,1,1,0
339.62,4,5,6,2,0,6,10,10,4,0,6,9,11,8,1,0,4,6,4,2,0,0,1,1,0
342.04,4,5,6,2,0,5,10,10,4,0,5,10,12,8,1,0,4,6,4,2,0,0,1,1,0
344.46,4,5,6,2,0,5,10,10,5,0,3,10,12,7,1,0,4,7,4,2,0,0,1,1,0
346.88,3,5,6,1,0,5,10,9,5,0,3,10,12,7,1,0,4,7,5,2,0,0,1,1,0
349.3,3,5,4,1,0,5,9,9,5,0,3,10,12,7,1,0,4,8,5,2,0,0,1,1,0
351.72,3,5,4,1,0,5,9,9,4,0,3,11,11,8,1,1,4,8,5,2,0,1,1,1,0
354.14,3,5,4,1,0,5,9,10,4,0,3,10,10,8,1,2,4,8,5,2,0,1,2,2,0
356.56,3,5,4,1,0,5,8,10,4,0,2,10,10,8,1,2,3,8,5,2,0,1,3,2,0
358.98,3,5,5,1,0,5,8,10,4,0,2,10,10,8,2,2,3,8,5,2,0,1,3,3,0
361.4,3,4,5,1,0,5,8,10,4,0,2,10,11,8,2,2,3,8,6,2,0,1,3,3,0
363.82,2,4,5,1,0,5,8,9,4,0,2,10,11,8,2,2,4,8,6,3,0,1,3,3,0
366.24,2,3,4,1,0,5,8,9,4,0,2,10,10,8,2,2,4,8,6,3,0,1,5,3,0
368.66,2,3,4,1,1,4,7,9,4,0,2,10,10,8,2,2,4,8,6,3,0,1,5,3,0
371.08,2,3,4,1,1,4,7,9,4,0,2,10,10,7,2,2,5,8,7,3,0,1,5,3,1
373.5,2,3,4,1,1,4,7,9,4,0,2,9,10,7,2,2,5,9,7,3,1,1,5,3,1
375.92,2,3,4,1,1,3,7,9,4,0,2,9,11,6,2,2,5,10,7,2,1,1,5,3,1
378.34,2,3,3,2,1,3,6,9,4,0,2,9,11,6,2,2,6,9,7,2,1,1,4,4,1
380.76,2,3,3,2,1,3,6,9,4,1,3,8,10,6,2,2,6,9,7,2,1,1,4,4,1
383.18,2,3,3,2,1,3,6,8,4,1,4,8,11,6,2,2,6,9,6,2,1,1,4,4,1
385.6,2,3,3,2,1,3,6,8,4,1,4,8,11,6,2,2,7,9,6,2,1,1,4,4,2
388.02,1,3,3,3,1,3,6,8,3,2,3,7,11,6,2,2,7,9,6,2,1,1,4,4,2
390.44,1,3,3,3,1,4,6,8,3,2,3,7,11,7,2,2,7,9,6,2,1,1,4,4,2
392.86,1,3,4,3,1,4,6,7,3,2,3,7,10,7,2,2,7,10,6,2,1,1,4,4,2
395.28,1,3,4,3,1,4,6,7,3,2,3,7,10,7,1,2,7,10,6,2,1,1,4,4,2
397.7,1,3,4,3,1,3,6,6,3,2,3,6,9,7,1,2,7,10,6,2,1,1,5,4,2
400.12,1,3,4,3,1,2,6,6,4,2,3,5,10,8,1,2,6,10,6,2,1,1,5,4,2
402.54,1,3,4,3,1,2,6,6,4,2,3,5,10,8,1,2,6,10,6,3,1,1,5,4,2
404.96,1,3,4,3,1,2,6,6,4,2,3,6,10,8,1,3,6,10,6,3,1,1,5,4,2
407.38,1,3,4,3,1,2,6,6,4,2,3,7,10,8,2,3,6,9,7,3,0,1,4,5,2
409.8,1,3,4,3,1,2,5,5,4,2,3,7,11,8,2,3,6,8,7,4,0,1,5,5,2
412.22,1,3,4,3,2,2,5,6,4,2,3,7,12,8,2,3,5,8,7,4,0,1,5,5,2
414.64,1,3,3,4,2,2,5,6,4,2,3,7,12,10,2,2,5,8,7,3,0,1,5,5,2
417.06,1,3,3,4,2,2,5,7,4,2,3,8,12,11,2,2,5,8,8,4,0,1,4,5,2
419.48,1,3,3,4,2,2,4,6,5,2,3,8,12,11,2,2,4,8,8,4,0,1,5,4,2
421.9,1,3,3,4,2,2,4,6,5,2,3,8,11,11,3,2,4,8,8,4,0,1,5,4,2
424.32,1,1,3,3,1,2,4,6,5,2,2,7,11,11,4,2,4,8,8,4,0,1,5,4,2
426.74,1,1,3,3,1,2,4,7,6,2,2,6,12,11,4,2,4,8,8,4,0,2,5,4,2
429.16,1,1,3,3,1,2,4,7,6,2,2,6,11,11,4,1,4,8,8,4,0,2,6,4,2
431.58,1,1,3,3,1,2,4,7,6,2,2,6,11,11,4,1,4,8,8,4,0,2,6,4,2
434,1,1,3,3,1,2,4,7,6,2,2,6,10,11,4,1,4,8,9,4,0,2,6,4,3
436.42,1,1,3,3,1,2,4,6,6,2,1,6,10,11,5,1,4,8,9,4,0,2,6,5,3
438.84,1,1,3,3,1,2,4,6,6,2,1,6,10,10,5,1,4,8,9,4,0,2,6,5,3
441.26,1,1,3,3,1,2,5,6,6,2,1,6,10,10,5,1,4,8,9,4,0,2,6,5,3
443.68,1,1,3,2,1,2,5,6,6,2,1,5,10,10,5,1,4,8,9,4,0,2,5,5,2
446.1,0,1,3,2,1,2,5,6,6,2,1,5,10,11,5,1,4,8,10,4,0,2,5,5,2
448.52,0,1,2,2,1,2,4,6,6,2,1,6,10,11,5,1,4,8,10,4,0,2,5,5,2
450.94,0,1,2,2,1,2,4,6,6,2,1,6,11,13,5,1,4,9,10,4,0,1,5,5,2
453.36,0,1,2,2,1,2,4,7,5,2,1,6,11,13,4,1,4,9,10,4,0,1,5,5,2
455.78,0,2,2,2,0,2,4,7,6,2,1,5,11,12,4,1,4,9,10,4,0,1,5,6,2
458.2,0,2,2,2,0,2,4,7,6,2,1,4,12,12,4,1,4,9,10,5,0,1,4,5,2
460.62,0,2,2,2,0,1,4,7,7,2,1,4,12,12,5,1,3,9,9,6,0,1,4,5,2
463.04,0,2,2,1,0,1,4,7,8,2,2,5,12,10,5,1,3,8,9,6,0,1,4,5,2
465.46,0,2,2,1,0,1,4,7,8,2,2,5,12,10,5,1,2,8,9,5,0,1,4,5,2
467.88,0,2,2,1,0,2,4,7,8,2,2,5,12,10,6,0,2,8,10,6,0,1,4,5,2
470.3,0,2,3,1,0,2,5,7,8,2,2,5,12,10,6,0,2,7,10,6,0,1,4,4,2
472.72,1,2,3,1,0,2,5,7,8,3,2,5,12,11,6,0,2,7,10,6,0,0,4,4,3
475.14,1,2,3,1,0,2,5,7,8,3,2,5,12,11,6,0,2,7,10,7,0,0,3,4,4
477.56,1,1,3,1,0,2,5,8,8,3,2,5,11,11,6,0,2,7,10,7,0,0,3,4,4
479.98,1,2,3,1,0,2,5,7,8,3,2,5,10,11,6,0,2,6,10,7,0,0,3,4,4
482.4,1,2,3,1,0,2,5,7,7,3,2,5,10,11,6,0,2,6,10,6,0,0,3,4,4
