X,ieee802154Narrow.anchor[0].appl/Number of packets from this anchor,ieee802154Narrow.anchor[1].appl/Number of packets from this anchor,ieee802154Narrow.anchor[2].appl/Number of packets from this anchor,ieee802154Narrow.anchor[3].appl/Number of packets from this anchor,ieee802154Narrow.anchor[4].appl/Number of packets from this anchor,ieee802154Narrow.anchor[5].appl/Number of packets from this anchor,ieee802154Narrow.anchor[6].appl/Number of packets from this anchor,ieee802154Narrow.anchor[7].appl/Number of packets from this anchor,ieee802154Narrow.anchor[8].appl/Number of packets from this anchor,ieee802154Narrow.anchor[9].appl/Number of packets from this anchor,ieee802154Narrow.anchor[10].appl/Number of packets from this anchor,ieee802154Narrow.anchor[11].appl/Number of packets from this anchor,ieee802154Narrow.anchor[12].appl/Number of packets from this anchor,ieee802154Narrow.anchor[13].appl/Number of packets from this anchor,ieee802154Narrow.anchor[14].appl/Number of packets from this anchor,ieee802154Narrow.anchor[15].appl/Number of packets from this anchor,ieee802154Narrow.anchor[16].appl/Number of packets from this anchor,ieee802154Narrow.anchor[17].appl/Number of packets from this anchor,ieee802154Narrow.anchor[18].appl/Number of packets from this anchor,ieee802154Narrow.anchor[19].appl/Number of packets from this anchor,ieee802154Narrow.anchor[20].appl/Number of packets from this anchor,ieee802154Narrow.anchor[21].appl/Number of packets from this anchor,ieee802154Narrow.anchor[22].appl/Number of packets from this anchor,ieee802154Narrow.anchor[23].appl/Number of packets from this anchor,ieee802154Narrow.anchor[24].appl/Number of packets from this anchor
32.28,1,1,0,0,0,3,4,7,3,2,4,7,9,7,5,2,8,7,8,3,2,4,6,4,2
34.7,1,1,0,0,0,3,4,7,3,2,4,8,10,7,5,2,9,8,8,4,2,4,6,4,2
37.12,1,1,0,1,0,3,4,7,3,2,4,8,10,7,5,2,8,8,8,4,2,4,6,4,2
39.54,1,1,0,1,0,3,4,6,3,2,4,8,11,7,5,2,8,8,8,3,2,4,5,3,2
41.96,1,3,0,1,0,3,4,5,3,2,4,8,10,7,5,2,7,8,8,3,2,4,5,3,2
44.38,1,3,0,1,0,3,4,5,3,2,4,8,10,7,5,2,7,8,8,3,2,4,5,3,2
46.8,2,3,0,1,0,3,4,5,3,2,4,8,10,9,5,2,7,8,8,3,2,4,5,3,2
49.22,2,3,0,1,0,3,4,5,3,2,4,10,10,9,5,2,7,8,7,3,2,4,4,2,1
51.64,2,3,1,1,0,3,4,5,3,2,4,10,9,9,5,2,7,8,7,3,2,4,4,1,0
54.06,2,3,1,1,0,3,4,6,3,2,4,10,9,9,5,2,7,8,7,2,2,3,4,2,0
56.48,2,3,1,1,0,3,4,6,3,2,4,10,9,9,5,2,7,8,6,2,2,3,3,2,0
58.9,2,3,2,1,1,3,4,6,4,2,4,10,9,9,4,3,7,8,6,2,2,3,3,2,0
61.32,2,3,2,1,0,3,4,6,4,3,5,9,10,9,4,3,7,9,6,2,2,3,3,1,0
63.74,2,3,2,1,0,3,4,6,5,3,4,8,10,9,4,3,7,9,6,2,2,3,2,1,0
66.16,2,3,2,1,0,3,4,7,5,3,4,8,11,8,3,3,7,9,5,2,2,3,2,1,0
68.58,2,3,2,1,0,3,5,7,5,3,4,9,12,7,3,3,7,9,5,2,2,3,2,1,0
71,2,3,2,1,0,3,5,6,5,3,4,10,12,7,3,3,7,9,5,2,1,3,2,1,0
73.42,2,3,2,1,0,3,5,6,5,3,5,10,12,7,3,3,7,9,5,2,1,3,2,1,0
75.84,2,3,2,1,0,3,5,6,5,4,5,10,12,7,3,3,6,9,5,2,1,3,2,1,0
78.26,2,3,2,1,0,3,5,6,5,4,6,9,11,7,3,3,6,8,6,3,2,3,3,1,0
80.68,2,3,2,1,0,3,6,6,5,4,6,9,11,7,3,4,6,8,6,3,2,4,3,1,0
83.1,2,3,2,1,0,3,6,7,5,3,5,9,10,5,3,4,6,7,6,3,1,4,3,1,0
85.52,2,3,2,1,0,3,6,8,5,3,5,9,10,5,4,4,6,7,5,3,1,4,3,1,0
87.94,2,3,3,1,0,2,6,7,5,3,5,8,10,5,4,4,6,8,5,3,1,4,1,1,0
90.36,2,3,3,1,0,2,6,7,5,3,5,8,10,5,4,4,6,9,5,3,1,4,1,1,0
92.78,2,3,3,1,0,2,6,7,5,2,5,8,10,5,4,4,6,9,5,2,1,4,1,1,0
95.2,2,4,3,1,0,2,6,7,5,2,4,8,10,5,4,4,6,9,5,2,1,3,1,1,0
97.62,2,4,3,1,0,3,6,7,5,1,4,8,10,5,4,4,6,9,5,2,1,3,2,1,0
100.04,3,4,3,1,0,4,6,7,5,1,4,8,10,5,4,4,6,8,5,2,1,3,2,1,0
102.46,3,4,3,1,0,5,7,7,5,1,4,8,10,5,4,3,6,8,5,2,1,2,2,1,0
104.88,3,4,3,1,0,5,7,7,5,1,4,8,10,5,4,3,6,7,3,2,1,2,2,1,0
107.3,3,4,3,2,0,5,7,8,5,1,4,8,10,5,4,3,6,7,4,2,1,2,2,1,0
109.72,3,4,3,2,0,4,8,8,5,1,4,8,10,6,4,4,6,7,4,2,1,1,2,1,0
112.14,3,4,3,2,0,4,8,8,5,1,4,8,10,5,4,4,6,7,4,2,1,1,2,1,0
114.56,3,4,4,2,0,4,8,9,4,1,5,9,9,5,4,3,6,7,4,2,1,2,2,0,0
116.98,3,5,4,2,0,4,8,10,3,1,5,9,8,5,4,2,6,6,4,1,2,2,2,0,0
119.4,2,5,4,2,0,4,8,10,3,1,5,8,8,5,2,2,6,6,4,1,2,2,2,0,0
121.82,2,5,4,2,0,4,8,10,2,1,5,7,8,5,2,3,6,6,4,1,2,2,2,0,0
124.24,2,5,4,2,0,4,8,8,2,1,5,7,8,5,2,3,6,7,4,1,2,2,2,0,0
126.66,2,5,5,2,0,4,8,8,3,1,5,8,8,5,2,3,7,7,4,1,2,2,3,0,0
129.08,2,4,4,3,0,3,8,7,3,1,3,8,10,5,2,3,8,7,4,1,2,2,3,0,0
131.5,2,4,4,3,0,3,8,7,3,2,3,9,10,7,1,3,8,7,4,1,2,2,4,0,0
133.92,2,4,4,3,0,3,8,7,3,2,3,9,10,7,1,3,8,7,4,1,2,2,4,0,0
136.34,2,4,4,3,0,3,8,7,3,2,3,9,10,7,1,3,8,7,4,1,2,2,4,0,0
138.76,2,4,4,3,0,3,8,7,3,2,3,9,10,8,1,3,8,8,4,1,2,2,4,0,0
141.18,2,4,4,3,0,3,7,7,4,2,3,9,11,8,1,3,9,8,5,1,2,2,4,0,0
143.6,1,4,4,3,0,3,7,7,5,2,3,9,11,8,1,3,8,8,5,1,2,2,4,0,0
146.02,1,4,4,2,0,3,7,8,5,1,3,9,11,8,1,3,8,8,5,1,2,2,4,0,0
148.44,1,4,4,2,0,3,8,8,5,1,3,9,11,8,1,3,8,8,5,1,2,2,4,0,0
150.86,1,4,4,2,0,3,8,8,5,1,2,10,12,8,1,3,7,8,5,1,2,3,4,0,0
153.28,1,4,4,2,0,3,8,8,5,1,2,10,12,8,2,3,7,8,5,2,2,4,4,0,0
155.7,1,4,4,2,0,3,8,8,5,1,2,11,12,8,2,3,7,8,5,2,2,4,4,0,0
158.12,1,5,4,2,0,3,8,8,5,1,2,11,12,7,2,3,7,8,5,2,1,4,4,0,0
160.54,1,5,4,2,0,3,8,8,5,1,2,11,12,5,2,3,7,8,6,2,1,4,4,0,0
162.96,1,3,4,2,0,4,7,7,5,1,2,11,13,5,2,3,7,8,6,2,1,4,4,0,0
165.38,1,3,4,2,0,4,6,7,5,1,2,11,13,5,2,3,8,8,6,2,1,4,4,0,0
167.8,1,3,4,2,0,4,6,8,5,1,2,11,13,5,2,3,8,8,6,2,1,4,4,0,0
170.22,1,3,4,2,0,4,6,9,5,1,2,11,13,5,2,2,8,8,6,2,0,4,4,0,0
172.64,1,3,4,2,1,3,6,9,5,2,2,10,13,5,2,2,8,9,6,2,0,4,4,0,0
175.06,1,3,3,2,1,3,6,9,5,2,5,10,14,4,2,1,7,10,6,1,0,4,4,0,0
177.48,1,3,3,2,1,3,6,9,5,2,5,9,13,4,2,1,7,10,6,1,0,4,4,1,0
179.9,0,3,3,2,1,3,6,9,5,2,5,8,13,4,2,2,7,10,5,2,0,4,4,2,0
182.32,0,3,3,2,1,2,6,9,5,2,4,8,13,4,3,2,7,10,5,2,0,4,3,2,0
184.74,0,2,3,2,1,1,6,9,5,3,4,8,11,5,4,2,7,9,5,2,0,4,3,2,0
187.16,0,2,3,2,1,1,6,9,5,3,4,7,11,5,4,3,7,9,5,2,1,4,3,2,0
189.58,0,2,3,2,1,2,6,9,6,3,4,7,10,6,4,3,7,10,5,2,2,4,3,2,0
192,0,2,2,2,1,2,6,9,5,3,4,7,9,6,4,3,7,10,5,2,2,4,3,2,0
194.42,0,2,2,2,1,2,7,9,5,2,4,6,9,6,4,4,7,10,5,2,2,3,3,2,0
196.84,0,2,2,1,1,2,7,9,5,2,4,6,9,6,4,4,7,9,5,2,2,3,3,2,0
199.26,0,2,2,1,1,2,7,9,5,2,4,6,9,6,4,4,7,10,5,3,2,3,3,2,0
201.68,0,2,2,1,1,2,7,8,5,2,4,6,9,6,4,4,7,10,6,3,2,3,3,2,0
204.1,0,1,2,1,1,2,6,8,4,2,4,6,9,6,4,5,7,10,6,3,2,3,3,2,0
206.52,0,1,2,1,1,2,6,7,4,1,4,6,9,6,4,5,7,10,6,3,2,3,3,2,1
208.94,0,1,2,1,1,1,6,6,3,1,4,7,9,6,4,4,8,10,6,3,2,3,3,2,1
211.36,0,1,1,1,1,2,6,6,3,1,4,7,8,6,4,4,7,11,6,3,2,3,3,3,1
213.78,0,1,1,1,1,2,6,6,3,1,4,8,8,6,3,4,7,11,6,3,2,3,3,3,1
216.2,0,1,1,1,1,2,6,5,3,1,3,8,8,6,3,4,7,11,6,3,2,3,3,4,2
218.62,0,1,1,1,1,2,6,6,3,1,3,8,9,6,3,4,7,12,6,3,2,2,4,4,2
221.04,0,1,2,1,1,2,6,6,2,1,3,8,10,7,2,3,7,11,7,3,2,2,4,4,3
223.46,0,1,2,1,1,2,5,6,3,1,3,8,10,7,2,3,7,11,7,3,2,2,4,4,3
225.88,0,1,2,1,1,3,5,5,3,1,3,8,10,7,2,3,7,11,7,2,2,2,4,4,3
228.3,0,1,2,1,1,3,4,6,3,1,3,8,10,7,3,3,7,11,7,2,1,2,5,3,3
230.72,0,1,2,1,1,3,4,6,3,1,3,7,10,7,3,3,7,10,7,3,1,2,5,3,3
233.14,0,2,2,1,1,3,4,6,3,1,4,7,10,7,4,3,7,10,7,3,1,3,5,4,3
235.56,0,2,2,1,1,3,4,6,3,1,5,7,9,7,4,3,7,10,7,3,1,3,5,4,3
237.98,0,2,2,1,1,3,4,6,3,1,5,7,9,7,4,3,6,10,7,3,2,3,5,4,3
240.4,0,3,2,1,1,3,4,6,3,1,5,7,9,7,4,3,6,10,8,4,2,3,6,4,3
242.82,0,3,1,1,1,3,4,6,3,1,5,7,9,7,4,3,6,10,8,4,2,3,5,4,3
245.24,0,3,1,1,1,3,3,6,3,1,5,7,10,7,4,3,6,10,8,4,2,3,5,4,3
247.66,0,3,3,1,1,3,3,6,3,2,4,7,10,7,3,2,6,10,8,3,1,3,5,4,3
250.08,0,3,3,1,1,3,3,6,3,2,4,7,10,7,3,2,6,10,8,3,1,3,5,4,3
252.5,0,3,3,1,1,3,3,6,3,2,3,7,10,7,3,2,6,10,8,4,0,2,5,4,3
254.92,0,3,3,1,1,3,4,5,3,1,3,7,10,7,3,2,5,10,8,4,0,2,6,4,2
257.34,0,2,3,1,1,3,4,5,3,1,3,7,10,7,3,2,5,10,8,5,0,2,6,4,2
259.76,0,2,3,1,0,3,4,5,3,1,3,7,10,8,3,1,6,10,8,5,0,2,6,4,2
262.18,0,2,3,1,0,3,4,5,3,1,3,7,11,8,3,1,6,9,9,5,0,2,7,5,2
264.6,0,3,3,1,0,3,4,5,3,0,3,7,10,7,3,1,6,9,9,5,0,3,7,5,2
267.02,0,3,3,1,0,3,4,5,3,0,3,7,11,7,4,1,7,9,9,5,0,3,7,5,3
269.44,0,3,3,1,0,3,5,5,3,0,2,7,12,7,4,2,7,10,8,5,0,3,7,4,2
271.86,0,3,3,1,0,3,5,5,3,0,2,7,12,6,4,2,7,10,8,5,0,3,7,5,2
274.28,0,3,3,1,0,3,5,4,3,0,2,7,12,6,4,3,7,10,8,5,0,3,7,5,2
276.7,0,3,3,1,0,2,5,4,3,0,2,7,11,6,4,3,7,11,8,5,0,3,6,5,1
279.12,1,3,3,1,0,2,5,4,3,0,1,4,11,6,4,3,7,11,8,5,0,3,6,6,1
281.54,1,3,3,1,0,2,5,4,3,0,2,4,11,6,4,2,7,11,9,5,0,3,6,6,1
283.96,1,3,3,1,0,1,5,4,3,0,2,4,11,7,4,2,7,11,9,5,0,3,5,6,1
286.38,1,3,3,2,0,1,5,4,3,0,2,4,11,7,4,2,7,11,9,5,0,3,5,6,1
288.8,1,3,3,2,0,1,5,4,3,1,2,5,11,8,4,2,7,11,9,5,0,3,5,6,1
291.22,1,3,3,2,0,1,5,4,3,1,2,5,11,8,4,2,7,11,9,5,0,3,5,6,2
293.64,1,3,3,2,0,1,5,4,3,1,2,5,11,8,4,2,6,11,9,5,0,2,5,4,2
296.06,1,3,3,2,0,1,5,5,5,1,2,5,11,7,4,2,6,11,9,5,0,2,5,4,2
298.48,1,3,3,2,0,0,5,5,5,1,2,5,10,8,4,2,6,11,9,4,0,2,5,5,2
300.9,1,3,4,2,0,0,5,6,5,1,2,5,10,9,4,2,6,11,9,4,1,3,5,5,2
303.32,1,3,4,1,0,0,5,6,5,1,2,5,10,9,4,2,6,11,9,4,1,3,6,5,2
305.74,1,3,4,1,0,0,5,6,5,1,2,4,9,9,3,2,6,11,9,3,1,3,6,5,2
308.16,2,3,4,1,0,0,5,6,5,1,2,5,9,9,3,2,5,11,9,4,1,3,6,5,2
310.58,2,4,4,1,0,1,5,7,5,1,2,5,9,9,2,2,5,11,9,4,1,2,6,5,2
313,2,4,4,0,0,2,5,7,5,1,2,5,10,9,2,2,5,10,9,4,1,2,6,5,2
315.42,1,4,4,0,0,2,4,7,5,1,2,7,10,9,2,2,6,10,9,3,1,2,5,5,2
317.84,1,4,4,0,0,2,4,7,5,2,2,7,10,9,2,2,6,10,9,3,1,2,5,5,1
320.26,1,4,4,0,0,2,4,7,5,2,2,7,11,8,2,2,6,10,9,3,1,3,5,5,1
322.68,1,4,4,0,0,2,4,7,4,2,2,7,11,6,3,2,6,9,8,3,0,3,4,5,1
325.1,1,4,4,1,0,2,4,7,4,2,2,7,11,6,3,2,5,9,8,3,0,2,4,5,1
327.52,1,4,4,1,0,2,4,7,4,2,1,7,11,6,3,2,5,8,7,4,0,2,4,5,1
329.94,1,4,4,1,0,2,5,7,4,2,2,7,11,6,3,2,5,8,7,4,0,2,5,4,1
332.36,1,4,4,1,0,3,6,7,5,2,2,7,12,6,2,2,5,8,7,4,0,2,5,4,1
334.78,1,4,4,2,0,3,7,7,5,1,2,7,12,7,3,2,5,8,7,4,0,2,5,4,1
337.2,1,4,5,2,0,3,7,7,5,1,2,7,12,7,3,2,5,8,6,4,0,2,4,4,2
339.62,1,4,5,3,0,3,7,7,5,1,2,7,12,7,3,2,5,7,6,4,0,2,4,4,2
342.04,1,3,5,3,0,3,7,7,4,1,2,7,12,7,3,2,5,8,6,4,0,2,4,4,2
344.46,1,3,4,3,0,3,8,6,4,1,2,7,12,7,3,2,5,8,6,4,0,2,4,3,2
346.88,1,3,4,2,0,3,8,7,4,1,2,7,12,7,3,2,5,8,6,4,0,2,4,3,2
349.3,1,2,4,2,0,3,8,7,5,1,2,7,12,6,3,2,5,8,6,3,0,2,4,3,2
351.72,1,2,3,2,0,3,8,7,5,1,4,7,12,7,3,2,5,8,6,3,0,2,4,3,2
354.14,1,2,3,2,0,3,8,8,5,2,4,7,12,7,2,2,5,8,6,3,0,2,4,3,2
356.56,1,1,3,2,0,3,8,8,5,2,4,8,12,8,2,2,6,8,6,3,0,2,4,4,2
358.98,1,1,3,2,0,3,8,9,5,2,5,8,12,9,2,2,6,9,6,3,0,1,4,4,2
361.4,1,1,2,2,0,3,8,9,5,2,6,8,12,9,2,2,7,8,6,2,0,1,3,4,2
363.82,1,1,2,2,0,4,8,9,5,2,6,8,12,9,3,2,7,7,6,2,0,1,3,4,2
366.24,1,1,2,2,0,3,8,9,5,2,6,8,11,9,3,1,7,9,6,2,0,1,3,4,2
368.66,1,1,2,1,0,4,8,9,5,2,6,8,10,9,4,2,6,9,6,2,0,1,2,4,2
371.08,1,1,2,1,1,4,7,9,5,2,6,8,10,9,4,2,6,9,7,2,0,1,2,4,2
373.5,1,1,2,1,1,3,7,9,5,2,6,8,9,9,3,2,6,9,7,2,0,0,2,4,2
375.92,2,2,2,1,1,3,6,9,5,2,6,8,9,9,3,2,5,8,7,3,0,0,2,4,2
378.34,2,2,2,1,1,3,6,9,5,2,6,8,9,9,3,2,5,8,6,3,0,0,2,4,2
380.76,2,2,1,2,1,3,6,9,5,2,6,8,9,8,3,2,5,9,6,3,0,0,2,4,2
383.18,2,2,1,2,1,3,6,9,5,2,6,7,10,8,3,2,5,10,6,3,0,1,2,4,2
385.6,2,2,1,2,1,3,6,9,5,2,6,7,10,8,3,2,4,9,6,3,1,1,2,4,2
388.02,1,2,1,2,2,3,6,9,5,2,6,7,10,8,5,2,4,9,6,3,1,1,2,4,2
390.44,1,2,1,2,2,3,6,8,5,1,6,7,9,8,5,4,4,9,6,4,1,1,1,4,2
392.86,1,2,1,2,1,3,6,7,5,1,6,7,9,8,5,4,4,9,6,4,1,1,1,4,3
395.28,1,2,1,2,0,3,5,7,5,1,6,7,9,7,5,4,4,8,6,4,1,1,1,3,3
397.7,1,2,1,2,0,3,5,7,5,1,6,7,9,7,5,4,5,8,6,4,0,1,1,3,2
400.12,1,2,1,1,0,3,4,6,5,1,6,7,9,7,5,4,5,8,6,4,0,2,1,2,1
402.54,1,3,1,1,0,3,4,4,3,1,6,7,9,7,5,4,5,8,6,5,0,3,1,1,1
404.96,1,2,1,1,0,3,5,4,3,2,6,7,9,7,5,4,6,9,6,5,0,2,1,2,1
407.38,1,2,1,1,0,3,6,3,4,2,6,7,9,7,5,4,6,9,6,6,0,2,2,2,1
409.8,1,2,1,1,0,2,6,3,5,3,5,7,9,7,5,4,6,9,7,6,0,2,3,3,1
412.22,1,2,1,1,0,2,6,3,4,3,4,6,9,7,5,4,6,9,7,6,0,2,4,3,1
414.64,1,2,1,1,0,2,6,3,4,3,3,6,9,7,5,4,6,10,7,6,0,2,4,4,1
417.06,1,2,1,1,0,1,6,3,4,3,3,6,9,7,5,4,6,10,7,6,0,2,4,4,1
419.48,1,2,1,1,0,1,6,3,4,3,3,6,9,7,5,4,7,10,7,6,0,2,4,4,2
421.9,1,2,1,1,0,1,5,3,4,3,3,6,9,7,5,4,7,10,7,6,0,2,4,4,2
424.32,1,2,1,1,0,1,5,3,4,3,3,6,8,7,5,4,7,10,7,6,1,2,4,4,2
426.74,1,2,1,1,0,2,5,4,4,3,3,6,8,7,5,4,7,10,7,6,1,2,4,4,2
429.16,1,2,1,1,0,2,5,4,4,3,3,7,8,7,5,4,7,10,7,6,1,2,4,4,2
431.58,1,2,1,1,0,2,5,4,4,3,2,7,7,7,5,3,7,10,7,6,2,2,4,4,3
434,1,2,1,1,0,2,4,4,4,3,3,7,7,8,5,2,7,10,7,6,2,2,5,4,2
436.42,1,2,1,0,0,2,4,4,4,3,2,7,6,8,5,2,7,10,6,6,2,3,5,4,2
438.84,1,2,1,0,0,2,4,4,3,3,2,7,7,8,5,2,7,10,6,5,2,3,5,4,2
441.26,1,2,1,0,0,2,4,4,3,3,2,6,7,8,5,2,6,9,5,5,1,3,5,4,2
443.68,1,2,1,0,0,2,4,4,3,3,2,6,7,8,5,3,7,9,6,5,1,3,5,4,2
446.1,1,2,1,0,0,3,4,4,3,3,2,7,7,7,5,2,7,8,7,5,1,3,6,4,2
448.52,2,2,1,0,0,3,3,4,3,3,2,7,7,8,5,2,7,8,7,4,1,3,6,4,2
450.94,2,2,1,0,1,3,3,4,3,3,2,6,7,8,5,2,7,9,7,4,1,3,6,4,2
453.36,2,2,1,0,1,3,3,4,3,3,2,6,8,8,5,2,7,9,9,4,1,3,6,4,2
455.78,2,2,1,0,1,3,3,3,3,3,2,6,8,8,5,2,7,9,9,4,1,3,7,5,2
458.2,1,2,1,0,1,3,3,3,3,3,2,6,8,8,5,2,7,9,9,4,1,5,8,5,2
460.62,1,2,1,0,1,3,3,4,3,3,2,6,8,8,4,2,7,8,9,4,1,5,8,5,2
463.04,1,2,1,1,1,3,3,4,3,3,2,7,9,7,4,1,7,10,9,4,1,5,8,5,2
465.46,1,2,1,1,1,3,3,4,3,3,2,7,8,7,4,1,7,10,9,4,2,5,8,5,2
467.88,1,2,1,1,1,3,3,4,3,3,2,7,8,7,4,1,7,10,9,3,2,5,8,5,2
470.3,1,2,1,1,1,2,3,4,3,3,2,7,8,7,3,1,8,10,9,3,2,5,8,5,2
472.72,1,1,1,1,1,2,3,4,3,2,2,7,9,7,3,1,9,10,9,3,1,5,8,5,2
475.14,1,1,1,1,1,2,3,4,3,2,2,6,9,7,3,1,9,10,9,3,0,5,8,7,2
477.56,1,1,0,1,1,2,3,4,3,2,3,6,9,7,3,1,9,10,9,3,0,5,8,7,1
479.98,1,1,0,1,1,2,3,4,3,2,3,6,9,6,3,1,9,10,9,3,0,5,8,7,1
482.4,1,1,0,1,1,2,3,4,3,2,3,5,9,6,3,1,9,11,9,3,0,5,8,7,1
