X,ieee802154Narrow.anchor[0].appl/Number of packets from this anchor,ieee802154Narrow.anchor[1].appl/Number of packets from this anchor,ieee802154Narrow.anchor[2].appl/Number of packets from this anchor,ieee802154Narrow.anchor[3].appl/Number of packets from this anchor,ieee802154Narrow.anchor[4].appl/Number of packets from this anchor,ieee802154Narrow.anchor[5].appl/Number of packets from this anchor,ieee802154Narrow.anchor[6].appl/Number of packets from this anchor,ieee802154Narrow.anchor[7].appl/Number of packets from this anchor,ieee802154Narrow.anchor[8].appl/Number of packets from this anchor,ieee802154Narrow.anchor[9].appl/Number of packets from this anchor,ieee802154Narrow.anchor[10].appl/Number of packets from this anchor,ieee802154Narrow.anchor[11].appl/Number of packets from this anchor,ieee802154Narrow.anchor[12].appl/Number of packets from this anchor,ieee802154Narrow.anchor[13].appl/Number of packets from this anchor,ieee802154Narrow.anchor[14].appl/Number of packets from this anchor,ieee802154Narrow.anchor[15].appl/Number of packets from this anchor,ieee802154Narrow.anchor[16].appl/Number of packets from this anchor,ieee802154Narrow.anchor[17].appl/Number of packets from this anchor,ieee802154Narrow.anchor[18].appl/Number of packets from this anchor,ieee802154Narrow.anchor[19].appl/Number of packets from this anchor,ieee802154Narrow.anchor[20].appl/Number of packets from this anchor,ieee802154Narrow.anchor[21].appl/Number of packets from this anchor,ieee802154Narrow.anchor[22].appl/Number of packets from this anchor,ieee802154Narrow.anchor[23].appl/Number of packets from this anchor,ieee802154Narrow.anchor[24].appl/Number of packets from this anchor
167.8,2,4,4,4,1,4,7,9,8,4,5,7,12,8,4,1,4,5,6,1,0,0,1,1,0
170.22,2,4,4,4,1,4,7,9,8,4,5,7,11,7,4,1,4,5,5,1,0,0,1,1,0
172.64,2,4,4,4,1,4,6,10,8,4,5,7,9,7,4,1,4,5,5,1,0,0,1,1,0
175.06,2,4,4,5,1,4,6,10,8,3,5,7,9,8,4,1,4,5,5,2,0,0,1,1,0
177.48,3,5,4,5,1,3,6,10,8,3,5,8,9,8,4,1,4,5,4,2,0,0,1,1,0
179.9,3,5,4,5,1,3,6,10,8,3,5,9,9,9,4,1,4,5,4,1,0,0,1,1,0
182.32,3,5,4,4,1,3,7,9,8,3,5,9,8,9,4,1,4,5,4,1,1,0,1,0,0
184.74,3,4,4,4,1,3,7,9,8,3,5,10,8,9,4,1,4,5,4,0,1,0,2,0,0
187.16,3,4,4,4,1,3,7,9,8,3,4,10,8,9,4,1,4,4,3,0,1,1,2,0,0
189.58,3,4,4,4,2,3,7,9,8,3,4,10,8,9,4,1,3,4,3,0,1,1,2,0,0
192,3,4,5,4,2,3,7,9,8,3,3,10,8,9,4,1,3,4,3,0,1,2,1,0,0
194.42,3,4,4,4,2,4,7,11,8,3,3,10,8,8,3,1,3,4,3,0,1,2,1,0,0
196.84,3,5,4,5,3,4,7,11,8,3,3,10,8,8,3,1,3,5,3,0,1,2,1,0,0
199.26,3,5,5,4,3,4,7,11,8,3,3,10,8,8,2,1,3,4,3,0,1,2,1,0,0
201.68,3,4,6,4,3,4,7,10,8,3,3,10,8,8,2,1,3,4,3,0,1,2,1,0,0
204.1,3,4,6,4,3,4,7,9,9,3,3,10,8,8,2,1,3,4,3,0,1,2,1,0,0
206.52,3,4,5,4,3,4,7,10,9,3,3,10,9,8,2,1,2,4,3,0,1,2,1,0,0
208.94,3,4,5,4,2,4,7,10,9,3,3,9,9,8,2,1,3,4,3,0,1,2,1,0,0
211.36,3,4,5,4,2,4,6,11,9,3,3,8,10,9,2,1,4,4,3,0,1,2,1,0,0
213.78,3,5,5,4,2,4,7,11,8,3,3,8,9,9,2,1,4,4,2,0,1,2,1,0,0
216.2,3,5,5,4,2,4,7,11,8,4,2,8,9,9,2,1,4,5,3,0,1,2,1,0,0
218.62,3,5,6,3,2,4,7,11,8,4,2,8,9,9,2,1,4,5,4,0,1,2,1,0,0
221.04,3,5,6,3,1,4,7,11,7,4,1,8,9,8,3,1,4,5,5,0,1,2,1,0,0
223.46,3,5,6,3,1,4,7,11,7,4,1,9,9,8,3,1,4,5,4,0,1,2,1,0,0
225.88,4,5,6,3,1,4,8,11,7,4,1,9,9,8,3,1,4,5,4,0,1,2,1,1,0
228.3,4,5,6,3,1,4,8,11,7,4,2,9,9,7,3,1,4,5,3,0,1,2,1,1,0
230.72,4,5,6,3,1,4,8,12,7,4,2,8,9,7,3,1,4,5,3,0,1,2,1,1,0
233.14,4,5,6,3,1,4,8,12,7,4,2,8,10,7,3,1,4,5,3,0,1,2,1,1,0
235.56,4,5,6,3,1,4,8,12,7,4,2,9,10,7,3,1,4,5,3,0,1,2,1,1,0
237.98,3,5,7,2,1,4,8,12,7,4,3,9,11,7,3,1,4,5,3,0,1,2,1,1,0
240.4,3,5,7,2,1,4,8,12,7,3,4,7,11,6,4,2,4,6,3,0,1,2,1,1,0
242.82,2,5,6,2,1,4,8,11,7,3,4,8,11,6,4,2,4,6,3,1,1,2,1,1,0
245.24,2,5,6,3,1,4,8,11,7,3,5,8,10,6,4,2,4,6,3,1,1,2,1,1,0
247.66,2,5,6,3,0,3,8,10,6,3,5,7,10,6,4,2,4,6,3,1,1,2,1,1,0
250.08,2,5,6,3,0,2,8,10,7,3,5,7,11,6,4,2,4,6,3,1,1,2,1,0,0
252.5,1,5,5,2,0,2,8,10,7,3,5,7,11,6,5,2,4,6,4,2,1,2,1,0,0
254.92,1,5,4,3,0,2,7,10,7,3,5,7,11,6,5,2,4,6,4,2,1,2,1,0,0
257.34,0,5,4,3,0,3,7,10,7,3,5,7,11,6,4,2,4,6,4,2,1,3,1,0,0
259.76,0,5,4,4,0,3,7,10,7,3,5,8,11,6,4,3,4,6,5,2,1,3,1,0,0
262.18,0,5,4,4,0,3,7,10,7,3,5,8,11,6,4,3,4,6,5,2,1,3,1,1,0
264.6,0,5,4,5,0,3,7,10,8,3,5,8,12,6,4,3,4,5,5,2,1,3,1,1,0
267.02,0,4,4,5,0,3,7,9,8,3,5,8,12,6,4,3,4,5,5,2,0,3,1,1,0
269.44,0,4,4,4,0,3,7,9,7,3,5,8,12,7,4,3,6,5,6,2,0,3,1,1,0
271.86,0,4,4,4,0,3,7,9,7,3,5,8,12,7,4,3,6,6,5,3,1,2,1,1,0
274.28,0,5,4,4,0,3,7,9,7,3,5,8,11,6,4,3,6,6,5,3,1,2,0,1,1
276.7,0,3,4,4,0,3,7,8,7,3,5,7,11,6,4,3,6,6,5,3,1,1,0,1,1
279.12,0,3,4,4,0,3,8,7,7,3,5,7,9,6,4,3,7,6,5,3,1,1,1,1,1
281.54,0,3,4,4,0,2,9,7,7,3,6,7,8,6,4,4,7,6,5,3,1,1,1,1,1
283.96,0,3,4,4,0,2,9,6,7,2,6,7,8,6,4,4,7,6,5,4,1,1,1,1,1
286.38,0,3,4,4,0,2,8,6,6,2,5,7,8,6,4,4,7,7,5,4,1,1,1,1,1
288.8,0,3,4,4,0,2,6,6,6,2,5,7,8,6,4,4,7,7,5,4,1,1,1,1,1
291.22,0,3,4,4,0,2,6,6,6,1,5,7,8,6,4,4,7,6,5,4,1,1,1,1,1
293.64,0,3,4,4,0,2,5,6,6,1,5,7,8,7,4,4,7,6,5,4,1,1,1,1,1
296.06,0,2,4,4,0,3,5,6,6,2,5,7,8,7,4,4,7,6,5,4,1,2,1,1,2
298.48,0,2,4,4,1,3,5,7,6,2,5,7,7,7,4,4,7,6,5,4,1,2,1,1,2
300.9,0,2,4,4,1,3,5,7,6,2,5,7,7,7,4,4,7,6,5,4,1,2,1,2,2
303.32,0,2,4,4,1,3,5,7,6,2,5,6,7,6,4,3,7,6,5,4,1,2,1,2,2
305.74,0,2,3,4,1,4,6,7,5,2,5,6,7,6,5,3,7,6,5,4,1,2,1,2,2
308.16,0,2,3,4,1,4,6,7,5,3,5,6,6,6,5,3,7,6,5,4,1,2,1,2,2
310.58,0,2,3,4,1,4,6,7,5,3,5,6,6,6,4,3,7,5,5,3,1,2,1,2,2
313,0,2,3,4,1,3,5,7,5,3,5,6,7,6,4,3,7,4,6,3,1,2,1,2,2
315.42,0,1,3,4,1,3,5,7,5,3,4,6,7,6,4,3,7,4,6,3,1,2,1,2,2
317.84,0,1,3,4,1,3,4,7,5,3,4,6,8,6,4,3,7,4,6,3,1,2,2,2,1
320.26,0,1,3,4,1,3,5,7,5,3,4,6,8,6,4,3,8,4,5,3,2,2,2,2,1
322.68,0,1,3,4,1,3,5,7,5,3,4,6,9,7,4,3,7,4,5,3,2,2,2,3,1
325.1,0,2,3,4,1,3,5,7,5,3,5,6,9,7,4,4,7,4,5,3,2,2,2,3,1
327.52,0,2,3,4,1,3,5,7,5,3,5,7,10,7,4,4,7,4,5,3,2,2,2,3,1
329.94,0,2,3,3,1,3,5,6,5,3,5,7,9,8,4,4,7,4,5,3,1,2,2,3,1
332.36,0,2,3,3,1,3,5,6,5,3,5,7,10,7,4,4,7,4,5,3,2,2,2,2,1
334.78,0,2,4,3,1,3,5,6,6,3,4,8,10,7,3,4,7,5,5,3,2,2,2,2,1
337.2,0,2,4,3,1,3,5,5,6,3,4,8,11,7,3,4,6,5,5,3,2,2,2,2,1
339.62,0,2,4,3,1,3,5,5,6,3,4,8,10,7,3,3,6,6,5,3,2,2,2,2,1
342.04,0,2,3,2,1,3,5,5,6,2,4,8,10,7,3,2,6,7,5,3,1,3,3,1,1
344.46,0,3,3,2,1,3,6,5,6,2,3,7,10,7,3,2,6,7,5,3,1,3,3,1,1
346.88,0,2,3,3,1,2,6,6,6,2,3,7,10,7,3,2,6,7,5,3,1,3,3,1,1
349.3,0,2,4,3,1,2,6,7,6,2,3,7,10,6,3,2,5,7,5,2,1,3,3,3,1
351.72,0,2,4,3,2,2,6,7,6,2,3,7,10,6,3,2,5,7,5,2,1,3,3,3,1
354.14,0,2,4,4,2,2,6,7,7,2,3,7,10,6,3,2,5,7,6,3,1,3,3,3,1
356.56,0,2,4,3,2,1,6,7,7,2,3,7,10,6,3,2,5,7,6,3,1,3,3,3,1
358.98,0,2,3,3,2,1,6,7,7,2,3,6,10,6,3,2,5,7,6,3,1,3,3,3,1
361.4,0,2,3,3,2,1,6,7,7,2,3,7,10,6,3,2,5,7,6,3,1,3,4,3,1
363.82,0,2,3,3,2,0,5,9,7,2,3,7,11,7,3,2,5,8,6,3,1,3,4,3,1
366.24,0,2,3,3,2,0,5,9,7,2,3,6,10,8,2,2,5,8,6,2,1,3,4,3,1
368.66,0,2,3,3,2,0,5,10,7,2,2,7,10,8,3,1,5,8,6,2,0,3,4,3,1
371.08,0,2,3,4,2,0,4,10,7,2,2,7,10,8,3,2,4,8,6,2,0,3,4,3,1
373.5,0,2,3,3,2,0,4,10,8,3,2,7,10,10,3,2,4,9,6,2,0,3,4,3,1
375.92,0,2,4,4,2,0,4,10,9,3,2,8,10,10,4,2,4,9,6,2,0,3,4,3,1
378.34,0,2,4,4,2,0,5,10,9,3,1,8,10,11,4,2,4,9,5,2,1,3,4,3,1
380.76,0,1,4,4,2,0,5,10,9,3,0,8,10,11,3,2,4,9,5,2,1,3,3,3,1
383.18,0,1,4,4,2,0,5,10,8,3,0,8,10,11,3,2,5,9,5,2,1,3,3,3,1
385.6,0,1,4,4,2,0,5,10,8,3,0,8,10,11,3,2,5,8,5,2,1,3,3,3,1
388.02,0,1,4,4,3,0,5,10,8,3,0,8,10,10,3,2,5,7,5,2,1,3,3,3,1
390.44,0,1,5,4,3,0,5,10,8,3,0,7,11,10,3,1,5,7,5,2,1,3,3,3,1
392.86,0,1,5,4,3,0,5,10,8,3,0,7,12,10,3,1,5,7,5,2,1,3,3,2,1
395.28,0,1,6,4,3,0,5,10,10,3,0,7,11,10,3,1,5,7,6,2,1,2,3,2,1
397.7,0,1,6,4,2,0,5,10,9,3,0,7,11,10,3,1,5,7,6,2,1,2,3,2,1
400.12,0,1,6,4,2,0,4,10,8,3,0,7,11,12,4,1,5,7,6,2,1,2,2,2,1
402.54,0,1,6,4,2,0,4,9,8,3,0,7,11,12,4,1,6,7,6,2,1,1,2,2,1
404.96,0,1,6,4,2,0,4,9,8,4,0,7,11,12,4,1,6,7,6,2,1,1,2,2,1
407.38,0,1,5,4,2,0,5,10,8,4,0,7,11,12,4,1,6,7,6,2,1,1,3,1,1
409.8,0,1,5,3,3,0,5,10,8,5,0,6,10,13,4,1,6,6,6,2,1,1,3,1,0
412.22,0,1,5,4,3,0,5,10,8,5,0,6,10,12,4,1,6,6,6,2,1,1,3,2,0
414.64,0,1,5,4,3,0,5,10,8,5,0,6,10,12,4,1,6,5,6,2,1,1,2,2,0
417.06,0,1,4,4,3,0,5,10,8,6,0,5,10,11,4,1,6,5,6,2,1,1,2,2,0
419.48,0,1,4,4,3,0,5,10,9,6,1,5,10,11,4,1,6,6,6,2,1,1,2,2,0
421.9,0,1,4,4,3,0,4,11,8,6,1,5,10,10,4,1,6,6,6,2,1,1,2,2,0
424.32,0,1,5,4,3,1,4,10,8,6,1,6,10,9,3,1,6,6,6,2,1,1,2,2,0
426.74,0,2,5,4,3,1,4,9,9,6,1,6,10,9,3,2,7,7,6,2,1,1,2,1,0
429.16,0,2,5,4,3,1,4,9,9,6,1,6,10,9,3,2,7,7,6,1,1,1,2,1,0
431.58,0,2,5,4,3,1,4,9,8,5,1,6,10,9,3,2,6,7,6,2,1,1,1,1,0
434,0,2,5,4,3,1,4,9,8,4,1,6,10,8,3,3,6,7,6,2,1,2,1,1,0
436.42,0,2,5,4,3,1,4,10,8,4,1,6,10,8,3,3,6,7,6,2,1,2,2,1,0
438.84,1,2,5,4,2,1,4,10,8,4,2,6,10,7,3,3,5,7,5,2,1,2,2,1,0
441.26,1,2,5,4,2,1,4,9,9,4,2,6,10,7,3,3,5,7,5,2,1,2,2,1,0
443.68,1,2,5,5,2,1,4,8,9,4,2,6,8,7,3,3,5,7,5,2,1,2,2,1,0
446.1,1,2,5,5,3,1,4,8,9,4,2,6,7,7,3,3,5,7,6,2,1,2,2,1,0
448.52,1,3,5,5,3,1,5,8,9,4,2,7,8,7,3,3,5,7,5,2,1,2,2,1,0
450.94,1,3,5,5,3,1,5,8,9,4,2,7,9,7,3,3,5,7,4,2,1,2,2,1,0
453.36,1,3,4,5,3,2,5,8,8,4,2,6,9,7,3,3,5,6,4,2,1,2,2,1,0
455.78,0,3,4,5,3,2,5,8,8,4,2,6,9,7,3,3,5,6,4,1,2,2,2,1,0
458.2,0,3,5,5,3,2,5,8,8,4,2,7,8,7,3,3,5,5,3,1,2,2,2,2,0
460.62,0,3,5,5,4,2,4,8,8,4,3,7,8,7,3,3,5,5,3,1,2,2,2,2,0
463.04,0,3,5,5,4,1,4,7,8,4,3,7,8,7,2,3,5,5,3,1,2,2,3,1,0
465.46,0,3,5,6,3,1,4,7,8,5,3,7,8,7,2,3,5,5,3,1,2,2,3,1,0
467.88,0,3,5,7,3,1,3,7,9,5,3,6,8,7,3,3,5,5,3,1,2,2,3,1,0
470.3,0,3,6,7,3,1,3,8,9,5,3,5,8,7,3,4,5,5,3,1,2,2,2,1,0
472.72,0,3,6,8,3,1,3,8,9,5,3,6,8,7,3,4,5,4,2,1,2,1,2,1,0
475.14,0,3,5,8,3,1,4,7,9,5,3,6,8,7,4,4,5,4,2,1,2,1,2,0,0
477.56,0,3,5,7,3,1,4,8,10,5,3,6,8,7,4,4,5,4,2,1,2,1,1,0,0
479.98,0,2,5,6,3,1,4,9,10,4,3,6,8,6,4,4,5,4,2,1,1,1,1,0,0
482.4,0,2,6,7,3,2,4,9,10,4,3,6,8,6,4,4,5,4,2,1,1,1,1,0,0
