X,ieee802154Narrow.anchor[0].appl/Number of packets from this anchor,ieee802154Narrow.anchor[1].appl/Number of packets from this anchor,ieee802154Narrow.anchor[2].appl/Number of packets from this anchor,ieee802154Narrow.anchor[3].appl/Number of packets from this anchor,ieee802154Narrow.anchor[4].appl/Number of packets from this anchor,ieee802154Narrow.anchor[5].appl/Number of packets from this anchor,ieee802154Narrow.anchor[6].appl/Number of packets from this anchor,ieee802154Narrow.anchor[7].appl/Number of packets from this anchor,ieee802154Narrow.anchor[8].appl/Number of packets from this anchor,ieee802154Narrow.anchor[9].appl/Number of packets from this anchor,ieee802154Narrow.anchor[10].appl/Number of packets from this anchor,ieee802154Narrow.anchor[11].appl/Number of packets from this anchor,ieee802154Narrow.anchor[12].appl/Number of packets from this anchor,ieee802154Narrow.anchor[13].appl/Number of packets from this anchor,ieee802154Narrow.anchor[14].appl/Number of packets from this anchor,ieee802154Narrow.anchor[15].appl/Number of packets from this anchor,ieee802154Narrow.anchor[16].appl/Number of packets from this anchor,ieee802154Narrow.anchor[17].appl/Number of packets from this anchor,ieee802154Narrow.anchor[18].appl/Number of packets from this anchor,ieee802154Narrow.anchor[19].appl/Number of packets from this anchor,ieee802154Narrow.anchor[20].appl/Number of packets from this anchor,ieee802154Narrow.anchor[21].appl/Number of packets from this anchor,ieee802154Narrow.anchor[22].appl/Number of packets from this anchor,ieee802154Narrow.anchor[23].appl/Number of packets from this anchor,ieee802154Narrow.anchor[24].appl/Number of packets from this anchor
51.64,0,1,5,4,0,1,6,8,6,1,1,7,14,11,1,2,5,9,7,1,0,2,3,3,1
54.06,0,1,5,4,0,1,6,8,6,1,1,7,14,11,1,1,5,9,8,1,0,2,3,3,1
56.48,0,1,5,3,0,2,7,8,6,0,1,7,14,11,2,1,5,9,8,1,0,2,3,2,1
58.9,0,2,5,3,0,2,8,8,6,0,1,7,14,11,2,1,6,9,9,2,0,2,3,3,1
61.32,0,2,5,3,0,1,7,9,6,0,1,8,14,11,2,1,6,9,9,2,0,1,3,3,1
63.74,0,2,5,3,0,1,7,9,8,0,1,8,14,12,3,1,7,9,8,2,0,1,3,3,1
66.16,0,2,5,2,0,1,7,10,8,0,1,10,14,12,3,1,7,9,8,2,0,1,3,4,1
68.58,0,2,5,2,0,1,6,10,8,0,1,10,14,11,3,0,6,8,8,2,0,1,3,4,1
71,0,2,5,2,0,1,7,9,8,1,1,10,14,11,3,0,6,8,8,2,0,1,3,4,1
73.42,0,2,5,2,0,1,7,9,8,1,1,11,14,12,3,0,6,8,8,2,0,1,4,4,1
75.84,0,2,5,2,0,1,7,9,8,1,1,11,14,13,3,0,5,8,7,2,0,1,4,4,1
78.26,0,1,5,1,0,1,7,9,7,1,1,10,14,12,3,0,5,8,7,2,0,1,4,4,1
80.68,0,1,5,1,1,1,7,9,7,1,1,10,14,12,3,0,5,8,7,2,0,3,4,4,1
83.1,0,1,5,1,1,2,7,9,7,1,1,10,14,11,3,0,5,7,7,2,0,1,4,3,1
85.52,0,1,5,1,1,2,7,9,7,1,1,10,13,11,3,0,4,7,7,2,0,1,4,3,1
87.94,0,2,4,1,1,2,7,9,7,1,2,10,13,11,3,0,4,8,7,2,0,1,4,3,2
90.36,0,2,4,1,1,2,7,9,7,1,2,9,12,10,3,0,4,8,7,2,0,1,4,4,2
92.78,0,3,4,2,1,2,7,9,7,1,2,9,12,10,3,0,4,8,7,2,0,1,4,4,2
95.2,0,3,3,2,1,2,7,9,7,1,2,8,12,10,3,0,4,8,7,2,0,1,4,4,2
97.62,0,3,4,2,1,2,7,9,7,2,2,8,12,10,3,0,3,7,7,2,0,1,4,4,2
100.04,0,3,4,2,1,2,7,9,7,2,2,8,12,11,3,0,2,6,7,3,0,1,4,4,2
102.46,0,3,4,2,1,2,7,9,7,2,1,8,12,10,3,0,2,6,7,4,0,1,3,4,2
104.88,0,3,5,3,1,2,6,9,6,2,1,8,12,10,3,0,2,6,7,4,0,1,3,5,2
107.3,0,3,5,3,1,2,6,10,6,3,1,7,12,10,3,0,4,6,7,4,0,1,3,5,2
109.72,0,3,5,3,1,2,6,10,6,3,1,7,12,10,4,0,4,6,7,4,0,1,3,5,2
112.14,0,3,5,3,1,3,6,9,7,3,1,7,11,10,5,0,3,6,7,4,0,1,2,5,2
114.56,0,3,4,3,1,3,5,9,5,3,1,7,11,10,5,0,3,7,7,4,0,1,2,5,2
116.98,0,2,4,3,1,3,5,9,5,3,1,7,11,10,4,0,4,7,7,4,0,1,2,5,2
119.4,0,2,4,4,1,3,5,9,5,3,1,7,11,11,4,0,4,7,7,4,0,1,2,5,2
121.82,0,2,4,4,1,3,5,8,5,3,1,7,11,11,5,0,4,7,7,4,0,1,2,5,2
124.24,0,2,4,4,1,3,5,8,5,3,1,6,10,11,5,0,4,7,7,3,0,1,2,5,2
126.66,0,2,4,4,1,3,4,8,5,3,1,5,9,11,6,1,5,7,7,3,0,1,2,4,2
129.08,0,2,4,4,1,2,4,8,5,3,1,4,10,11,6,1,5,7,7,3,0,1,2,4,2
131.5,0,2,4,4,1,2,4,7,5,3,1,4,10,11,6,1,5,7,7,3,0,1,2,4,2
133.92,1,2,4,4,2,2,4,7,5,3,1,4,9,11,6,1,5,7,7,3,0,1,3,4,1
136.34,1,2,4,4,2,2,4,7,5,3,1,4,10,11,6,1,4,7,8,3,0,1,3,4,1
138.76,1,2,4,4,2,2,3,7,6,4,1,5,8,11,6,1,4,7,8,3,0,1,3,4,0
141.18,1,2,4,4,2,2,3,6,6,5,1,5,8,11,6,1,4,7,8,3,0,1,4,4,0
143.6,1,2,4,5,2,2,3,6,6,6,1,5,9,11,6,1,4,7,8,3,0,1,4,3,0
146.02,1,2,4,4,2,2,3,6,6,6,1,5,9,10,6,1,4,6,8,3,0,2,4,3,0
148.44,1,2,4,4,2,2,3,6,6,6,1,5,10,10,6,1,4,6,8,3,0,2,4,3,0
150.86,1,2,4,4,2,2,3,6,6,6,1,5,10,10,6,1,4,6,9,3,0,2,4,2,0
153.28,1,2,4,3,2,2,3,6,8,6,1,5,10,10,6,1,5,6,9,3,0,3,4,2,0
155.7,1,2,4,4,2,2,3,5,8,6,1,5,10,10,6,1,5,6,8,3,0,2,4,2,0
158.12,1,2,4,4,2,2,3,5,8,6,1,5,9,9,6,1,5,6,8,3,0,3,4,2,0
160.54,1,2,4,4,2,2,3,5,9,6,1,5,10,9,6,1,5,6,8,3,0,3,4,2,0
162.96,1,2,4,4,2,2,3,6,9,6,1,5,9,9,6,0,5,6,8,4,0,3,4,2,0
165.38,1,2,4,4,2,2,3,7,9,6,1,4,10,10,7,0,5,6,8,4,0,3,3,2,0
167.8,1,2,4,4,2,2,3,9,9,6,1,4,10,10,6,0,5,6,9,3,0,3,3,2,0
170.22,1,2,4,4,2,2,3,10,9,5,1,4,10,9,6,1,5,6,8,2,0,3,3,2,0
172.64,1,2,3,4,3,2,3,10,9,5,1,5,10,9,6,1,4,6,8,2,0,2,3,2,0
175.06,1,2,3,4,3,2,3,10,9,5,1,6,11,9,5,1,4,6,8,2,0,2,3,2,0
177.48,1,2,3,4,3,2,3,10,9,5,1,7,11,9,5,1,4,6,8,2,0,2,3,2,0
179.9,0,3,3,4,2,2,3,10,9,5,2,8,10,10,5,1,4,6,8,2,0,2,3,2,0
182.32,0,3,3,5,2,2,4,10,9,5,2,8,10,10,5,1,4,6,7,2,0,2,3,2,0
184.74,0,4,3,5,2,2,4,9,10,5,2,8,9,10,5,1,4,6,7,2,0,2,3,2,0
187.16,0,3,3,5,2,2,4,9,10,5,2,8,10,10,5,1,4,6,7,2,0,2,2,1,0
189.58,0,3,3,5,2,2,6,9,10,5,2,8,11,10,5,1,4,6,7,2,0,2,2,1,0
192,0,3,3,5,2,2,6,9,10,5,2,8,11,10,5,1,3,6,7,2,0,2,2,1,0
194.42,0,3,4,5,2,2,6,10,10,5,2,8,12,10,5,1,3,6,5,1,0,2,1,1,0
196.84,0,3,5,4,2,2,6,10,10,5,2,8,12,10,5,1,4,6,5,1,1,2,1,1,0
199.26,0,3,5,4,2,2,7,10,10,5,1,8,12,10,5,1,3,6,5,1,1,2,1,1,0
201.68,0,3,6,4,2,1,7,11,10,5,1,7,12,10,4,1,3,6,5,1,1,2,1,1,0
204.1,0,2,6,4,2,1,7,11,11,5,1,7,13,10,3,1,3,6,4,1,1,2,1,1,0
206.52,0,2,5,4,2,0,7,11,11,5,1,8,14,11,3,1,3,6,4,1,1,2,1,1,0
208.94,0,2,4,4,2,0,7,11,12,5,1,8,14,11,3,1,3,7,4,1,0,2,1,1,0
211.36,0,2,5,4,2,0,6,11,12,4,1,8,14,12,4,1,3,6,3,1,0,2,2,0,0
213.78,0,2,5,3,1,0,6,11,12,4,1,8,14,12,4,1,3,8,3,1,0,2,2,0,0
216.2,0,2,5,4,1,0,6,11,12,4,0,7,14,12,4,1,3,8,4,1,0,2,2,0,0
218.62,0,2,5,4,1,0,6,11,12,4,0,7,14,12,4,1,3,7,4,1,0,1,2,0,0
221.04,0,2,5,3,1,0,6,11,11,4,0,8,14,12,4,1,3,7,4,1,0,1,2,0,0
223.46,0,2,5,4,0,0,6,11,11,3,0,8,14,12,5,1,4,7,4,1,0,1,2,0,0
225.88,0,2,6,4,0,0,8,11,12,2,0,8,14,12,4,1,4,7,4,2,0,1,2,0,0
228.3,0,2,7,4,0,0,8,11,11,2,0,7,14,12,4,1,4,7,4,2,0,1,2,0,0
230.72,0,2,7,5,0,1,8,11,11,2,1,7,14,12,4,1,4,7,4,2,0,1,2,0,0
233.14,0,2,7,5,0,1,8,11,10,2,1,7,14,12,4,0,4,7,5,2,0,1,2,0,0
235.56,0,2,7,5,0,1,9,11,10,2,1,7,14,11,4,0,4,7,5,2,0,1,2,0,0
237.98,0,1,7,5,0,1,9,11,10,1,1,6,14,11,4,0,4,7,7,2,0,1,2,0,0
240.4,0,1,7,5,0,1,9,11,10,1,1,6,14,11,3,0,4,7,6,1,0,1,2,0,0
242.82,0,3,7,5,0,1,8,11,10,1,1,8,14,11,3,0,4,7,6,1,0,2,1,0,0
245.24,1,3,7,5,0,1,8,11,10,1,1,8,14,11,3,1,4,7,6,2,0,2,2,1,0
247.66,1,4,7,5,0,1,8,10,10,1,2,8,14,10,2,2,5,7,6,2,0,2,2,1,0
250.08,1,4,7,4,0,1,8,10,9,1,3,9,14,10,2,2,5,7,6,2,0,2,2,1,0
252.5,1,4,7,4,0,1,8,9,9,1,3,10,14,9,2,2,5,7,6,2,0,2,2,1,0
254.92,1,4,7,4,0,1,8,9,9,1,3,10,13,8,2,2,5,7,6,2,0,2,2,1,0
257.34,1,5,6,4,0,1,7,9,9,1,3,9,13,8,2,2,5,7,6,2,0,2,2,1,0
259.76,1,5,6,4,0,1,6,9,9,1,3,9,13,8,2,2,5,7,6,2,0,2,2,1,0
262.18,1,5,6,4,0,1,6,9,8,2,3,9,12,7,2,2,5,7,6,2,0,2,2,2,0
264.6,1,5,6,3,0,1,6,8,8,2,3,9,12,7,2,2,6,7,6,2,0,2,2,2,0
267.02,1,5,6,3,0,1,4,8,7,2,3,8,12,7,2,2,6,7,6,2,0,3,2,2,0
269.44,1,5,6,3,0,2,4,8,5,3,3,8,12,7,3,2,5,7,6,2,0,3,2,2,0
271.86,1,5,5,3,0,3,4,8,5,3,3,8,12,7,3,2,5,8,6,2,0,3,3,3,0
274.28,1,5,5,3,0,3,5,8,5,2,3,8,12,7,3,2,5,8,6,2,0,3,3,3,0
276.7,1,4,5,3,0,3,5,7,5,2,3,8,13,7,3,2,5,8,6,2,0,3,3,3,1
279.12,1,4,5,3,0,3,5,7,5,2,4,8,13,7,3,2,4,8,6,3,0,4,3,3,1
281.54,1,4,5,2,0,3,5,7,4,2,3,8,12,7,3,2,4,8,6,3,1,3,4,3,1
283.96,1,4,4,2,0,4,5,8,4,1,4,8,11,7,3,2,4,8,7,3,1,3,4,3,1
286.38,1,4,4,2,0,4,6,8,4,1,4,8,11,7,3,2,4,8,7,3,1,3,4,3,1
288.8,1,4,3,2,0,4,6,8,4,1,4,8,11,7,3,1,4,8,6,3,1,3,4,3,1
291.22,0,4,3,2,0,4,6,7,4,1,4,8,13,7,3,1,4,8,7,3,1,3,4,3,1
293.64,0,4,3,2,0,4,6,7,3,1,4,8,13,7,3,2,5,8,7,3,1,4,4,3,1
296.06,0,5,3,2,0,4,6,7,3,1,4,8,14,6,3,2,5,8,6,3,1,4,3,3,1
298.48,1,5,3,2,0,4,6,7,3,1,5,8,14,5,3,2,5,8,6,3,1,4,4,4,1
300.9,1,5,3,2,0,4,6,7,3,1,5,8,14,5,3,2,5,7,6,4,1,4,4,4,1
303.32,1,5,3,2,0,4,6,6,3,1,6,8,13,6,3,3,5,7,6,4,1,5,4,4,1
305.74,2,5,3,2,0,4,6,6,3,1,6,8,11,7,1,3,5,7,6,4,1,5,4,4,1
308.16,2,5,2,2,0,4,6,6,3,1,6,9,11,7,1,3,5,7,6,3,1,4,5,4,1
310.58,2,4,3,1,0,4,6,5,3,1,7,9,11,7,1,3,5,7,6,3,1,4,5,4,1
313,1,3,3,1,0,4,6,4,3,1,7,8,11,7,1,3,5,7,6,3,1,4,5,5,1
315.42,1,3,3,1,0,4,6,4,3,1,6,8,11,7,1,3,6,7,6,4,1,4,5,5,1
317.84,1,3,2,1,0,4,6,4,3,1,6,8,9,7,1,3,6,7,6,3,1,3,5,5,1
320.26,1,3,2,1,0,4,6,4,3,1,5,8,9,6,1,3,7,8,6,3,1,3,5,5,1
322.68,1,3,2,1,0,3,6,4,3,1,5,8,9,6,1,4,8,8,6,3,1,2,5,5,1
325.1,1,2,2,1,0,3,6,4,3,1,4,8,10,6,1,4,8,8,6,3,1,2,5,4,1
327.52,1,3,2,1,0,2,6,4,3,1,4,8,10,6,1,4,8,9,6,3,2,2,5,4,1
329.94,1,3,2,1,0,2,6,4,3,1,4,8,10,6,1,4,8,9,7,3,2,2,5,4,1
332.36,1,3,2,1,0,2,6,4,2,1,4,9,8,7,1,4,8,7,7,3,2,2,5,4,1
334.78,1,3,2,0,0,2,5,4,2,1,4,9,8,7,2,4,8,7,7,3,2,2,5,4,2
337.2,2,3,2,0,0,2,5,4,2,1,4,9,8,7,2,4,7,7,7,3,2,2,5,4,2
339.62,2,3,2,0,0,2,5,5,3,1,4,9,8,7,2,4,7,7,7,4,2,2,5,4,2
342.04,2,3,2,0,0,3,5,5,3,1,4,9,7,8,2,4,7,7,7,4,2,3,4,4,2
344.46,2,3,2,0,0,3,5,6,3,1,4,9,7,8,2,4,7,7,7,4,2,3,4,3,2
346.88,2,3,2,0,0,3,5,6,3,1,4,9,7,7,2,4,7,7,7,4,2,3,3,3,3
349.3,2,3,2,1,0,3,5,6,2,0,4,9,6,7,2,4,7,7,7,4,2,3,4,3,3
351.72,2,2,2,1,0,3,5,6,2,0,4,9,7,7,1,4,7,7,7,4,2,3,4,3,3
354.14,2,2,2,1,0,4,7,6,2,0,4,9,7,7,1,4,7,8,8,4,2,3,4,3,3
356.56,2,2,2,0,0,4,7,6,2,0,4,9,7,7,1,4,7,8,8,4,2,3,4,3,3
358.98,1,2,2,0,0,3,7,6,2,0,4,9,8,8,2,4,7,10,7,4,2,3,4,3,3
361.4,1,2,2,0,0,3,6,5,2,0,4,9,9,8,2,4,7,10,7,4,2,3,3,3,3
363.82,1,2,3,0,0,3,6,5,2,0,4,10,9,7,2,4,7,9,7,4,2,3,4,4,3
366.24,1,2,3,0,0,3,6,5,2,0,4,10,9,7,2,4,7,9,6,4,2,3,4,4,3
368.66,1,2,3,0,0,3,6,6,2,0,4,10,9,7,2,4,7,9,6,4,2,3,4,4,3
371.08,1,2,3,0,0,3,6,6,2,0,3,10,9,7,2,5,7,10,6,4,2,3,4,4,3
373.5,1,2,3,0,0,3,6,6,2,0,3,11,8,6,2,4,7,10,6,4,2,3,4,4,3
375.92,1,2,2,0,0,3,6,6,2,0,3,11,8,6,2,4,7,10,6,4,3,3,4,4,3
378.34,1,2,2,0,0,3,6,6,2,0,3,11,9,5,2,4,7,11,6,4,3,3,4,5,3
380.76,1,2,2,0,0,3,6,6,2,0,4,10,10,5,2,4,7,10,6,4,3,3,3,5,3
383.18,0,2,2,0,0,1,6,7,1,0,3,9,10,5,2,4,7,10,6,4,1,4,4,5,3
385.6,0,2,2,0,0,1,6,7,2,0,3,9,10,5,2,4,8,10,6,4,1,4,4,5,3
388.02,0,2,2,0,0,2,6,6,2,0,3,8,11,6,3,3,8,9,6,4,1,4,5,4,3
390.44,0,2,2,0,0,2,6,6,1,0,3,8,11,5,2,2,8,9,6,5,1,4,5,4,3
392.86,0,2,2,0,0,2,6,6,1,0,3,7,11,5,2,2,8,9,8,5,1,4,5,4,3
395.28,0,2,2,0,0,2,5,6,1,0,3,7,11,4,2,2,7,9,8,5,1,4,5,4,3
397.7,0,3,2,0,0,2,5,6,1,0,3,7,11,4,3,2,7,9,8,5,1,4,5,6,3
400.12,0,3,2,1,0,2,5,6,1,1,3,7,11,4,3,2,7,9,8,4,1,4,5,6,2
402.54,0,3,2,1,0,2,5,6,1,0,3,7,11,4,3,2,8,9,8,4,1,4,5,6,2
404.96,0,3,2,1,0,2,5,6,1,0,3,7,11,5,3,2,8,9,8,4,1,4,5,6,2
407.38,0,3,2,1,0,2,5,6,1,0,2,7,11,7,3,1,8,8,8,4,1,4,5,6,2
409.8,0,3,1,1,0,2,5,6,1,0,2,7,11,7,3,1,8,8,8,4,1,4,5,6,2
412.22,0,3,1,1,0,2,5,6,1,0,2,7,11,7,3,1,8,9,9,4,1,3,5,5,2
414.64,0,1,1,1,0,1,5,6,1,0,2,7,11,8,3,2,8,9,9,4,1,3,5,5,2
417.06,1,1,1,1,0,1,5,5,1,0,2,8,11,8,3,2,8,9,9,4,1,3,4,5,3
419.48,1,1,1,1,0,1,5,5,2,0,2,8,11,8,4,2,9,9,9,4,1,3,4,5,3
421.9,1,1,1,1,0,1,5,5,2,0,2,8,10,9,4,2,9,11,9,4,1,4,4,5,3
424.32,1,1,1,1,0,1,5,5,2,0,2,8,10,9,4,3,7,11,8,4,1,3,4,5,3
426.74,1,1,1,1,0,1,4,5,2,0,2,7,10,9,4,3,7,11,8,4,1,3,4,5,3
429.16,1,1,1,1,0,1,3,5,2,1,2,7,10,9,4,3,7,11,8,4,1,3,4,4,3
431.58,1,1,1,1,0,1,3,5,2,1,2,8,10,9,4,3,7,11,8,4,1,4,4,4,3
434,1,1,1,1,0,1,3,5,2,0,2,8,10,9,5,3,6,11,8,5,1,4,4,3,3
436.42,1,1,1,1,0,1,4,5,2,0,2,8,10,9,5,3,6,11,8,6,1,4,4,3,3
438.84,1,1,1,1,0,1,4,5,2,0,3,8,10,10,5,3,6,10,8,6,1,4,4,3,2
441.26,1,1,1,1,0,1,4,4,2,0,3,8,10,10,5,3,6,10,8,6,1,4,4,4,2
443.68,1,1,1,1,0,1,4,4,3,1,3,8,11,10,5,3,6,10,8,6,1,4,3,3,2
446.1,1,1,1,1,0,1,4,4,3,1,3,8,11,10,5,3,5,10,7,6,2,4,3,4,3
448.52,1,1,1,1,0,1,3,4,4,1,3,7,11,10,5,4,5,9,7,6,1,4,3,4,3
450.94,1,1,1,1,0,1,3,4,4,1,3,6,9,9,5,4,5,9,7,6,1,4,3,3,3
453.36,1,1,1,1,0,1,3,4,4,1,2,7,9,9,5,4,5,9,7,6,1,4,3,3,3
455.78,1,1,1,1,0,1,2,4,4,1,2,7,9,9,4,4,5,9,7,6,1,4,3,3,3
458.2,1,1,1,0,0,1,2,3,4,2,2,6,9,9,5,4,5,10,7,5,2,4,3,3,3
460.62,1,1,1,0,0,1,2,3,4,2,2,6,8,9,5,4,5,10,8,5,2,4,3,3,2
463.04,1,1,1,1,0,1,2,3,4,2,2,6,8,8,4,4,5,10,8,4,2,4,3,3,2
465.46,1,1,1,1,0,1,2,3,4,2,2,8,9,7,3,3,6,10,8,4,2,4,4,2,2
467.88,1,1,1,1,0,1,2,3,4,2,2,8,8,7,4,3,6,10,8,4,2,4,5,2,2
470.3,1,1,1,1,0,1,2,4,5,2,3,9,8,7,4,3,6,8,9,4,2,4,5,2,2
472.72,1,1,1,1,0,1,2,4,5,2,3,9,8,7,4,3,7,8,9,3,2,4,5,2,2
475.14,1,1,0,1,0,1,2,4,5,2,3,9,8,7,4,3,8,8,9,3,2,4,5,2,2
477.56,1,1,0,1,0,1,2,4,4,3,3,9,8,8,4,3,8,9,9,3,2,3,5,2,1
479.98,1,1,0,1,0,2,2,4,4,3,2,9,8,9,4,3,8,9,9,2,2,3,5,2,1
482.4,1,1,0,1,0,2,2,4,4,3,2,9,8,9,4,3,8,9,8,2,2,3,4,2,1
