X,ieee802154Narrow.anchor[8].appl/Number of AN Reports with ACK
1.86,31
4.28,36
6.7,37
9.12,35
11.54,41
13.96,39
16.38,42
18.8,43
21.22,42
23.64,45
26.06,43
28.48,46
30.9,48
33.32,47
35.74,48
38.16,49
40.58,50
43,53
45.42,51
47.84,53
50.26,50
52.68,50
55.1,53
57.52,52
59.94,56
62.36,55
64.78,55
67.2,56
69.62,58
72.04,59
74.46,58
76.88,61
79.3,60
81.72,58
84.14,55
86.56,58
88.98,58
91.4,58
93.82,55
96.24,55
98.66,56
101.08,57
103.5,54
105.92,54
108.34,53
110.76,51
113.18,54
115.6,54
118.02,53
120.44,54
122.86,53
125.28,54
127.7,52
130.12,50
132.54,51
134.96,47
137.38,44
139.8,47
142.22,50
144.64,47
147.06,48
149.48,46
151.9,45
154.32,43
156.74,43
159.16,41
161.58,41
164,45
166.42,47
168.84,44
171.26,45
173.68,50
176.1,48
178.52,50
180.94,49
183.36,49
185.78,48
188.2,51
190.62,52
193.04,52
195.46,53
197.88,54
200.3,53
202.72,55
205.14,55
207.56,53
209.98,53
212.4,53
214.82,52
217.24,50
219.66,49
222.08,48
224.5,47
226.92,56
229.34,52
231.76,54
234.18,56
236.6,56
239.02,54
241.44,57
243.86,58
246.28,57
248.7,59
251.12,57
253.54,58
255.96,56
258.38,55
260.8,53
263.22,55
265.64,53
268.06,52
270.48,55
272.9,56
275.32,57
277.74,57
280.16,56
282.58,53
285,54
287.42,52
289.84,52
292.26,53
294.68,54
297.1,53
299.52,54
301.94,55
304.36,52
306.78,52
309.2,51
311.62,50
314.04,47
316.46,48
318.88,48
321.3,46
323.72,47
326.14,48
328.56,47
330.98,48
333.4,48
335.82,49
338.24,53
340.66,53
343.08,54
345.5,52
347.92,53
350.34,53
352.76,50
355.18,50
357.6,52
360.02,54
362.44,53
364.86,57
367.28,55
369.7,56
372.12,56
374.54,54
376.96,54
379.38,56
381.8,55
384.22,56
386.64,57
389.06,55
391.48,55
393.9,58
396.32,57
398.74,58
401.16,56
403.58,57
406,55
408.42,56
410.84,56
413.26,57
415.68,56
418.1,58
420.52,57
422.94,56
425.36,57
427.78,58
430.2,60
432.62,57
435.04,60
437.46,58
439.88,57
442.3,62
444.72,61
447.14,62
449.56,59
451.98,57
454.4,58
456.82,59
459.24,59
461.66,57
464.08,55
466.5,58
468.92,59
471.34,57
473.76,58
476.18,57
478.6,57
481.02,55
483.44,57
