X,ieee802154Narrow.anchor[8].appl/Number of AN Reports with ACK
1.86,34
4.28,33
6.7,33
9.12,37
11.54,40
13.96,36
16.38,38
18.8,41
21.22,37
23.64,39
26.06,45
28.48,40
30.9,45
33.32,48
35.74,44
38.16,47
40.58,44
43,48
45.42,52
47.84,52
50.26,50
52.68,52
55.1,58
57.52,56
59.94,57
62.36,56
64.78,56
67.2,51
69.62,58
72.04,60
74.46,57
76.88,63
79.3,57
81.72,64
84.14,64
86.56,61
88.98,66
91.4,63
93.82,65
96.24,57
98.66,64
101.08,64
103.5,61
105.92,63
108.34,63
110.76,65
113.18,68
115.6,64
118.02,63
120.44,62
122.86,65
125.28,64
127.7,63
130.12,61
132.54,61
134.96,59
137.38,60
139.8,62
142.22,62
144.64,61
147.06,59
149.48,55
151.9,56
154.32,55
156.74,55
159.16,57
161.58,54
164,54
166.42,56
168.84,52
171.26,51
173.68,55
176.1,57
178.52,58
180.94,59
183.36,57
185.78,58
188.2,54
190.62,56
193.04,51
195.46,52
197.88,52
200.3,54
202.72,55
205.14,54
207.56,56
209.98,56
212.4,56
214.82,57
217.24,57
219.66,58
222.08,60
224.5,59
226.92,60
229.34,59
231.76,61
234.18,59
236.6,58
239.02,60
241.44,54
243.86,57
246.28,59
248.7,57
251.12,59
253.54,59
255.96,60
258.38,61
260.8,60
263.22,58
265.64,61
268.06,63
270.48,59
272.9,60
275.32,62
277.74,65
280.16,63
282.58,60
285,63
287.42,62
289.84,59
292.26,65
294.68,64
297.1,64
299.52,65
301.94,65
304.36,65
306.78,66
309.2,64
311.62,66
314.04,65
316.46,65
318.88,63
321.3,65
323.72,67
326.14,66
328.56,64
330.98,64
333.4,60
335.82,58
338.24,59
340.66,56
343.08,58
345.5,58
347.92,57
350.34,60
352.76,60
355.18,59
357.6,58
360.02,57
362.44,58
364.86,58
367.28,58
369.7,55
372.12,56
374.54,57
376.96,55
379.38,58
381.8,56
384.22,56
386.64,56
389.06,55
391.48,55
393.9,56
396.32,57
398.74,58
401.16,61
403.58,58
406,57
408.42,56
410.84,53
413.26,54
415.68,56
418.1,56
420.52,55
422.94,54
425.36,56
427.78,54
430.2,55
432.62,54
435.04,54
437.46,51
439.88,54
442.3,52
444.72,51
447.14,48
449.56,48
451.98,49
454.4,51
456.82,52
459.24,52
461.66,52
464.08,51
466.5,55
468.92,54
471.34,54
473.76,53
476.18,55
478.6,56
481.02,51
483.44,55
