File,Run,Module,Name,
Red8012154-2430.sca,Red8012154-2430-20121127-01:55:10-4715,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.803802
Red8012154-2431.sca,Red8012154-2431-20121127-01:55:31-4716,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.845508
Red8012154-2432.sca,Red8012154-2432-20121127-01:55:44-4717,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.842986
Red8012154-2433.sca,Red8012154-2433-20121127-01:56:25-4719,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.82227
Red8012154-2434.sca,Red8012154-2434-20121127-01:56:26-4720,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.86758
Red8012154-2435.sca,Red8012154-2435-20121127-01:56:44-4721,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.883288
Red8012154-2436.sca,Red8012154-2436-20121127-01:57:02-4722,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.873883
Red8012154-2437.sca,Red8012154-2437-20121127-01:57:43-4723,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.837027
Red8012154-2438.sca,Red8012154-2438-20121127-01:57:43-4724,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.899826
Red8012154-2439.sca,Red8012154-2439-20121127-01:57:46-4725,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.918665
Red8012154-244.sca,Red8012154-244-20121126-22:12:59-11180,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.979167
Red8012154-2440.sca,Red8012154-2440-20121127-01:58:11-4726,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.863698
Red8012154-2441.sca,Red8012154-2441-20121127-01:58:51-4727,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.894127
Red8012154-2442.sca,Red8012154-2442-20121127-01:58:57-4728,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.861076
Red8012154-2443.sca,Red8012154-2443-20121127-01:59:00-4729,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.894135
Red8012154-2444.sca,Red8012154-2444-20121127-01:59:17-4730,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.851675
Red8012154-2445.sca,Red8012154-2445-20121127-02:00:00-4731,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.841527
Red8012154-2446.sca,Red8012154-2446-20121127-02:00:11-4732,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.917406
Red8012154-2447.sca,Red8012154-2447-20121127-02:00:12-4733,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.87218
Red8012154-2448.sca,Red8012154-2448-20121127-02:00:29-4734,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.834832
Red8012154-2449.sca,Red8012154-2449-20121127-02:01:19-4735,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.89683
Red8012154-245.sca,Red8012154-245-20121126-22:13:06-11187,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,1
Red8012154-2450.sca,Red8012154-2450-20121127-02:01:20-4736,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.899016
Red8012154-2451.sca,Red8012154-2451-20121127-02:01:21-4737,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.868369
Red8012154-2452.sca,Red8012154-2452-20121127-02:01:41-4740,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.853753
Red8012154-2453.sca,Red8012154-2453-20121127-02:02:34-4741,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.877933
Red8012154-2454.sca,Red8012154-2454-20121127-02:02:34-4742,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.869065
Red8012154-2455.sca,Red8012154-2455-20121127-02:02:35-4743,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.856666
Red8012154-2456.sca,Red8012154-2456-20121127-02:02:59-4744,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.894596
Red8012154-2457.sca,Red8012154-2457-20121127-02:03:42-4745,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.881948
Red8012154-2458.sca,Red8012154-2458-20121127-02:03:47-4746,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.86334
Red8012154-2459.sca,Red8012154-2459-20121127-02:03:48-4747,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.842715
Red8012154-246.sca,Red8012154-246-20121126-22:13:06-11188,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.986111
Red8012154-2460.sca,Red8012154-2460-20121127-02:04:16-4748,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.817313
Red8012154-2461.sca,Red8012154-2461-20121127-02:04:50-4749,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.823152
Red8012154-2462.sca,Red8012154-2462-20121127-02:04:56-4750,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.83795
Red8012154-2463.sca,Red8012154-2463-20121127-02:05:03-4751,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.872302
Red8012154-2464.sca,Red8012154-2464-20121127-02:05:24-4752,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.825665
Red8012154-2465.sca,Red8012154-2465-20121127-02:06:01-4753,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.889399
Red8012154-2466.sca,Red8012154-2466-20121127-02:06:06-4754,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.891878
Red8012154-2467.sca,Red8012154-2467-20121127-02:06:21-4755,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.855397
Red8012154-2468.sca,Red8012154-2468-20121127-02:06:32-4757,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.915844
Red8012154-2469.sca,Red8012154-2469-20121127-02:07:13-4758,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.886641
Red8012154-247.sca,Red8012154-247-20121126-22:13:14-11192,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.983333
Red8012154-2470.sca,Red8012154-2470-20121127-02:07:17-4759,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.857548
Red8012154-2471.sca,Red8012154-2471-20121127-02:07:32-4760,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.85261
Red8012154-2472.sca,Red8012154-2472-20121127-02:07:45-4761,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.835351
Red8012154-2473.sca,Red8012154-2473-20121127-02:08:30-4762,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.880862
Red8012154-2474.sca,Red8012154-2474-20121127-02:08:34-4763,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.869424
Red8012154-2475.sca,Red8012154-2475-20121127-02:08:49-4764,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.874677
Red8012154-2476.sca,Red8012154-2476-20121127-02:08:58-4765,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.867562
Red8012154-2477.sca,Red8012154-2477-20121127-02:09:38-4766,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.798045
Red8012154-2478.sca,Red8012154-2478-20121127-02:09:47-4767,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.781894
Red8012154-2479.sca,Red8012154-2479-20121127-02:10:01-4768,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.890989
Red8012154-248.sca,Red8012154-248-20121126-22:13:14-11193,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.944444
Red8012154-2480.sca,Red8012154-2480-20121127-02:10:15-4769,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.870734
Red8012154-2481.sca,Red8012154-2481-20121127-02:10:57-4770,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.880655
Red8012154-2482.sca,Red8012154-2482-20121127-02:11:03-4771,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.843017
Red8012154-2483.sca,Red8012154-2483-20121127-02:11:06-4772,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.867512
Red8012154-2484.sca,Red8012154-2484-20121127-02:11:26-4774,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.811048
Red8012154-2485.sca,Red8012154-2485-20121127-02:12:09-4775,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.925051
Red8012154-2486.sca,Red8012154-2486-20121127-02:12:18-4776,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.893254
Red8012154-2487.sca,Red8012154-2487-20121127-02:12:21-4777,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.930588
Red8012154-2488.sca,Red8012154-2488-20121127-02:12:49-4778,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.849071
Red8012154-2489.sca,Red8012154-2489-20121127-02:13:32-4779,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.923489
Red8012154-249.sca,Red8012154-249-20121126-22:13:22-11200,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.983333
Red8012154-2490.sca,Red8012154-2490-20121127-02:13:36-4780,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.877096
Red8012154-2491.sca,Red8012154-2491-20121127-02:13:39-4781,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.869912
Red8012154-2492.sca,Red8012154-2492-20121127-02:14:05-4782,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.846687
Red8012154-2493.sca,Red8012154-2493-20121127-02:14:47-4783,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.870004
Red8012154-2494.sca,Red8012154-2494-20121127-02:14:50-4784,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.845882
Red8012154-2495.sca,Red8012154-2495-20121127-02:14:54-4785,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.838252
Red8012154-2496.sca,Red8012154-2496-20121127-02:15:15-4786,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.888288
Red8012154-2497.sca,Red8012154-2497-20121127-02:16:00-4788,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.861924
Red8012154-2498.sca,Red8012154-2498-20121127-02:16:00-4789,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.837063
Red8012154-2499.sca,Red8012154-2499-20121127-02:16:05-4790,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.874101
Red8012154-25.sca,Red8012154-25-20121126-21:57:32-10353,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.96875
Red8012154-250.sca,Red8012154-250-20121126-22:13:22-11201,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.984375
Red8012154-2500.sca,Red8012154-2500-20121127-02:16:29-4792,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.877904
Red8012154-2501.sca,Red8012154-2501-20121127-02:17:10-4796,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.791618
Red8012154-2502.sca,Red8012154-2502-20121127-02:17:14-4797,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.767852
Red8012154-2503.sca,Red8012154-2503-20121127-02:17:23-4798,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.806081
Red8012154-2504.sca,Red8012154-2504-20121127-02:17:56-4799,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.84807
Red8012154-2505.sca,Red8012154-2505-20121127-02:18:45-4800,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.879902
Red8012154-2506.sca,Red8012154-2506-20121127-02:18:56-4801,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.794911
Red8012154-2507.sca,Red8012154-2507-20121127-02:19:05-4802,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.825531
Red8012154-2508.sca,Red8012154-2508-20121127-02:19:35-4803,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.81291
Red8012154-2509.sca,Red8012154-2509-20121127-02:20:25-4804,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.892152
Red8012154-251.sca,Red8012154-251-20121126-22:13:30-11208,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.878571
Red8012154-2510.sca,Red8012154-2510-20121127-02:20:30-4805,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.83333
Red8012154-2511.sca,Red8012154-2511-20121127-02:20:34-4806,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.749985
Red8012154-2512.sca,Red8012154-2512-20121127-02:21:17-4807,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.87114
Red8012154-2513.sca,Red8012154-2513-20121127-02:22:00-4809,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.889894
Red8012154-2514.sca,Red8012154-2514-20121127-02:22:00-4810,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.826939
Red8012154-2515.sca,Red8012154-2515-20121127-02:22:21-4811,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.863855
Red8012154-2516.sca,Red8012154-2516-20121127-02:22:59-4812,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.80532
Red8012154-2517.sca,Red8012154-2517-20121127-02:23:33-4813,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.817057
Red8012154-2518.sca,Red8012154-2518-20121127-02:23:35-4814,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.879141
Red8012154-2519.sca,Red8012154-2519-20121127-02:23:51-4815,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.819914
Red8012154-252.sca,Red8012154-252-20121126-22:13:31-11209,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.986111
Red8012154-2520.sca,Red8012154-2520-20121127-02:24:31-4816,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.864663
Red8012154-2521.sca,Red8012154-2521-20121127-02:25:05-4817,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.894968
Red8012154-2522.sca,Red8012154-2522-20121127-02:25:19-4818,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.853904
Red8012154-2523.sca,Red8012154-2523-20121127-02:25:27-4819,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.882522
Red8012154-2524.sca,Red8012154-2524-20121127-02:26:11-4820,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.844233
Red8012154-2525.sca,Red8012154-2525-20121127-02:26:34-4822,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.808668
Red8012154-2526.sca,Red8012154-2526-20121127-02:26:57-4823,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.818584
Red8012154-2527.sca,Red8012154-2527-20121127-02:27:07-4824,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.789854
Red8012154-2528.sca,Red8012154-2528-20121127-02:27:49-4825,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.837073
Red8012154-2529.sca,Red8012154-2529-20121127-02:28:08-4826,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.851189
Red8012154-253.sca,Red8012154-253-20121126-22:13:38-11213,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.961538
Red8012154-2530.sca,Red8012154-2530-20121127-02:28:38-4827,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.781891
Red8012154-2531.sca,Red8012154-2531-20121127-02:28:46-4828,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.846198
Red8012154-2532.sca,Red8012154-2532-20121127-02:29:24-4829,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.872294
Red8012154-2533.sca,Red8012154-2533-20121127-02:29:40-4830,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.851437
Red8012154-2534.sca,Red8012154-2534-20121127-02:30:18-4831,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.786552
Red8012154-2535.sca,Red8012154-2535-20121127-02:30:21-4832,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.874315
Red8012154-2536.sca,Red8012154-2536-20121127-02:31:01-4833,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.837433
Red8012154-2537.sca,Red8012154-2537-20121127-02:31:15-4834,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.800166
Red8012154-2538.sca,Red8012154-2538-20121127-02:31:55-4837,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.793358
Red8012154-2539.sca,Red8012154-2539-20121127-02:32:00-4838,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.810016
Red8012154-254.sca,Red8012154-254-20121126-22:13:39-11214,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.955882
Red8012154-2540.sca,Red8012154-2540-20121127-02:32:45-4839,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.814464
Red8012154-2541.sca,Red8012154-2541-20121127-02:32:50-4840,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.805925
Red8012154-2542.sca,Red8012154-2542-20121127-02:33:33-4841,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.809429
Red8012154-2543.sca,Red8012154-2543-20121127-02:33:41-4842,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.837048
Red8012154-2544.sca,Red8012154-2544-20121127-02:34:32-4844,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.84651
Red8012154-2545.sca,Red8012154-2545-20121127-02:34:33-4845,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.839799
Red8012154-2546.sca,Red8012154-2546-20121127-02:35:17-4846,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.799973
Red8012154-2547.sca,Red8012154-2547-20121127-02:35:19-4847,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.819972
Red8012154-2548.sca,Red8012154-2548-20121127-02:36:05-4848,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.831301
Red8012154-2549.sca,Red8012154-2549-20121127-02:36:07-4849,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.852563
Red8012154-255.sca,Red8012154-255-20121126-22:13:45-11221,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.980769
Red8012154-2550.sca,Red8012154-2550-20121127-02:36:55-4851,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.863699
Red8012154-2551.sca,Red8012154-2551-20121127-02:36:56-4852,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.829376
Red8012154-2552.sca,Red8012154-2552-20121127-02:37:35-4853,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.849304
Red8012154-2553.sca,Red8012154-2553-20121127-02:37:45-4854,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.809745
Red8012154-2554.sca,Red8012154-2554-20121127-02:38:37-4855,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.841586
Red8012154-2555.sca,Red8012154-2555-20121127-02:38:39-4856,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.837523
Red8012154-2556.sca,Red8012154-2556-20121127-02:39:12-4857,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.845786
Red8012154-2557.sca,Red8012154-2557-20121127-02:39:22-4858,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.815213
Red8012154-2558.sca,Red8012154-2558-20121127-02:40:14-4859,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.773028
Red8012154-2559.sca,Red8012154-2559-20121127-02:40:20-4860,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.864929
Red8012154-256.sca,Red8012154-256-20121126-22:13:48-11222,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.984375
Red8012154-2560.sca,Red8012154-2560-20121127-02:40:55-4861,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.874132
Red8012154-2561.sca,Red8012154-2561-20121127-02:41:00-4862,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.808694
Red8012154-2562.sca,Red8012154-2562-20121127-02:41:59-4865,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.831821
Red8012154-2563.sca,Red8012154-2563-20121127-02:42:00-4866,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.857898
Red8012154-2564.sca,Red8012154-2564-20121127-02:42:34-4867,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.811041
Red8012154-2565.sca,Red8012154-2565-20121127-02:42:42-4868,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.826219
Red8012154-2566.sca,Red8012154-2566-20121127-02:43:28-4869,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.806469
Red8012154-2567.sca,Red8012154-2567-20121127-02:43:37-4870,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.888813
Red8012154-2568.sca,Red8012154-2568-20121127-02:44:09-4871,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.841814
Red8012154-2569.sca,Red8012154-2569-20121127-02:44:18-4872,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.847847
Red8012154-257.sca,Red8012154-257-20121126-22:13:53-11226,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,1
Red8012154-2570.sca,Red8012154-2570-20121127-02:45:03-4873,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.860726
Red8012154-2571.sca,Red8012154-2571-20121127-02:45:05-4874,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.850398
Red8012154-2572.sca,Red8012154-2572-20121127-02:45:51-4875,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.842737
Red8012154-2573.sca,Red8012154-2573-20121127-02:45:54-4876,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.844499
Red8012154-2574.sca,Red8012154-2574-20121127-02:46:40-4878,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.826741
Red8012154-2575.sca,Red8012154-2575-20121127-02:46:41-4879,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.858043
Red8012154-2576.sca,Red8012154-2576-20121127-02:47:27-4880,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.848201
Red8012154-2577.sca,Red8012154-2577-20121127-02:47:40-4881,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.831699
Red8012154-2578.sca,Red8012154-2578-20121127-02:48:18-4882,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.81826
Red8012154-2579.sca,Red8012154-2579-20121127-02:48:20-4883,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.885148
Red8012154-258.sca,Red8012154-258-20121126-22:13:56-11230,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.975595
Red8012154-2580.sca,Red8012154-2580-20121127-02:49:03-4884,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.836673
Red8012154-2581.sca,Red8012154-2581-20121127-02:49:18-4885,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.88453
Red8012154-2582.sca,Red8012154-2582-20121127-02:49:51-4886,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.86575
Red8012154-2583.sca,Red8012154-2583-20121127-02:49:56-4887,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.922695
Red8012154-2584.sca,Red8012154-2584-20121127-02:50:46-4888,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.848936
Red8012154-2585.sca,Red8012154-2585-20121127-02:50:47-4889,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.85408
Red8012154-2586.sca,Red8012154-2586-20121127-02:51:24-4890,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.884969
Red8012154-2587.sca,Red8012154-2587-20121127-02:51:32-4892,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.807896
Red8012154-2588.sca,Red8012154-2588-20121127-02:52:20-4893,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.833745
Red8012154-2589.sca,Red8012154-2589-20121127-02:52:23-4894,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.894321
Red8012154-259.sca,Red8012154-259-20121126-22:14:00-11234,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,1
Red8012154-2590.sca,Red8012154-2590-20121127-02:53:04-4895,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.790359
Red8012154-2591.sca,Red8012154-2591-20121127-02:53:08-4896,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.87735
Red8012154-2592.sca,Red8012154-2592-20121127-02:53:58-4897,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.826822
Red8012154-2593.sca,Red8012154-2593-20121127-02:53:59-4898,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.860745
Red8012154-2594.sca,Red8012154-2594-20121127-02:54:42-4899,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.823568
Red8012154-2595.sca,Red8012154-2595-20121127-02:54:43-4900,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.844807
Red8012154-2596.sca,Red8012154-2596-20121127-02:55:31-4901,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.801767
Red8012154-2597.sca,Red8012154-2597-20121127-02:55:34-4902,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.825852
Red8012154-2598.sca,Red8012154-2598-20121127-02:56:15-4903,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.831303
Red8012154-2599.sca,Red8012154-2599-20121127-02:56:28-4905,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.834254
Red8012154-26.sca,Red8012154-26-20121126-21:57:38-10357,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.959936
Red8012154-260.sca,Red8012154-260-20121126-22:14:06-11238,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.9375
Red8012154-2600.sca,Red8012154-2600-20121127-02:57:09-4906,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.819697
Red8012154-2601.sca,Red8012154-2601-20121127-02:57:19-4907,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.818336
Red8012154-2602.sca,Red8012154-2602-20121127-02:57:52-4908,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.852441
Red8012154-2603.sca,Red8012154-2603-20121127-02:58:07-4909,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.814979
Red8012154-2604.sca,Red8012154-2604-20121127-02:58:53-4910,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.84075
Red8012154-2605.sca,Red8012154-2605-20121127-02:58:54-4911,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.874477
Red8012154-2606.sca,Red8012154-2606-20121127-02:59:29-4912,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.845363
Red8012154-2607.sca,Red8012154-2607-20121127-02:59:50-4913,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.862805
Red8012154-2608.sca,Red8012154-2608-20121127-03:00:28-4914,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.870326
Red8012154-2609.sca,Red8012154-2609-20121127-03:00:31-4915,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.859907
Red8012154-261.sca,Red8012154-261-20121126-22:14:08-11239,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.975
